entry_count,mean_return,median_return,mean_cagr,median_cagr,cagr_p10,cagr_p90,std_return,mean_maxdd,worst_maxdd,mean_sharpe,mean_calmar,best_return,worst_return,all_positive,positive_rate,win_rate_1m,win_rate_3m,win_rate_6m,win_rate_12m,win_rate_24m,w_stock,w_bond,w_gold,w_cash,version
5528,0.534338415628074,0.5072509220789466,0.0474953569399858,0.03784742507229466,0.032346572554639776,0.08274233953439261,0.26399991745380236,0.043425851308946446,0.06939376193961502,1.0468476107154534,1.093711591330415,1.1373371769873044,-0.0046039248369798,0,0.9967438494934877,0.9992736517159978,0.9996340347666972,1.0,1.0,1.0,0.1,0.5,0.1,0.3,nikkei225
5528,0.6399423872269916,0.5940257593729172,0.05418823235505663,0.04292644029888293,0.03762710127643167,0.09389364031742285,0.3310939990218516,0.051554099084230906,0.0794732715551267,1.0862798366049016,1.0510945456833993,1.4357532978970475,-0.009988746397270876,0,0.9936685962373372,0.9963682585799891,0.9983531564501372,1.0,1.0,1.0,0.1,0.5,0.15000000000000002,0.25,nikkei225
5528,0.7704495866314195,0.7036792831383869,0.06205877350205915,0.04891598158013599,0.04309198797840619,0.11028398958645842,0.41347218333202396,0.05993740507674228,0.09197875740161277,1.1277079801170644,1.035393064190896,1.8000934098274746,-0.01909082151275432,0,0.9900506512301013,0.9930996913019793,0.9972552607502287,1.0,1.0,1.0,0.1,0.5,0.2,0.2,nikkei225
5528,0.7777909127274204,0.7203030076966479,0.06476175636129741,0.050386700616710245,0.04283939266147816,0.11514918389278284,0.4022125878213281,0.06528319913964761,0.105408124427368,1.2059024626568804,0.9920126037752105,1.7608057344560528,-0.006945326010230124,0,0.9967438494934877,0.9992736517159978,0.9996340347666972,1.0,1.0,1.0,0.15000000000000002,0.5,0.15000000000000002,0.2,nikkei225
5528,0.902741442115028,0.8126687591976108,0.06937823697261158,0.05466506806754046,0.04772458146479428,0.1256600966273383,0.5043955656878234,0.06874298063364466,0.10655149579503094,1.1446593540788172,1.0092410357117394,2.1975900181037833,-0.028192896628236874,0,0.9873371924746743,0.9907390593789722,0.9961573650503203,1.0,1.0,1.0,0.1,0.5,0.25,0.15000000000000002,nikkei225
5528,0.9234447169252197,0.8381170546725786,0.07283649355076782,0.056562812934608964,0.04881139186558205,0.12926973345996476,0.4962362713470097,0.07308898674985266,0.11526296573771103,1.259829842654208,0.996545400198952,2.1803610172910903,-0.011656490864844105,0,0.9958393632416788,0.9983657163609951,0.9990850869167429,1.0,1.0,1.0,0.15000000000000002,0.5,0.2,0.15000000000000002,nikkei225
5528,1.0436233965269168,0.9171305125337951,0.07677666818020921,0.060460469991750254,0.052215804165899195,0.14134019408773396,0.6046643271577004,0.07910527268274357,0.1212504684597952,1.1539316831722386,0.9705632200792308,2.6373396922711176,-0.037294971743720984,0,0.9866136034732272,0.9903758852369712,0.9959743824336688,1.0,1.0,1.0,0.1,0.5,0.3,0.1,nikkei225
5528,1.0649279285306683,0.9522926862824327,0.08000036222555049,0.06200518896657714,0.05424617593767742,0.14312616639274886,0.5961994465495024,0.08086638252085934,0.1270812377958415,1.2762146297176666,0.9892907254125598,2.6233176500933717,-0.02075856598032544,0,0.9914978292329957,0.9943708007989831,0.9978042086001829,1.0,1.0,1.0,0.15000000000000002,0.5,0.25,0.1,nikkei225
5528,1.1885892157358597,1.023810755704516,0.08398503436024356,0.06621933627963661,0.056125361236430346,0.1572380826779401,0.7114258772514033,0.09099568658573569,0.13623680556295786,1.1578454714313435,0.9229562137663885,3.1115520435468538,-0.046397046859203206,0,0.9862518089725036,0.99001271109497,0.995608417200366,1.0,1.0,1.0,0.1,0.5,0.35000000000000003,0.05,nikkei225
5528,1.2053485767253775,1.069035654370928,0.08705753390355417,0.06722502089839377,0.058456201873010635,0.1585373181704459,0.6956268366967076,0.08902428872754431,0.13954988325384907,1.2726160092484569,0.9779076603463879,3.0786332835043586,-0.02986064109580988,0,0.9896888567293777,0.9929181042309787,0.9972552607502287,1.0,1.0,1.0,0.15000000000000002,0.5,0.3,0.05,nikkei225
5528,1.2146110759294217,1.0883291388171348,0.08981671183655618,0.06882460791583056,0.05875205255332259,0.1654766565841879,0.6820647580382424,0.09425517780731421,0.1508091760770069,1.3307586061330192,0.9529101098315088,3.0447184721146687,-0.013446332424381424,0,0.9963820549927641,0.9989104775739968,0.9994510521500457,1.0,1.0,1.0,0.20000000000000004,0.45,0.25,0.1,nikkei225
5528,1.3304108454908232,1.1170637598832267,0.09052795163405011,0.07146240000571047,0.05922385594221202,0.17201582341254235,0.8259047355739118,0.10235595507307906,0.15168606447708013,1.151497419954307,0.8844424495811298,3.6090868341583944,-0.055621219066652516,0,0.9857091172214182,0.9894679498819684,0.995608417200366,1.0,1.0,1.0,0.1,0.45,0.4,0.05,nikkei225
5528,1.3563774982926282,1.1773906712988718,0.09393251914095405,0.07242926281272544,0.06248246135631328,0.17346008649183214,0.8122925160636381,0.09735195881830451,0.15388945201859988,1.2662155970472306,0.9648754917840695,3.59361463511243,-0.03908481330325875,0,0.9873371924746743,0.9907390593789722,0.9961573650503203,1.0,1.0,1.0,0.15000000000000002,0.45,0.35000000000000003,0.05,nikkei225
5528,1.3805643682391722,1.2101251712732262,0.0971845077289854,0.07410929967851898,0.06418166991877265,0.1772616711496558,0.8091300727512972,0.1017394292469555,0.16234615726811205,1.3440135239961473,0.9552295353759673,3.6066669229244175,-0.02254840753986509,0,0.9927641099855282,0.9956419102959869,0.9978042086001829,1.0,1.0,1.0,0.20000000000000004,0.45,0.3,0.05,nikkei225
5528,1.5116825110661594,1.2869546514438661,0.1008567365428434,0.07757642627741435,0.0661880295617179,0.18950759598004457,0.9308070424641985,0.10701880682256935,0.16849174033763833,1.2568590560992647,0.942420678545386,4.132939060995092,-0.048308985510706615,0,0.9869753979739508,0.9907390593789722,0.9961573650503203,1.0,1.0,1.0,0.15000000000000002,0.4,0.4,0.05,nikkei225
5528,1.5280418462105687,1.3360809742295097,0.10397367211824032,0.07908673771896246,0.06799797755645456,0.1916114734073767,0.9088497204343301,0.10943887041574958,0.17416278279160594,1.3355247473325114,0.9500616346207942,4.0801804780152615,-0.03177257974731362,0,0.9911360347322721,0.9940076266569821,0.9976212259835315,1.0,1.0,1.0,0.20000000000000004,0.4,0.35000000000000003,0.05,nikkei225
5528,1.5225881633850409,1.3517495706081089,0.10639523716897197,0.0803990274333437,0.06724129295891357,0.20090725972737367,0.8730530961764901,0.11687773234452305,0.18684328512387227,1.3596764542385669,0.91031229845689,3.9573257631313936,-0.015358271075884833,0,0.9963820549927641,0.9989104775739968,0.9994510521500457,1.0,1.0,1.0,0.25000000000000006,0.35000000000000003,0.3,0.1,nikkei225
