entry_count,mean_return,median_return,mean_cagr,median_cagr,cagr_p10,cagr_p90,std_return,mean_maxdd,worst_maxdd,mean_sharpe,mean_calmar,best_return,worst_return,all_positive,positive_rate,win_rate_1m,win_rate_3m,win_rate_6m,win_rate_12m,win_rate_24m,w_stock,w_bond,w_gold,w_cash,version,tier,sort_criterion
5107,2.1891919652531224,2.1890912261708424,0.13192115377464658,0.12003903995423904,0.09298105268830655,0.2249928997341952,1.4318198687191483,0.16873341689304605,0.2235438055227821,1.6165790777510691,0.7818318161497706,5.686652621061505,-0.03480747852659616,0,0.9956921871940474,0.9996067636649626,0.999603489294211,1.0,1.0,1.0,0.25000000000000006,0.05,0.4,0.3,nasdaq,均衡型,mean_calmar最高
5107,2.4815188139463085,2.416124507799465,0.14161204357631016,0.12565022935103132,0.10077253762234824,0.24009968707948692,1.7039911797939356,0.20182323811775366,0.2461045838802157,1.6207556293021532,0.7016637177017578,6.669935133022239,-0.03937345451929053,0,0.996083806540043,1.0,1.0,1.0,1.0,1.0,0.30000000000000004,0.1,0.4,0.2,nasdaq,进取型,mean_cagr最高(worst_maxdd≤25%)
