w_stock,w_bond,w_gold,w_cash,entry_count,mean_return,median_return,mean_cagr,median_cagr,cagr_p10,cagr_p90,std_return,mean_maxdd,worst_maxdd,mean_sharpe,mean_calmar,best_return,worst_return,all_positive,positive_rate,win_rate_1m,win_rate_3m,win_rate_6m,win_rate_12m,win_rate_24m,version
0.25000000000000006,0.4,0.1,0.25,5107,1.2298707409095762,1.0369821413656966,0.0819919248053848,0.07336905901339152,0.05333030331048599,0.11682663502074825,0.9568894482825099,0.22790468357233695,0.26730721992351464,1.0437049388539594,0.35976410629297384,3.404245629282781,-0.027072304201605335,0,0.9978460935970237,1.0,1.0,1.0,1.0,1.0,nasdaq
0.25000000000000006,0.4,0.15000000000000002,0.2,5107,1.3521730608028657,1.1449041592974645,0.08838010374351649,0.07801258828189161,0.061333780862535915,0.13362923428504006,1.0420321399589842,0.23106059575415397,0.2708317698371891,1.1674392462047354,0.38249751522995284,3.7791687325931447,-0.02877708251768174,0,0.9978460935970237,1.0,1.0,1.0,1.0,1.0,nasdaq
0.25000000000000006,0.4,0.2,0.15000000000000002,5107,1.4714600154499737,1.2661341018324643,0.0947730692507066,0.08219701045410921,0.06968905153355398,0.149862357151123,1.1136785836353968,0.23730051919865558,0.2770406247666735,1.2745686868811803,0.39937994898092716,4.119610597069956,-0.030481860833757923,0,0.997454474251028,1.0,1.0,1.0,1.0,1.0,nasdaq
0.25000000000000006,0.4,0.25,0.1,5107,1.5942738064569333,1.3795644782864187,0.10061217870627974,0.08664770378401299,0.0746363321132204,0.16296854240874956,1.201165023338696,0.24362749812035633,0.2832526618433167,1.3532247092426481,0.412975462468426,4.534479781680313,-0.03218663914983422,0,0.9966712355590366,1.0,1.0,1.0,1.0,1.0,nasdaq
0.25000000000000006,0.4,0.3,0.05,5107,1.7256239421733723,1.5037449550989335,0.10662143958412584,0.09130661701974518,0.07802014869755766,0.17766550046429427,1.2962144418832087,0.24993900793830245,0.2894592261487493,1.4107693558777648,0.42658983271008816,4.986594980320786,-0.0338914174659104,0,0.9966712355590366,1.0,1.0,1.0,1.0,1.0,nasdaq
0.25000000000000006,0.45,0.05,0.25,5107,1.0824851422513955,0.8815192841481796,0.0733680428634216,0.06751113108393603,0.03950434194419122,0.09887859317270836,0.8763859251230438,0.2411685248936082,0.28310212610719426,0.8625992960592326,0.30421898087981425,3.050963069539134,-0.02572373953859597,0,0.9984335226160173,1.0,1.0,1.0,1.0,1.0,nasdaq
0.25000000000000006,0.45,0.1,0.2,5107,1.204464161265571,0.989382199999989,0.08007624254272944,0.07246877017056796,0.04815891302264404,0.11545080087896746,0.9578818711924073,0.24235617867486547,0.2843655592667132,1.0055192439295042,0.3304072666129806,3.4102856161416852,-0.02742851785467204,0,0.9980419032700215,1.0,1.0,1.0,1.0,1.0,nasdaq
0.25000000000000006,0.45,0.15000000000000002,0.15000000000000002,5107,1.3372567626784548,1.1028987133409047,0.08679715743239085,0.07730280038772142,0.05673136309638194,0.13217542199865515,1.0554120362315944,0.24653728402123967,0.2893485133681954,1.1359601691502543,0.35206503461323563,3.827604508460202,-0.029133296170748446,0,0.9978460935970237,1.0,1.0,1.0,1.0,1.0,nasdaq
0.25000000000000006,0.45,0.2,0.1,5107,1.4526102758325043,1.2210983097465773,0.09312202757555818,0.08169578695390567,0.06507604742560624,0.14809498491143966,1.1232718617647428,0.2522860720201488,0.2950274608804423,1.242499838474891,0.3691128361938308,4.158042834744898,-0.03083807448682474,0,0.9972586645780301,1.0,1.0,1.0,1.0,1.0,nasdaq
0.25000000000000006,0.45,0.25,0.05,5107,1.5764338963920563,1.3338212350403262,0.09897790704209905,0.08596877875520526,0.07236679872552823,0.1608586570957166,1.2137080876738895,0.25859199901096597,0.3012168892319219,1.3224281298576532,0.3827570358737269,4.582701860518915,-0.0325428528029007,0,0.9966712355590366,1.0,1.0,1.0,1.0,1.0,nasdaq
0.25000000000000006,0.5,0.05,0.2,5107,1.0672610589458555,0.841940404893061,0.07172715966091964,0.06633909267167093,0.03472773890006353,0.09765354511788088,0.8868973128179071,0.2541790890623919,0.29816387185057996,0.8308452971178892,0.2821914262322074,3.0873209637770556,-0.026079953191662675,0,0.9984335226160173,1.0,1.0,1.0,1.0,1.0,nasdaq
0.25000000000000006,0.5,0.1,0.15000000000000002,5107,1.1897268324667019,0.9497958756914733,0.07848677994328784,0.07159765359282333,0.04350151113349639,0.11427071821855123,0.9698507783036736,0.25816498554794703,0.3030175978861433,0.972963430675294,0.30401791233114794,3.452431055439696,-0.027784731507738858,0,0.9980419032700215,1.0,1.0,1.0,1.0,1.0,nasdaq
0.25000000000000006,0.5,0.15000000000000002,0.1,5107,1.3909481130114987,1.1368573721126904,0.08735458665413658,0.07953002291763434,0.05195084642616581,0.13079312052142536,1.1206870794417052,0.26240752554837105,0.3081296244609164,1.1470195954135218,0.33289665176936406,4.048903335865936,-0.02948950982381493,0,0.9978460935970237,1.0,1.0,1.0,1.0,1.0,nasdaq
0.25000000000000006,0.5,0.2,0.05,5107,1.520140561889575,1.2533264621909197,0.0937506278229037,0.0842456948900101,0.06097167179684844,0.14625261819401275,1.2127293198824627,0.26786263705970453,0.3137022061390109,1.257191549966581,0.34999516488000304,4.468126012103852,-0.031194288139891335,0,0.9972586645780301,1.0,1.0,1.0,1.0,1.0,nasdaq
0.30000000000000004,0.05,0.35000000000000003,0.3,5107,2.323385036763374,2.3056906853900805,0.1367806385942522,0.1222781683186911,0.09749934708302614,0.22553973269948446,1.5525631567734128,0.18380806919784914,0.2453566892925288,1.6043602215636639,0.744149259557386,6.01775990682217,-0.03731246255014742,0,0.996279616213041,1.0,1.0,1.0,1.0,1.0,nasdaq
0.30000000000000004,0.05,0.4,0.25,5107,2.4998019268792895,2.4756183348497345,0.1431497364913172,0.12844982073206657,0.10104486634050618,0.24120262439154908,1.685160824942535,0.1907123846297274,0.25016602669867843,1.6331571649565937,0.7506053514523758,6.597273465719902,-0.039017240866223935,0,0.996083806540043,1.0,1.0,1.0,1.0,1.0,nasdaq
0.30000000000000004,0.1,0.3,0.3,5107,2.121152187797446,2.0552262308766256,0.127450093105279,0.11065244564600074,0.09385364017156861,0.20396905829979814,1.4548568408694549,0.18808643725863716,0.2288646864733495,1.53891154109681,0.6776144785496825,5.523792024882376,-0.03596389788713816,0,0.9964754258860388,1.0,1.0,1.0,1.0,1.0,nasdaq
0.30000000000000004,0.1,0.35000000000000003,0.25,5107,2.3139287757361813,2.2463079941500252,0.13527087967993282,0.11941253802128138,0.09775214279629832,0.22407934670806343,1.5856049029915116,0.19492680386345726,0.23705987659333289,1.5945860916624532,0.693957306018764,6.105637413534694,-0.03766867620321457,0,0.9964754258860388,1.0,1.0,1.0,1.0,1.0,nasdaq
0.30000000000000004,0.1,0.4,0.2,5107,2.4815188139463085,2.416124507799465,0.14161204357631016,0.12565022935103132,0.10077253762234824,0.24009968707948692,1.7039911797939356,0.20182323811775366,0.2461045838802157,1.6207556293021532,0.7016637177017578,6.669935133022239,-0.03937345451929053,0,0.996083806540043,1.0,1.0,1.0,1.0,1.0,nasdaq
0.30000000000000004,0.15000000000000002,0.25,0.3,5107,1.9357003356084754,1.8610072723147062,0.11966308615857793,0.10078102398922106,0.08987114817630246,0.18744433058180004,1.3309878156185724,0.19315988184819277,0.22068860729705875,1.4572930781320317,0.6195027922652331,4.975600271377681,-0.034615333224128464,0,0.9970628549050323,1.0,1.0,1.0,1.0,1.0,nasdaq
0.30000000000000004,0.15000000000000002,0.3,0.25,5107,2.0900516891098184,2.0158867362665283,0.12598182860994855,0.10755187168945346,0.09315008516051218,0.20267225825700885,1.4378984681694347,0.19832551819013622,0.22536681473893536,1.524627227148845,0.6352275277514656,5.460521599201188,-0.03632011154020476,0,0.9964754258860388,1.0,1.0,1.0,1.0,1.0,nasdaq
0.30000000000000004,0.15000000000000002,0.35000000000000003,0.2,5107,2.311672584219975,2.2031161555544876,0.13412954122772353,0.11657714112240347,0.09773398411582708,0.22264626212407365,1.6162827929124073,0.20501519197120574,0.23349225203880647,1.5880872463928992,0.6542419609887347,6.226195128362874,-0.03802488985628105,0,0.9964754258860388,1.0,1.0,1.0,1.0,1.0,nasdaq
0.30000000000000004,0.15000000000000002,0.4,0.15000000000000002,5107,2.483749947334233,2.36830576035526,0.14045710787006752,0.12285508622991381,0.10055985217162608,0.238988511158557,1.7462302227557083,0.2119070616594112,0.2429010127023124,1.6148191769673474,0.6628241020859322,6.830540831382493,-0.039729668172357124,0,0.996279616213041,1.0,1.0,1.0,1.0,1.0,nasdaq
0.30000000000000004,0.2,0.2,0.3,5107,1.7840633803585484,1.682948115864471,0.11234846054074978,0.09487769818169922,0.08587966036389046,0.17058564429809453,1.2506654384346194,0.19986774709052926,0.22997441315844008,1.3573704828438855,0.5621140087693189,4.597000420182807,-0.03326676856111899,0,0.9972586645780301,1.0,1.0,1.0,1.0,1.0,nasdaq
0.30000000000000004,0.2,0.25,0.25,5107,1.9237212445764138,1.8151193533455823,0.1182652354285491,0.09950297324687218,0.0895729160753207,0.18568128102100095,1.3493638590975052,0.20592957445255183,0.23627232614403584,1.442928621149942,0.5742994212606337,5.028578650191086,-0.03497154687719517,0,0.9970628549050323,1.0,1.0,1.0,1.0,1.0,nasdaq
0.30000000000000004,0.2,0.3,0.2,5107,2.0715650837470307,1.9573574155352924,0.12434821376152509,0.10443091964222972,0.093025374110506,0.2008225013838833,1.4548951423885783,0.21248070547314538,0.2425395352865191,1.506743765120824,0.5852212015421842,5.516478312105091,-0.03667632519327135,0,0.9964754258860388,1.0,1.0,1.0,1.0,1.0,nasdaq
0.30000000000000004,0.2,0.35000000000000003,0.15000000000000002,5107,2.2960813368635535,2.1455458818964206,0.13257034294835332,0.11315832806259074,0.097138372579423,0.22149297058267997,1.6395800251855508,0.21850545987240136,0.24809830393697332,1.5731958068592231,0.6067140977885368,6.318672195623342,-0.038381103509347536,0,0.9964754258860388,1.0,1.0,1.0,1.0,1.0,nasdaq
0.30000000000000004,0.2,0.4,0.1,5107,2.4622434590334428,2.3090791902393084,0.1388558846213239,0.11973523608171965,0.09977141042325903,0.23756245716791602,1.7608761600835077,0.22519399811071392,0.2543881185166944,1.5996844970969504,0.6166056190940625,6.895823279994721,-0.04008588182542383,0,0.996279616213041,0.9998033818324813,0.9998017446471055,1.0,1.0,1.0,nasdaq
0.30000000000000004,0.25,0.15000000000000002,0.3,5107,1.61914162681597,1.4874541069515512,0.10407290871272024,0.08810895258537332,0.0808402619994844,0.15229043157097835,1.1658083774803827,0.21003105317176599,0.2433247699843637,1.224943156921262,0.4955120071107206,4.211709674016335,-0.0319182038981094,0,0.9978460935970237,1.0,1.0,1.0,1.0,1.0,nasdaq
0.30000000000000004,0.25,0.2,0.25,5107,1.7711725060215204,1.6349827829487835,0.1108957673243467,0.09350508764970922,0.0850372149587407,0.1690021538047857,1.2683084458871186,0.21306611161255362,0.24647851886729286,1.34026841893323,0.5204758583382945,4.662155958398557,-0.03362298221418558,0,0.997454474251028,1.0,1.0,1.0,1.0,1.0,nasdaq
0.30000000000000004,0.25,0.25,0.2,5107,1.9073162489365265,1.7616320972804185,0.11668796424544105,0.09826273838990396,0.08836435793074884,0.18426961962303193,1.3671035947669836,0.21888783755499394,0.252074697244958,1.4242770317396507,0.5330947829210659,5.1012780263798145,-0.035327760530261876,0,0.9970628549050323,1.0,1.0,1.0,1.0,1.0,nasdaq
0.30000000000000004,0.25,0.3,0.15000000000000002,5107,2.0791322518247624,1.903476779761804,0.12305514135281598,0.10349262058114372,0.09245969562110545,0.19911265675522216,1.5117332850283145,0.2256556170286016,0.25864615449927253,1.4954575377688815,0.5453227487672903,5.717361817941777,-0.03703253884633795,0,0.9966712355590366,1.0,1.0,1.0,1.0,1.0,nasdaq
0.30000000000000004,0.25,0.35000000000000003,0.1,5107,2.276243226068881,2.0871843210464736,0.13098072626180185,0.11007508620518713,0.09652004515725787,0.21953711730954795,1.654766609367717,0.23243446998335554,0.2652612643608777,1.5552613028806561,0.5635167893608091,6.367978131466992,-0.03873731716241424,0,0.9964754258860388,1.0,1.0,1.0,1.0,1.0,nasdaq
