entry_date,final_value,total_return_pct,annual_return_pct,max_drawdown_pct,sharpe_ratio,annual_volatility_pct,benchmark_return_pct,outperform_benchmark,holding_years
2014-10-17,2005254.39,100.5254,6.1921,18.2971,0.4897,8.2972,43.3096,Yes,11.58
2014-10-20,1992883.46,99.2883,6.1399,18.4108,0.4891,8.2836,41.0777,Yes,11.57
2014-10-21,1998128.58,99.8129,6.1655,18.2971,0.494,8.2983,42.2684,Yes,11.57
2014-10-22,2006404.35,100.6404,6.2049,18.2971,0.5007,8.3001,44.0504,Yes,11.57
2014-10-23,2013915.46,101.3915,6.2408,18.4217,0.501,8.3075,46.4072,Yes,11.56
2014-10-24,2016538.56,101.6539,6.2542,18.4217,0.4985,8.3082,46.1252,Yes,11.56
2014-10-27,2015101.51,101.5102,6.2523,18.2971,0.4942,8.3034,44.5462,Yes,11.55
2014-10-28,1997217.67,99.7218,6.1718,18.4108,0.4878,8.288,40.8682,Yes,11.55
2014-10-29,2001252.31,100.1252,6.1919,18.0822,0.5004,8.2813,38.9959,Yes,11.55
2014-10-30,2010676.74,101.0677,6.2366,18.0822,0.5069,8.2813,39.1097,Yes,11.55
2014-10-31,2023081.19,102.3081,6.2948,18.0822,0.5081,8.2841,39.8486,Yes,11.54
2014-11-03,2022895.37,102.2895,6.2986,18.0822,0.5079,8.2842,38.3471,Yes,11.53
2014-11-04,2025564.24,102.5564,6.3123,18.0822,0.5153,8.2849,39.3278,Yes,11.53
2014-11-05,2037054.62,103.7055,6.366,18.0822,0.512,8.2864,39.4301,Yes,11.53
2014-11-06,2029139.98,102.914,6.3316,18.0822,0.5131,8.2867,38.0567,Yes,11.53
2014-11-07,2034683.66,103.4684,6.3584,18.0822,0.507,8.2866,39.4095,Yes,11.52
2014-11-10,2021229.97,102.123,6.3018,18.0822,0.5224,8.2776,38.9978,Yes,11.52
2014-11-11,2039825.86,103.9826,6.3879,18.4108,0.5091,8.2857,44.1582,Yes,11.51
2014-11-12,2035443.64,103.5444,6.3696,18.0822,0.5222,8.2781,41.8721,Yes,11.51
2014-11-13,2035167.95,103.5168,6.3699,18.4108,0.5184,8.2862,44.1396,Yes,11.51
2014-11-14,2039957.27,103.9957,6.3932,18.4108,0.5061,8.2808,44.4834,Yes,11.5
2014-11-17,2015078.4,101.5078,6.2844,18.4108,0.5041,8.2798,42.3192,Yes,11.5
2014-11-18,2010678.43,101.0678,6.2658,18.4108,0.5005,8.2801,41.4223,Yes,11.49
2014-11-19,2017078.46,101.7078,6.2967,18.0822,0.511,8.2751,40.1884,Yes,11.49
2014-11-20,2022640.23,102.264,6.3237,18.0822,0.5059,8.2758,40.3616,Yes,11.49
2014-11-21,2012193.33,101.2193,6.2773,18.0822,0.5013,8.2753,39.1278,Yes,11.48
2014-11-24,2003148.06,100.3148,6.2403,18.0822,0.4964,8.2748,37.9727,Yes,11.48
2014-11-25,1992292.82,99.2293,6.1915,18.0822,0.4939,8.2739,35.8269,Yes,11.47
2014-11-26,1988311.1,98.8311,6.1745,18.0822,0.4923,8.2748,34.9256,Yes,11.47
2014-11-27,1982297.39,98.2297,6.148,18.306,0.4952,8.2138,34.145,Yes,11.47
2014-11-28,1985034.1,98.5034,6.1623,18.306,0.507,8.209,34.0307,Yes,11.47
2014-12-01,2006853.59,100.6854,6.2682,18.306,0.4922,8.2013,35.8264,Yes,11.46
2014-12-02,1981894.75,98.1895,6.1537,18.0822,0.4901,8.2632,34.4573,Yes,11.45
2014-12-03,1974697.85,97.4698,6.1215,18.306,0.4856,8.2006,33.2931,Yes,11.45
2014-12-04,1969187.5,96.9188,6.0971,18.1771,0.4945,8.199,31.4494,Yes,11.45
2014-12-05,1981263.09,98.1263,6.1553,18.0822,0.4946,8.2641,34.363,Yes,11.45
2014-12-08,1982668.97,98.2669,6.1664,18.306,0.5044,8.2006,34.4582,Yes,11.44
2014-12-09,1995817.42,99.5817,6.2293,18.4108,0.4846,8.2627,40.9209,Yes,11.44
2014-12-10,1976959.49,97.6959,6.1427,18.0822,0.4895,8.256,36.3737,Yes,11.43
2014-12-11,1971587.84,97.1588,6.1189,18.0822,0.4852,8.2552,34.3375,Yes,11.43
2014-12-12,1961410.59,96.1411,6.0724,18.306,0.4807,8.1924,32.657,Yes,11.43
2014-12-15,1955750.73,95.5751,6.0501,18.1771,0.4887,8.191,30.4065,Yes,11.42
2014-12-16,1971076.82,97.1077,6.1241,18.1425,0.4948,8.1987,30.8564,Yes,11.42
2014-12-17,1967908.36,96.7908,6.1106,18.306,0.4893,8.1945,32.537,Yes,11.41
2014-12-18,1967026.42,96.7026,6.108,18.306,0.4932,8.1956,32.7444,Yes,11.41
2014-12-19,1978834.41,97.8834,6.1652,18.0822,0.508,8.2514,34.8648,Yes,11.41
2014-12-22,1999161.75,99.9162,6.265,18.4108,0.5137,8.2591,41.8599,Yes,11.4
2014-12-23,2018139.13,101.8139,6.3547,18.2971,0.5091,8.2734,44.1495,Yes,11.4
2014-12-24,2002052.9,100.2053,6.2816,18.4108,0.5047,8.26,41.0695,Yes,11.39
2014-12-25,2009277.32,100.9277,6.3167,18.0822,0.5095,8.2556,39.5363,Yes,11.39
2014-12-26,2005241.12,100.5241,6.2995,18.0822,0.5133,8.2563,39.2804,Yes,11.39
2014-12-29,2003831.84,100.3832,6.2977,18.2971,0.5154,8.2749,42.3624,Yes,11.38
2014-12-30,2019548.16,101.9548,6.3722,18.2971,0.5116,8.2765,45.1309,Yes,11.38
2015-01-05,2008027.23,100.8027,6.3282,18.2971,0.503,8.2743,43.52,Yes,11.36
2015-01-06,1988689.55,98.869,6.2392,18.4108,0.5007,8.2614,40.6692,Yes,11.36
2015-01-07,1987772.12,98.7772,6.2364,18.4108,0.5021,8.2629,40.7975,Yes,11.36
2015-01-08,1989311.66,98.9312,6.2452,18.4108,0.503,8.2644,40.8582,Yes,11.35
2015-01-09,1993765.82,99.3766,6.2677,18.2971,0.5042,8.2794,41.6879,Yes,11.35
2015-01-12,1996244.31,99.6244,6.2841,18.2971,0.4996,8.28,43.2242,Yes,11.34
2015-01-13,1980791.82,98.0792,6.2128,18.4108,0.5006,8.2669,40.7895,Yes,11.34
2015-01-14,1987459.52,98.746,6.2458,18.2971,0.5013,8.2819,41.4277,Yes,11.34
2015-01-15,1984380.52,98.4381,6.2329,18.4108,0.4893,8.2642,40.7543,Yes,11.33
2015-01-16,1963634.13,96.3634,6.1359,18.4108,0.4911,8.2647,38.8764,Yes,11.33
2015-01-19,1973805.92,97.3806,6.189,18.2971,0.4847,8.2766,42.1223,Yes,11.32
2015-01-20,1948179.24,94.8179,6.068,18.4108,0.4709,8.2578,37.0232,Yes,11.32
2015-01-21,1941293.25,94.1293,6.0363,18.0822,0.4769,8.2532,34.2872,Yes,11.32
2015-01-22,1935798.77,93.5799,6.0113,18.0822,0.4754,8.2532,32.1835,Yes,11.32
2015-01-23,1938763.82,93.8764,6.0271,18.0822,0.4708,8.2542,33.5368,Yes,11.31
2015-01-26,1924763.72,92.4764,5.9637,18.0822,0.4689,8.2541,30.7114,Yes,11.3
2015-01-27,1919331.01,91.9331,5.9387,18.306,0.4694,8.1922,29.7118,Yes,11.3
2015-01-28,1920478.4,92.0478,5.9457,18.306,0.4735,8.1934,30.2477,Yes,11.3
2015-01-29,1929776.36,92.9776,5.9925,18.0822,0.4808,8.2553,31.0588,Yes,11.3
2015-01-30,1943910.82,94.3911,6.0626,18.0822,0.4772,8.2567,32.6285,Yes,11.29
2015-02-02,1938318.39,93.8318,6.04,18.0822,0.4729,8.2571,32.8455,Yes,11.28
2015-02-03,1923445.29,92.3445,5.9692,18.306,0.4762,8.1942,30.477,Yes,11.28
2015-02-04,1928320.04,92.832,5.9944,18.306,0.4746,8.1956,30.5007,Yes,11.28
2015-02-05,1926321.36,92.6321,5.9862,18.306,0.4813,8.1953,30.4861,Yes,11.28
2015-02-06,1942714.0,94.2714,6.0674,18.0822,0.4899,8.2577,33.0278,Yes,11.27
2015-02-09,1956610.1,95.661,6.1391,18.0822,0.4858,8.2589,34.0988,Yes,11.27
2015-02-10,1947535.56,94.7536,6.0968,18.0822,0.4826,8.2597,32.442,Yes,11.26
2015-02-11,1937760.72,93.7761,6.0509,18.306,0.4836,8.1973,30.6544,Yes,11.26
2015-02-12,1942844.46,94.2844,6.0771,18.1771,0.4794,8.197,29.5181,Yes,11.26
2015-02-13,1934720.66,93.4721,6.0392,18.1425,0.4742,8.2015,27.3892,Yes,11.25
2015-02-16,1859270.34,85.927,5.6693,20.7177,0.4393,8.1243,24.6558,Yes,11.25
2015-02-17,1858017.99,85.8018,5.6644,20.6501,0.4435,8.1175,23.6836,Yes,11.24
2015-02-25,1863673.34,86.3673,5.7044,20.6501,0.4416,8.1189,23.9553,Yes,11.22
