entry_date,final_value,total_return_pct,annual_return_pct,max_drawdown_pct,sharpe_ratio,annual_volatility_pct,benchmark_return_pct,outperform_benchmark,holding_years
2020-01-02,1764114.48,76.4114,9.3332,12.5319,0.7493,9.6433,73.591,Yes,6.36
2020-01-03,1755771.41,75.5771,9.2559,12.5319,0.7397,9.6476,72.7846,Yes,6.36
2020-01-06,1747318.85,74.7319,9.1854,12.5319,0.7392,9.6507,72.3145,Yes,6.35
2020-01-07,1747920.51,74.7921,9.1955,12.5035,0.7368,9.5905,69.7034,Yes,6.35
2020-01-08,1736677.35,73.6677,9.0887,12.5035,0.7406,9.5889,68.3994,Yes,6.35
2020-01-09,1741691.0,74.1691,9.1423,12.4973,0.7458,9.5245,64.1591,Yes,6.34
2020-01-10,1741106.2,74.1106,9.1407,12.4973,0.7345,9.527,64.4449,Yes,6.34
2020-01-13,1672827.15,67.2827,8.4656,14.5779,0.6575,9.8873,60.0715,Yes,6.33
2020-01-14,1675284.8,67.5285,8.4946,14.4244,0.6592,9.8556,58.2883,Yes,6.33
2020-01-15,1672404.42,67.2404,8.4689,14.4689,0.6432,9.8643,58.7909,Yes,6.33
2020-01-16,1659878.65,65.9879,8.3438,14.1455,0.6222,9.7535,53.352,Yes,6.32
2020-01-17,1637242.9,63.7243,8.1125,13.5077,0.6382,9.5909,42.9078,Yes,6.32
2020-01-20,1636477.03,63.6477,8.1154,13.4957,0.6507,9.5868,42.6952,Yes,6.31
2020-01-21,1643682.1,64.3682,8.1944,13.8431,0.6281,9.6742,48.1277,Yes,6.31
2020-01-22,1634787.48,63.4787,8.105,13.4697,0.6507,9.5772,42.2347,Yes,6.31
2020-01-23,1642432.29,64.2432,8.1887,13.7891,0.6991,9.5848,47.2543,Yes,6.3
2020-02-03,1743323.45,74.3323,9.2629,12.5319,0.7122,9.4553,71.7672,Yes,6.27
2020-02-04,1648679.43,64.8679,8.2989,14.1884,0.6358,9.6299,53.4944,Yes,6.27
2020-02-05,1637148.43,63.7148,8.1815,13.7914,0.6355,9.5361,47.0694,Yes,6.27
2020-02-06,1630351.12,63.0351,8.1134,13.5275,0.617,9.4586,42.897,Yes,6.27
2020-02-07,1621681.03,62.1681,8.0251,13.0548,0.6259,9.5036,35.3575,Yes,6.26
2020-02-10,1616906.84,61.6907,7.9851,12.9628,0.643,9.483,33.8739,Yes,6.25
2020-02-11,1616316.94,61.6317,7.9825,13.2209,0.6131,9.3788,37.9079,Yes,6.25
2020-02-12,1611046.94,61.1047,7.9297,12.98,0.6189,9.4414,31.2482,Yes,6.25
2020-02-13,1605244.76,60.5245,7.871,12.9131,0.6315,9.4277,30.09,Yes,6.25
2020-02-14,1613934.85,61.3935,7.9679,12.9365,0.6096,9.4633,33.3721,Yes,6.24
2020-02-17,1599224.96,59.9225,7.8204,12.7911,0.6089,9.3995,28.1273,Yes,6.24
2020-02-18,1593469.29,59.3469,7.7616,12.6897,0.6148,9.3832,26.4947,Yes,6.23
2020-02-19,1592726.21,59.2726,7.7571,12.8571,0.6168,9.4144,28.8838,Yes,6.23
2020-02-20,1596328.74,59.6329,7.7997,13.0159,0.605,9.4455,31.2836,Yes,6.23
2020-02-21,1590554.56,59.0555,7.7405,12.8498,0.5957,9.4518,31.4274,Yes,6.22
2020-02-24,1580305.03,58.0305,7.6391,12.8372,0.5998,9.4508,30.9561,Yes,6.22
2020-02-25,1584096.65,58.4097,7.6842,12.9163,0.6253,9.4156,29.4565,Yes,6.21
2020-02-26,1589969.87,58.997,7.7519,13.2504,0.62,9.3728,37.408,Yes,6.21
2020-02-27,1595362.63,59.5363,7.8142,13.4147,0.6495,9.3836,39.9391,Yes,6.21
2020-02-28,1619346.72,61.9347,8.0773,13.9502,0.626,9.5017,48.6201,Yes,6.21
2020-03-02,1614055.98,61.4056,8.0314,13.4676,0.6288,9.3971,41.3151,Yes,6.2
2020-03-03,1607428.9,60.7429,7.9634,13.2384,0.6349,9.3516,37.751,Yes,6.19
2020-03-04,1604122.17,60.4122,7.9311,13.4678,0.6256,9.4021,40.9664,Yes,6.19
2020-03-05,1601735.73,60.1736,7.9088,13.4043,0.6259,9.3915,39.956,Yes,6.19
2020-03-06,1598076.45,59.8076,7.8726,13.5796,0.6522,9.4075,42.3665,Yes,6.19
2020-03-09,1620063.99,62.0064,8.1223,14.1613,0.6301,9.5256,51.0546,Yes,6.18
2020-03-10,1613627.63,61.3628,8.0564,13.7597,0.6477,9.4487,45.532,Yes,6.18
2020-03-11,1618924.45,61.8924,8.1175,14.02,0.6539,9.5023,49.4161,Yes,6.17
2020-03-12,1628539.58,62.854,8.2251,14.1568,0.662,9.5308,51.6751,Yes,6.17
2020-03-13,1639763.76,63.9764,8.3495,14.0372,0.7027,9.4789,50.6147,Yes,6.17
2020-03-16,1669660.26,66.966,8.6794,14.4919,0.7089,9.5768,58.7456,Yes,6.16
2020-03-17,1687833.12,68.7833,8.8747,14.2932,0.7125,9.5369,56.436,Yes,6.16
2020-03-18,1680809.0,68.0809,8.8051,14.4619,0.7053,9.5767,58.7549,Yes,6.15
2020-03-19,1679980.65,67.9981,8.8005,14.3383,0.7054,9.5524,56.7927,Yes,6.15
