entry_date,final_value,total_return_pct,annual_return_pct,max_drawdown_pct,sharpe_ratio,annual_volatility_pct,benchmark_return_pct,outperform_benchmark,holding_years
2009-07-03,2814973.24,181.4973,6.3254,13.841,0.5438,7.7318,207.0592,No,16.87
2009-07-06,2809928.59,180.9929,6.3173,14.0701,0.5381,7.7455,207.5807,No,16.87
2009-07-07,2803696.55,180.3697,6.3044,14.0701,0.538,7.741,204.7347,No,16.86
2009-07-08,2802035.58,180.2036,6.3017,14.0701,0.5351,7.7392,203.5702,No,16.86
2009-07-09,2781794.73,178.1795,6.257,14.2229,0.5319,7.7313,196.1887,No,16.86
2009-07-10,2777356.59,177.7357,6.248,14.2229,0.5294,7.7269,193.5739,No,16.85
2009-07-13,2766760.86,176.6761,6.227,14.2229,0.5241,7.7166,188.6524,No,16.85
2009-07-14,2742688.69,174.2689,6.173,14.2229,0.523,7.7066,183.3102,No,16.84
2009-07-15,2738082.11,173.8082,6.1634,14.2229,0.5225,7.7095,184.6132,No,16.84
2009-07-16,2736819.54,173.682,6.1616,14.2229,0.5225,7.7134,186.2962,No,16.84
2009-07-17,2737872.44,173.7872,6.165,14.2229,0.5184,7.7143,186.7858,No,16.84
2009-07-20,2729862.39,172.9862,6.1496,14.0701,0.5232,7.7037,183.8824,No,16.83
2009-07-21,2737591.36,173.7591,6.1685,14.0701,0.5207,7.7111,187.3471,No,16.82
2009-07-22,2728716.18,172.8716,6.149,14.0701,0.5176,7.7053,184.2044,No,16.82
2009-07-23,2715473.65,171.5474,6.1194,14.0701,0.5212,7.6992,181.1519,No,16.82
2009-07-24,2729295.02,172.9295,6.1524,14.0701,0.516,7.7056,184.7045,No,16.82
2009-07-27,2707735.07,170.7735,6.1055,14.0701,0.5132,7.696,179.738,No,16.81
2009-07-28,2698617.08,169.8617,6.0852,14.0701,0.5291,7.6756,175.3688,No,16.81
2009-07-29,2746005.92,174.6006,6.1962,14.2229,0.5259,7.7097,189.5529,No,16.8
2009-07-30,2742997.15,174.2997,6.1903,14.2229,0.5206,7.7054,187.7234,No,16.8
2009-07-31,2720962.18,172.0962,6.1404,14.2229,0.5111,7.6886,181.6072,No,16.8
