entry_date,final_value,total_return_pct,annual_return_pct,max_drawdown_pct,sharpe_ratio,annual_volatility_pct,benchmark_return_pct,outperform_benchmark,holding_years
2009-01-05,2573358.39,157.3358,5.5943,13.5974,0.4678,7.3444,105.8343,Yes,17.36
2009-01-06,2592609.3,159.2609,5.6405,13.037,0.4771,7.2711,99.53,Yes,17.36
2009-01-07,2585595.68,158.5596,5.6249,13.037,0.485,7.272,101.409,Yes,17.36
2009-01-08,2598699.46,159.8699,5.6566,13.5674,0.4722,7.3409,106.8127,Yes,17.36
2009-01-09,2582413.2,158.2413,5.6193,13.5674,0.4743,7.3351,104.3752,Yes,17.35
2009-01-12,2589188.67,158.9189,5.638,13.5674,0.4863,7.3289,105.1424,Yes,17.35
2009-01-13,2627316.73,162.7317,5.728,13.5674,0.4762,7.3304,109.1538,Yes,17.34
2009-01-14,2607785.94,160.7786,5.6834,13.037,0.4904,7.2547,100.2833,Yes,17.34
2009-01-15,2624163.53,162.4164,5.7225,13.037,0.4829,7.253,101.3064,Yes,17.34
2009-01-16,2586924.11,158.6924,5.6363,13.3429,0.4703,7.2696,96.9104,Yes,17.33
2009-01-19,2576046.73,157.6047,5.6134,13.037,0.4786,7.2321,93.3609,Yes,17.33
2009-01-20,2573208.13,157.3208,5.6076,13.3429,0.4703,7.2506,92.1303,Yes,17.32
2009-01-21,2564233.69,156.4234,5.5872,13.037,0.472,7.2314,92.4571,Yes,17.32
2009-01-22,2557575.94,155.7576,5.5722,13.037,0.472,7.2312,91.1103,Yes,17.32
2009-01-23,2559690.34,155.969,5.5782,13.037,0.4605,7.2236,92.2677,Yes,17.32
2009-02-02,2516539.14,151.6539,5.4835,13.037,0.4545,7.2343,91.843,Yes,17.29
2009-02-03,2506952.7,150.6953,5.4611,13.037,0.4501,7.2181,87.1553,Yes,17.28
2009-02-04,2493034.56,149.3035,5.428,13.037,0.451,7.2027,81.2543,Yes,17.28
2009-02-05,2488641.68,148.8642,5.4181,13.037,0.4424,7.1988,81.5074,Yes,17.28
2009-02-06,2445125.24,144.5125,5.3114,14.011,0.4309,7.2945,75.1094,Yes,17.28
2009-02-09,2444544.45,144.4544,5.3125,14.0082,0.434,7.2908,72.3037,Yes,17.27
2009-02-10,2447038.84,144.7039,5.3196,14.2062,0.428,7.3123,71.5996,Yes,17.27
2009-02-11,2435038.68,143.5039,5.2905,14.0082,0.4269,7.29,71.0643,Yes,17.26
2009-02-12,2425851.12,142.5851,5.2683,14.011,0.4192,7.2924,74.0435,Yes,17.26
2009-02-13,2404389.62,140.439,5.215,14.2062,0.412,7.3061,68.4697,Yes,17.26
2009-02-16,2385640.41,138.564,5.1698,14.1943,0.4137,7.2936,62.7684,Yes,17.25
2009-02-17,2390170.43,139.017,5.1822,14.0082,0.423,7.28,67.6697,Yes,17.25
2009-02-18,2425610.9,142.5611,5.2729,13.037,0.4317,7.1905,76.4829,Yes,17.24
2009-02-19,2424515.91,142.4516,5.271,13.037,0.4291,7.1909,76.4922,Yes,17.24
2009-02-20,2406067.74,140.6068,5.2252,13.3429,0.418,7.2113,74.4635,Yes,17.24
2009-02-23,2382279.59,138.228,5.1671,14.011,0.4242,7.279,70.622,Yes,17.23
2009-02-24,2418627.66,141.8628,5.2604,13.3429,0.4333,7.216,80.2791,Yes,17.23
2009-02-25,2441550.36,144.155,5.3189,13.037,0.4477,7.1795,77.9262,Yes,17.22
2009-02-26,2462038.79,146.2039,5.3709,13.037,0.4491,7.1948,84.2041,Yes,17.22
2009-02-27,2473489.37,147.3489,5.4002,13.037,0.4466,7.1962,85.7779,Yes,17.22
2009-03-02,2465682.66,146.5683,5.3835,13.037,0.4565,7.1919,85.7076,Yes,17.21
2009-03-03,2478856.12,147.8856,5.417,13.3429,0.4386,7.2223,89.1086,Yes,17.21
2009-03-04,2449667.72,144.9668,5.3453,13.3429,0.4382,7.1927,76.9357,Yes,17.21
2009-03-05,2434464.72,143.4465,5.3081,14.011,0.4301,7.2689,74.526,Yes,17.2
2009-03-06,2430381.47,143.0381,5.2987,13.3429,0.4449,7.1885,76.3848,Yes,17.2
2009-03-09,2454579.58,145.458,5.362,13.3429,0.4449,7.2005,82.5535,Yes,17.19
2009-03-10,2468848.52,146.8849,5.3984,13.037,0.4558,7.1667,79.4497,Yes,17.19
2009-03-11,2484433.37,148.4433,5.4379,13.037,0.4535,7.1681,80.9953,Yes,17.19
2009-03-12,2461540.36,146.154,5.382,13.3429,0.4462,7.2008,81.6334,Yes,17.18
2009-03-13,2459985.12,145.9985,5.379,13.3429,0.4417,7.2005,81.8923,Yes,17.18
2009-03-16,2458853.65,145.8854,5.3788,13.037,0.4435,7.1668,78.5793,Yes,17.17
2009-03-17,2429759.37,142.9759,5.3067,14.011,0.4351,7.2662,73.4143,Yes,17.17
2009-03-18,2435060.02,143.506,5.3209,14.011,0.4266,7.2628,73.7419,Yes,17.17
2009-03-19,2410781.74,141.0782,5.2603,14.011,0.4229,7.2612,70.585,Yes,17.16
2009-03-20,2398169.34,139.8169,5.229,14.011,0.4172,7.2602,71.3349,Yes,17.16
2009-03-23,2384736.72,138.4737,5.1971,14.0082,0.4222,7.2547,67.3752,Yes,17.15
2009-03-24,2389998.68,138.9999,5.2115,14.2062,0.4258,7.2766,66.5207,Yes,17.15
2009-03-25,2411230.02,141.123,5.2666,14.0082,0.419,7.2498,69.2555,Yes,17.15
2009-03-26,2382407.39,138.2407,5.1937,14.1374,0.4174,7.2603,63.2345,Yes,17.15
2009-03-27,2378610.62,137.8611,5.1847,14.1943,0.4194,7.2625,62.0044,Yes,17.14
2009-03-30,2385900.43,138.59,5.2061,14.1943,0.4199,7.2637,62.7375,Yes,17.13
2009-03-31,2390065.36,139.0065,5.2176,14.0994,0.42,7.2474,61.5929,Yes,17.13
2009-04-01,2381548.67,138.1549,5.1966,14.0994,0.4156,7.2465,59.6961,Yes,17.13
2009-04-02,2375393.15,137.5393,5.1815,13.9957,0.4199,7.2436,57.4536,Yes,17.13
2009-04-03,2328692.74,132.8693,5.0605,13.5974,0.4031,7.3218,56.2614,Yes,17.12
2009-04-07,2348465.26,134.8465,5.1157,13.5674,0.4112,7.316,56.1462,Yes,17.11
2009-04-08,2414923.91,141.4924,5.2881,14.0994,0.4301,7.2465,62.8337,Yes,17.11
2009-04-09,2413232.97,141.3233,5.2847,13.9957,0.4252,7.2419,60.1157,Yes,17.11
2009-04-10,2343067.77,134.3068,5.1041,13.5674,0.3975,7.3135,56.0609,Yes,17.1
2009-04-13,2326246.6,132.6247,5.0623,13.5674,0.395,7.3014,52.4885,Yes,17.1
2009-04-14,2315158.57,131.5159,5.0338,13.5674,0.397,7.2985,51.748,Yes,17.09
2009-04-15,2322988.04,132.2988,5.0554,13.5674,0.397,7.3017,52.1909,Yes,17.09
2009-04-16,2321072.73,132.1073,5.0511,13.5674,0.4042,7.2993,52.2016,Yes,17.09
2009-04-17,2361754.32,136.1754,5.1589,13.037,0.4114,7.2488,54.017,Yes,17.08
2009-04-20,2355621.6,135.5622,5.1454,13.037,0.4094,7.2407,51.1466,Yes,17.08
2009-04-21,2324613.97,132.4614,5.0647,13.5674,0.4063,7.3012,53.1982,Yes,17.07
2009-04-22,2345059.31,134.5059,5.1194,13.5674,0.4039,7.3177,57.7597,Yes,17.07
2009-04-23,2338990.32,133.899,5.1043,13.5674,0.4006,7.3172,57.6191,Yes,17.07
2009-04-24,2378818.14,137.8818,5.2092,14.0994,0.425,7.2405,58.9469,Yes,17.07
2009-04-27,2386767.98,138.6768,5.2323,14.1943,0.428,7.258,61.8413,Yes,17.06
2009-04-28,2403784.83,140.3785,5.277,14.0994,0.4224,7.2384,61.9596,Yes,17.05
2009-04-29,2329771.37,132.9771,5.085,13.5674,0.4009,7.3082,55.5758,Yes,17.05
2009-04-30,2332341.78,133.2342,5.0926,13.4328,0.3971,7.2955,56.0164,Yes,17.05
2009-05-04,2313988.48,131.3988,5.0473,13.5674,0.3943,7.2929,51.0568,Yes,17.04
2009-05-05,2305721.74,130.5722,5.026,13.5674,0.3921,7.292,50.8226,Yes,17.04
2009-05-06,2301592.78,130.1593,5.0158,13.5674,0.3891,7.2876,49.3588,Yes,17.03
2009-05-07,2294399.67,129.44,4.9973,13.4328,0.3872,7.2711,48.5361,Yes,17.03
2009-05-08,2280366.31,128.0366,4.9603,13.5674,0.388,7.2766,46.2022,Yes,17.03
2009-05-11,2289885.95,128.9886,4.9885,13.4328,0.3872,7.2697,47.8228,Yes,17.02
2009-05-12,2280850.26,128.085,4.9649,13.5674,0.3812,7.2741,45.267,Yes,17.02
2009-05-13,2268779.15,126.8779,4.933,13.4328,0.3875,7.2551,44.0062,Yes,17.01
2009-05-14,2281080.08,128.108,4.9672,13.4328,0.3867,7.2642,46.303,Yes,17.01
2009-05-15,2278903.08,127.8903,4.9621,13.4328,0.3846,7.2645,46.2493,Yes,17.01
2009-05-18,2269977.66,126.9978,4.9403,13.5974,0.3827,7.2816,45.7622,Yes,17.0
2009-05-19,2270602.97,127.0603,4.9429,13.5674,0.3853,7.2729,44.27,Yes,17.0
2009-05-20,2275014.75,127.5015,4.9557,13.5974,0.3864,7.2858,46.4587,Yes,16.99
2009-05-21,2281196.03,128.1196,4.9732,13.4728,0.386,7.2888,49.9442,Yes,16.99
2009-05-22,2278539.41,127.8539,4.9669,13.4736,0.3855,7.2899,50.3105,Yes,16.99
2009-05-25,2276125.73,127.6126,4.9628,13.4736,0.3891,7.289,50.0574,Yes,16.98
2009-05-26,2285306.83,128.5307,4.9885,13.4736,0.3839,7.2963,52.023,Yes,16.98
2009-05-27,2271945.33,127.1945,4.953,13.5144,0.369,7.2727,48.5273,Yes,16.98
2009-06-01,2229878.05,122.9878,4.8416,13.6132,0.3732,7.2555,42.4062,Yes,16.96
2009-06-02,2239159.59,123.916,4.868,13.4736,0.3629,7.2384,42.5517,Yes,16.96
2009-06-03,2209934.94,120.9935,4.7876,13.5204,0.3659,7.2234,37.59,Yes,16.96
2009-06-04,2216145.97,121.6146,4.8058,13.4728,0.3659,7.2171,36.0433,Yes,16.95
2009-06-05,2211548.72,121.1549,4.7937,13.5017,0.3675,7.2217,36.8997,Yes,16.95
2009-06-08,2216498.64,121.6499,4.8099,13.5974,0.3662,7.2302,35.2681,Yes,16.94
2009-06-09,2217695.44,121.7695,4.8141,13.3928,0.3662,7.2082,34.6111,Yes,16.94
2009-06-10,2209638.01,120.9638,4.7923,13.5974,0.3666,7.2263,33.6956,Yes,16.94
2009-06-11,2213896.77,121.3897,4.8051,13.5974,0.3709,7.2292,34.6368,Yes,16.93
2009-06-12,2224035.66,122.4036,4.8341,13.5974,0.3682,7.2385,37.1461,Yes,16.93
2009-06-15,2223462.56,122.3463,4.8349,13.5674,0.3711,7.2245,33.3827,Yes,16.92
2009-06-16,2223639.35,122.3639,4.8362,13.5674,0.367,7.2263,33.9723,Yes,16.92
2009-06-17,2214380.87,121.4381,4.8112,13.5674,0.363,7.2202,32.2675,Yes,16.92
2009-06-18,2213731.06,121.3731,4.8102,13.037,0.3692,7.1568,29.5187,Yes,16.92
2009-06-19,2213254.36,121.3254,4.8096,13.037,0.3692,7.1542,28.0777,Yes,16.91
2009-06-22,2210943.68,121.0944,4.8055,13.037,0.3722,7.1528,27.4416,Yes,16.9
2009-06-23,2208417.05,120.8417,4.7993,13.3429,0.3648,7.1794,26.8538,Yes,16.9
2009-06-24,2211621.07,121.1621,4.809,13.037,0.3686,7.1522,26.6053,Yes,16.9
2009-06-25,2205860.43,120.586,4.7937,13.037,0.3657,7.152,26.6138,Yes,16.9
2009-06-26,2198284.82,119.8285,4.7731,13.037,0.3624,7.1502,26.1561,Yes,16.89
2009-06-29,2193281.58,119.3282,4.7614,13.037,0.3632,7.1445,23.6937,Yes,16.88
2009-06-30,2190012.11,119.0012,4.7529,13.037,0.3603,7.1459,24.222,Yes,16.88
2009-07-01,2177099.14,117.7099,4.717,13.3429,0.3517,7.1649,21.1687,Yes,16.88
2009-07-02,2175874.88,117.5875,4.7143,13.037,0.3566,7.1322,19.2067,Yes,16.88
2009-07-03,2162716.4,116.2716,4.6774,13.3429,0.3502,7.1571,17.9135,Yes,16.87
2009-07-06,2153944.28,115.3944,4.6545,14.011,0.3485,7.2357,16.0076,Yes,16.87
2009-07-07,2159625.3,115.9625,4.6717,14.011,0.3494,7.2405,17.5056,Yes,16.86
2009-07-08,2162893.16,116.2893,4.6818,14.011,0.3485,7.2434,18.2022,Yes,16.86
2009-07-09,2163297.5,116.3298,4.6838,14.0918,0.3508,7.2502,16.8098,Yes,16.86
2009-07-10,2166961.08,116.6961,4.695,14.0918,0.3556,7.2515,17.4083,Yes,16.85
2009-07-13,2176456.13,117.6456,4.7246,14.0918,0.3452,7.2539,19.863,Yes,16.85
2009-07-14,2155907.36,115.5907,4.6664,14.0918,0.3428,7.243,16.0404,Yes,16.84
2009-07-15,2146807.13,114.6807,4.6409,14.011,0.341,7.2306,14.7792,Yes,16.84
2009-07-16,2141516.94,114.1517,4.6263,14.0082,0.3416,7.2284,13.8383,Yes,16.84
2009-07-17,2140449.02,114.0449,4.624,14.0082,0.3358,7.2265,13.5637,Yes,16.84
2009-07-20,2120961.13,112.0961,4.5695,14.2062,0.3356,7.2497,11.5224,Yes,16.83
2009-07-21,2133839.1,113.3839,4.6078,13.3429,0.3382,7.1401,12.7688,Yes,16.82
2009-07-22,2114294.33,111.4294,4.5514,14.2,0.3268,7.2446,10.4757,Yes,16.82
2009-07-23,2106016.55,110.6017,4.5278,14.1374,0.3274,7.2376,8.8462,Yes,16.82
2009-07-24,2102205.64,110.2206,4.5173,14.1943,0.32,7.2387,7.8226,Yes,16.82
