entry_date,final_value,total_return_pct,annual_return_pct,max_drawdown_pct,sharpe_ratio,annual_volatility_pct,benchmark_return_pct,outperform_benchmark,holding_years
2009-01-05,2784444.33,178.4444,6.0748,13.9702,0.534,7.3142,219.8316,No,17.36
2009-01-06,2779730.34,177.973,6.0654,13.9186,0.5322,7.3005,209.8474,No,17.36
2009-01-07,2779310.86,177.9311,6.0655,13.8423,0.5432,7.2758,211.8204,No,17.36
2009-01-08,2794939.9,179.494,6.1007,13.9255,0.5316,7.3129,218.3314,No,17.36
2009-01-09,2782149.73,178.215,6.0737,13.8423,0.5365,7.2773,211.6681,No,17.35
2009-01-12,2772477.36,177.2477,6.0554,13.9186,0.5456,7.2885,208.9962,No,17.35
2009-01-13,2812923.07,181.2923,6.1449,13.9029,0.5356,7.2921,216.0502,No,17.34
2009-01-14,2780952.71,178.0953,6.076,13.9186,0.5425,7.2654,204.2398,No,17.34
2009-01-15,2795514.17,179.5514,6.1089,13.9366,0.5366,7.2628,205.1157,No,17.34
2009-01-16,2776216.06,177.6216,6.0675,13.9186,0.5327,7.2509,201.1909,No,17.33
2009-01-19,2757342.55,175.7343,6.0288,13.9186,0.5335,7.2559,199.713,No,17.33
2009-01-20,2761505.36,176.1505,6.039,13.9792,0.5301,7.2465,197.6649,No,17.32
2009-01-21,2745435.19,174.5435,6.0042,13.9366,0.5255,7.2592,199.5533,No,17.32
2009-01-22,2736011.8,173.6012,5.9842,13.9792,0.5266,7.2459,195.17,No,17.32
2009-01-23,2734521.68,173.4522,5.9818,13.9186,0.5113,7.2343,196.0392,No,17.32
2009-02-02,2680988.2,168.0988,5.8704,13.9186,0.5068,7.2307,190.1968,No,17.29
2009-02-03,2670393.65,167.0394,5.8471,13.9702,0.5054,7.2013,182.3007,No,17.28
2009-02-04,2656512.4,165.6512,5.8162,14.0926,0.505,7.1943,175.484,No,17.28
2009-02-05,2650132.66,165.0133,5.8024,13.9702,0.4943,7.1891,176.4117,No,17.28
2009-02-06,2622255.14,162.2255,5.7386,14.0926,0.4916,7.1619,165.0452,No,17.28
2009-02-09,2603904.54,160.3905,5.6984,14.0926,0.491,7.1382,155.0316,Yes,17.27
2009-02-10,2593993.09,159.3993,5.676,14.0926,0.4879,7.1302,149.1685,Yes,17.27
2009-02-11,2583683.99,158.3684,5.6525,14.0926,0.4829,7.1348,150.252,Yes,17.26
2009-02-12,2573726.62,157.3727,5.6298,14.0926,0.4766,7.1339,152.3656,Yes,17.26
2009-02-13,2553383.56,155.3384,5.5822,14.0926,0.4729,7.112,143.9424,Yes,17.26
2009-02-16,2521982.09,152.1982,5.5092,15.2107,0.464,7.2336,136.2617,Yes,17.25
2009-02-17,2536189.76,153.619,5.5445,14.0926,0.481,7.1206,144.7634,Yes,17.25
2009-02-18,2559620.26,155.962,5.6017,14.0926,0.4746,7.1499,157.3867,No,17.24
2009-02-19,2542541.82,154.2542,5.5616,14.0926,0.4675,7.1368,151.8073,Yes,17.24
2009-02-20,2520457.64,152.0458,5.5091,14.0539,0.4618,7.1144,143.7226,Yes,17.24
2009-02-23,2504492.59,150.4493,5.4729,14.0926,0.4729,7.0977,138.0,Yes,17.23
2009-02-24,2527745.78,152.7746,5.5304,14.0926,0.4802,7.1151,147.839,Yes,17.23
2009-02-25,2551613.54,155.1614,5.5889,14.0926,0.4951,7.1045,149.4443,Yes,17.22
2009-02-26,2591610.04,159.161,5.6852,14.0926,0.5034,7.1423,165.757,No,17.22
2009-02-27,2630189.55,163.019,5.7769,13.9702,0.498,7.1496,178.6899,No,17.22
2009-03-02,2609507.31,160.9507,5.7312,13.9702,0.5029,7.1468,174.625,No,17.21
2009-03-03,2626500.83,162.6501,5.772,13.9702,0.4928,7.1371,174.418,No,17.21
2009-03-04,2594929.37,159.4929,5.6986,14.0926,0.4932,7.1053,157.598,Yes,17.21
2009-03-05,2585759.86,158.576,5.6778,14.0926,0.4899,7.1047,155.7665,Yes,17.2
2009-03-06,2577863.6,157.7864,5.66,14.0926,0.5008,7.1074,158.643,No,17.2
2009-03-09,2608158.41,160.8158,5.7346,14.0926,0.4997,7.1313,169.5427,No,17.19
2009-03-10,2614253.65,161.4254,5.7499,14.0926,0.507,7.1106,164.5047,No,17.19
2009-03-11,2628054.66,162.8055,5.7832,14.0926,0.5038,7.1116,165.976,No,17.19
2009-03-12,2612299.45,161.2299,5.7472,14.0926,0.5027,7.1235,166.2041,No,17.18
2009-03-13,2615200.04,161.52,5.7549,14.0926,0.4983,7.132,168.9951,No,17.18
2009-03-16,2604088.78,160.4089,5.7315,14.0926,0.4929,7.1217,165.3622,No,17.17
2009-03-17,2585456.58,158.5457,5.6883,14.0926,0.4932,7.1002,155.5295,Yes,17.17
2009-03-18,2583520.6,158.3521,5.6846,14.0926,0.4851,7.0836,151.8866,Yes,17.17
2009-03-19,2552710.68,155.2711,5.6117,14.0926,0.4779,7.0741,145.9194,Yes,17.16
2009-03-20,2528744.45,152.8744,5.5546,14.0926,0.4719,7.0714,143.0292,Yes,17.16
2009-03-23,2513159.54,151.316,5.5193,14.0926,0.4765,7.0588,137.4032,Yes,17.15
2009-03-24,2512902.13,151.2902,5.5195,15.2107,0.4757,7.1827,135.6237,Yes,17.15
2009-03-25,2550911.28,155.0911,5.6129,14.0926,0.4787,7.0542,142.7955,Yes,17.15
2009-03-26,2515083.53,151.5084,5.5267,15.2107,0.4662,7.1806,135.8341,Yes,17.15
2009-03-27,2518647.89,151.8648,5.5363,15.1591,0.4742,7.1664,133.0112,Yes,17.14
2009-03-30,2520693.83,152.0694,5.5441,15.2107,0.4721,7.1811,135.7665,Yes,17.13
2009-03-31,2525949.81,152.595,5.5578,15.2107,0.4674,7.1808,135.9644,Yes,17.13
2009-04-01,2518189.13,151.8189,5.5398,15.1591,0.4679,7.1656,130.3186,Yes,17.13
2009-04-02,2508174.5,150.8175,5.5161,15.1591,0.4739,7.1627,128.1539,Yes,17.13
2009-04-03,2527868.09,152.7868,5.5652,15.1591,0.4788,7.1638,130.527,Yes,17.12
2009-04-07,2544819.92,154.482,5.6101,15.1591,0.4855,7.1587,128.9696,Yes,17.11
2009-04-08,2561874.04,156.1874,5.6523,15.1591,0.4847,7.1676,137.1534,Yes,17.11
2009-04-09,2554708.23,155.4708,5.6359,15.1591,0.4769,7.1638,133.737,Yes,17.11
2009-04-10,2534270.58,153.4271,5.5872,15.1591,0.4702,7.1542,127.1839,Yes,17.1
2009-04-13,2472226.01,147.2226,5.437,13.9186,0.4499,7.2071,120.5575,Yes,17.1
2009-04-14,2457742.01,145.7742,5.4017,13.9255,0.4489,7.2031,118.6364,Yes,17.09
2009-04-15,2458263.59,145.8264,5.4039,13.9186,0.4486,7.1951,116.2418,Yes,17.09
2009-04-16,2453082.39,145.3082,5.3918,13.9186,0.4582,7.1871,115.0767,Yes,17.09
2009-04-17,2490195.05,149.0195,5.4853,13.8423,0.4588,7.1868,119.5702,Yes,17.08
2009-04-20,2474035.75,147.4036,5.4478,13.9702,0.4536,7.1736,115.0686,Yes,17.08
