date,stock,gold
2009-01-05,1436.885,190.25
2009-01-06,1482.284,184.61
2009-01-07,1468.456,187.63
2009-01-08,1430.087,184.79
2009-01-09,1447.143,186.94
2009-01-12,1441.731,185.82
2009-01-13,1414.08,179.2
2009-01-14,1476.709,180.9
2009-01-15,1469.204,177.48
2009-01-16,1502.004,180.41
2009-01-19,1529.576,184.12
2009-01-20,1539.373,181.65
2009-01-21,1536.759,186.43
2009-01-22,1547.589,186.61
2009-01-23,1538.273,187.51
2009-02-02,1541.678,198.46
2009-02-03,1580.293,197.31
2009-02-04,1631.742,196.85
2009-02-05,1629.466,198.75
2009-02-06,1689.002,200.31
2009-02-09,1716.505,198.33
2009-02-10,1723.548,195.99
2009-02-11,1728.942,199.58
2009-02-12,1699.346,205.54
2009-02-13,1755.569,206.08
2009-02-16,1817.061,205.52
2009-02-17,1763.945,210.83
2009-02-18,1675.858,213.59
2009-02-19,1675.769,214.01
2009-02-20,1695.255,214.4
2009-02-23,1733.424,216.5
2009-02-24,1640.568,216.8
2009-02-25,1662.263,209.63
2009-02-26,1605.611,208.23
2009-02-27,1592.01,206.48
2009-03-02,1592.612,209.31
2009-03-03,1563.97,203.96
2009-03-04,1671.569,201.48
2009-03-05,1694.648,202.5
2009-03-06,1676.79,207.73
2009-03-09,1620.129,206.06
2009-03-10,1648.151,201.58
2009-03-11,1634.077,198.49
2009-03-12,1628.336,201.79
2009-03-13,1626.018,202.75
2009-03-16,1656.184,203.63
2009-03-17,1705.512,202.01
2009-03-18,1702.296,200.57
2009-03-19,1733.8,205.28
2009-03-20,1726.211,210.41
2009-03-23,1767.049,211.43
2009-03-24,1776.117,206.96
2009-03-25,1747.419,204.4
2009-03-26,1811.873,206.35
2009-03-27,1825.631,205.62
2009-03-30,1817.407,204.15
2009-03-31,1830.28,202.49
2009-04-01,1852.019,202.13
2009-04-02,1878.396,202.85
2009-04-03,1892.727,198.94
2009-04-07,1894.124,193.4
2009-04-08,1816.333,195.53
2009-04-09,1847.165,193.76
2009-04-10,1895.159,194.59
2009-04-13,1939.558,195.78
2009-04-14,1949.022,197.95
2009-04-15,1943.35,196.3
2009-04-16,1943.214,196.77
2009-04-17,1920.309,192.42
2009-04-20,1956.777,191.3
2009-04-21,1930.572,196.64
2009-04-22,1874.751,195.31
2009-04-23,1876.424,196.7
2009-04-24,1860.748,201.15
2009-04-27,1827.471,201.43
2009-04-28,1826.136,197.42
2009-04-29,1901.068,197.2
2009-04-30,1895.7,198.18
2009-05-04,1957.94,197.31
2009-05-05,1960.98,199.22
2009-05-06,1980.2,198.99
2009-05-07,1991.167,201.33
2009-05-08,2022.953,201.75
2009-05-11,2000.775,201.83
2009-05-12,2035.976,200.73
2009-05-13,2053.802,203.96
2009-05-14,2021.56,202.72
2009-05-15,2022.301,203.23
2009-05-18,2029.06,204.53
2009-05-19,2050.046,202.44
2009-05-20,2019.41,203.73
2009-05-21,1972.468,206.85
2009-05-22,1967.661,208.39
2009-05-25,1970.98,208.8
2009-05-26,1945.496,208.02
2009-05-27,1991.285,207.98
2009-06-01,2076.877,215.02
2009-06-02,2074.757,212.15
2009-06-03,2149.577,216.18
2009-06-04,2174.015,211.96
2009-06-05,2160.416,214.32
2009-06-08,2186.474,209.42
2009-06-09,2197.145,209.12
2009-06-10,2212.191,209.84
2009-06-11,2196.726,209.48
2009-06-12,2156.534,208.92
2009-06-15,2217.38,204.87
2009-06-16,2207.622,205.34
2009-06-17,2236.076,206.3
2009-06-18,2283.532,206.43
2009-06-19,2309.224,205.04
2009-06-22,2320.75,205.0
2009-06-23,2331.505,201.6
2009-06-24,2336.08,203.9
2009-06-25,2335.923,205.48
2009-06-26,2344.398,207.11
2009-06-29,2391.07,205.92
2009-06-30,2380.9,207.37
2009-07-01,2440.897,204.45
2009-07-02,2481.071,206.06
2009-07-03,2508.282,205.14
2009-07-06,2549.49,203.41
2009-07-07,2516.989,203.16
2009-07-08,2502.154,202.85
2009-07-09,2531.981,201.06
2009-07-10,2519.075,200.55
2009-07-13,2467.485,200.1
2009-07-14,2548.769,202.35
2009-07-15,2576.776,204.09
2009-07-16,2598.074,205.32
2009-07-17,2604.354,205.34
2009-07-20,2652.026,207.54
2009-07-21,2622.712,207.77
2009-07-22,2677.151,207.94
2009-07-23,2717.23,209.17
2009-07-24,2743.025,208.05
2009-07-27,2805.039,210.08
2009-07-28,2799.312,209.58
2009-07-29,2671.593,204.9
2009-07-30,2754.189,204.5
2009-07-31,2816.886,205.93
2009-08-03,2837.737,209.41
2009-08-04,2810.259,209.67
2009-08-05,2761.957,211.38
2009-08-06,2698.255,211.57
2009-08-07,2634.488,210.55
2009-08-10,2611.993,209.78
2009-08-11,2614.85,208.35
2009-08-12,2493.481,207.15
2009-08-13,2528.644,209.58
2009-08-14,2463.523,209.9
2009-08-17,2331.718,207.18
2009-08-18,2342.809,206.5
2009-08-19,2230.719,205.54
2009-08-20,2333.486,207.51
2009-08-21,2367.567,206.52
2009-08-24,2368.052,209.77
2009-08-25,2259.55,207.65
2009-08-26,2292.488,208.26
2009-08-27,2276.012,208.0
2009-08-28,2193.518,208.8
2009-08-31,2046.589,209.29
2009-09-01,2076.684,209.72
2009-09-02,2123.505,210.0
2009-09-03,2230.517,215.57
2009-09-04,2237.492,217.39
2009-09-07,2253.805,218.9
2009-09-08,2294.886,222.8
2009-09-09,2305.0,220.65
2009-09-10,2284.071,219.47
2009-09-11,2356.98,220.27
2009-09-14,2384.622,219.57
2009-09-15,2385.33,219.27
2009-09-16,2336.615,225.24
2009-09-17,2383.033,225.96
2009-09-18,2296.319,223.1
2009-09-21,2290.256,221.1
2009-09-22,2233.08,223.3
2009-09-23,2199.085,223.13
2009-09-24,2234.705,223.51
2009-09-25,2226.003,218.9
2009-09-28,2162.153,216.83
2009-09-29,2177.434,217.77
2009-09-30,2198.407,218.7
2009-10-09,2308.682,228.95
2009-10-12,2293.822,229.75
2009-10-13,2331.643,231.59
2009-10-14,2352.241,233.85
2009-10-15,2363.598,231.85
2009-10-16,2358.968,230.38
2009-10-19,2413.013,231.7
2009-10-20,2455.184,234.59
2009-10-21,2450.456,232.22
2009-10-22,2428.972,231.85
2009-10-23,2481.542,233.2
2009-10-26,2484.524,231.98
2009-10-27,2413.216,229.37
2009-10-28,2409.318,229.0
2009-10-29,2349.015,227.5
2009-10-30,2376.032,230.68
2009-11-02,2461.621,230.71
2009-11-03,2487.726,233.86
2009-11-04,2502.454,238.06
2009-11-05,2505.14,238.12
2009-11-06,2512.416,239.25
2009-11-09,2518.985,242.17
2009-11-10,2520.571,240.84
2009-11-11,2511.676,242.62
2009-11-12,2508.503,245.56
2009-11-13,2523.989,242.91
2009-11-16,2601.507,247.39
2009-11-17,2605.813,248.48
2009-11-18,2605.836,249.49
2009-11-19,2602.845,250.26
2009-11-20,2583.012,250.92
2009-11-23,2594.039,255.42
2009-11-24,2523.284,255.05
2009-11-25,2566.214,259.33
2009-11-26,2459.202,261.92
2009-11-27,2388.942,257.02
2009-11-30,2467.478,258.23
2009-12-01,2491.901,259.33
2009-12-02,2513.318,267.5
2009-12-03,2497.273,267.55
2009-12-04,2587.146,265.8
2009-12-07,2594.967,254.81
2009-12-08,2552.67,255.9
2009-12-09,2495.03,248.85
2009-12-10,2509.747,249.27
2009-12-11,2507.196,250.7
2009-12-14,2553.811,249.7
2009-12-15,2524.856,248.31
2009-12-16,2512.577,252.38
2009-12-17,2464.802,249.73
2009-12-18,2424.685,245.4
2009-12-21,2413.074,246.8
2009-12-22,2357.269,242.43
2009-12-23,2370.08,241.3
2009-12-24,2430.363,245.61
2009-12-25,2406.597,246.35
2009-12-28,2446.218,247.98
2009-12-29,2471.357,246.4
2009-12-30,2541.806,243.39
2010-01-04,2514.646,245.96
2010-01-05,2543.991,253.23
2010-01-06,2514.014,251.1
2010-01-07,2463.758,252.36
2010-01-08,2466.165,249.56
2010-01-11,2478.81,256.85
2010-01-12,2508.039,257.15
2010-01-13,2399.642,250.72
2010-01-14,2422.771,252.97
2010-01-15,2427.807,252.21
2010-01-18,2421.188,251.81
2010-01-19,2432.713,252.39
2010-01-20,2359.485,251.38
2010-01-21,2377.753,248.3
2010-01-22,2380.055,243.32
2010-01-25,2353.471,245.36
2010-01-26,2311.447,243.1
2010-01-27,2264.605,243.81
2010-01-28,2252.61,241.44
2010-01-29,2243.994,239.36
2010-02-01,2208.936,239.56
2010-02-02,2214.033,244.74
2010-02-03,2277.798,247.24
2010-02-04,2261.358,245.11
2010-02-05,2219.6,235.77
2010-02-08,2211.135,236.86
2010-02-09,2229.038,238.47
2010-02-10,2259.99,239.85
2010-02-11,2265.138,240.3
2010-02-12,2284.386,242.2
2010-02-22,2269.045,248.33
2010-02-23,2227.952,247.22
2010-02-24,2251.7,245.06
2010-02-25,2282.64,242.28
2010-02-26,2274.325,246.4
2010-03-01,2311.075,247.79
2010-03-02,2302.185,247.38
2010-03-03,2311.841,251.9
2010-03-04,2261.926,251.05
2010-03-05,2267.939,251.28
2010-03-08,2284.682,252.01
2010-03-09,2302.393,248.36
2010-03-10,2292.503,249.44
2010-03-11,2300.043,245.93
2010-03-12,2274.532,246.82
2010-03-15,2240.731,244.99
2010-03-16,2261.515,246.34
2010-03-17,2307.083,250.13
2010-03-18,2294.947,248.53
2010-03-19,2310.546,248.71
2010-03-22,2316.631,244.99
2010-03-23,2292.004,244.5
2010-03-24,2291.833,243.9
2010-03-25,2259.141,241.8
2010-03-26,2292.673,243.88
2010-03-29,2363.976,246.01
2010-03-30,2368.51,246.46
2010-03-31,2350.818,245.28
2010-04-01,2376.597,245.91
2010-04-02,2379.194,248.03
2010-04-06,2378.575,248.7
2010-04-07,2362.281,250.68
2010-04-08,2325.672,251.8
2010-04-09,2345.754,253.7
2010-04-12,2317.383,255.42
2010-04-13,2364.837,253.45
2010-04-14,2366.611,254.45
2010-04-15,2366.572,254.16
2010-04-16,2329.12,254.23
2010-04-19,2210.82,249.7
2010-04-20,2204.812,251.07
2010-04-21,2238.501,252.56
2010-04-22,2196.224,252.5
2010-04-23,2185.155,251.26
2010-04-26,2170.319,255.41
2010-04-27,2131.841,254.39
2010-04-28,2126.529,256.8
2010-04-29,2124.392,257.08
2010-04-30,2149.453,258.59
2010-05-04,2109.812,258.61
2010-05-05,2110.045,257.33
2010-05-06,2007.012,258.2
2010-05-07,1980.168,264.6
2010-05-10,2007.522,262.75
2010-05-11,1967.66,265.64
2010-05-12,2001.131,270.17
2010-05-13,2041.556,271.14
2010-05-14,2019.73,271.32
2010-05-17,1927.692,271.89
2010-05-18,1968.37,267.62
2010-05-19,1956.22,266.29
2010-05-20,1925.244,261.27
2010-05-21,1943.429,259.72
2010-05-24,2007.763,262.25
2010-05-25,1958.458,262.17
2010-05-26,1957.943,265.8
2010-05-27,1982.952,266.7
2010-05-28,1973.622,267.68
2010-05-31,1926.109,266.54
2010-06-01,1911.432,268.59
2010-06-02,1907.902,268.71
2010-06-03,1895.147,269.18
2010-06-04,1894.45,264.82
2010-06-07,1853.363,267.77
2010-06-08,1845.13,272.9
2010-06-09,1906.896,271.35
2010-06-10,1873.824,270.24
2010-06-11,1883.196,268.44
2010-06-17,1882.133,271.47
2010-06-18,1870.871,273.93
2010-06-21,1933.616,276.98
2010-06-22,1930.002,271.24
2010-06-23,1913.626,272.08
2010-06-24,1914.646,270.75
2010-06-25,1915.91,272.95
2010-06-28,1910.469,274.91
2010-06-29,1833.037,270.6
2010-06-30,1819.109,272.04
2010-07-01,1799.881,270.8
2010-07-02,1812.58,263.12
2010-07-05,1797.66,264.26
2010-07-06,1826.395,263.01
2010-07-07,1829.557,259.4
2010-07-08,1828.131,263.16
2010-07-09,1870.303,261.36
2010-07-12,1887.671,263.3
2010-07-13,1859.152,261.2
2010-07-14,1873.038,264.6
2010-07-15,1840.668,263.75
2010-07-16,1839.219,263.02
2010-07-19,1878.528,260.3
2010-07-20,1909.965,258.85
2010-07-21,1914.33,259.76
2010-07-22,1933.877,258.73
2010-07-23,1945.451,261.46
2010-07-26,1951.87,261.12
2010-07-27,1936.074,259.46
2010-07-28,1983.628,255.18
2010-07-29,1993.87,256.17
2010-07-30,1986.76,255.94
2010-08-02,2015.655,259.25
2010-08-03,1978.414,258.95
2010-08-04,1981.525,261.57
2010-08-05,1954.336,261.4
2010-08-06,1979.228,262.9
2010-08-09,1988.017,264.63
2010-08-10,1934.587,262.0
2010-08-11,1939.844,262.43
2010-08-12,1914.451,262.9
2010-08-13,1930.671,266.73
2010-08-16,1971.295,267.48
2010-08-17,1979.789,267.8
2010-08-18,1974.664,267.55
2010-08-19,1994.162,268.98
2010-08-20,1967.061,268.78
2010-08-23,1962.778,268.6
2010-08-24,1960.055,266.86
2010-08-25,1914.997,269.8
2010-08-26,1914.636,271.11
2010-08-27,1917.581,270.22
2010-08-30,1942.559,270.41
2010-08-31,1923.907,270.28
2010-09-01,1917.33,274.1
2010-09-02,1935.922,273.1
2010-09-03,1929.186,273.72
2010-09-06,1975.677,273.25
2010-09-07,1973.14,273.15
2010-09-08,1956.33,275.33
2010-09-09,1918.286,273.83
2010-09-10,1915.645,272.01
2010-09-13,1922.142,272.08
2010-09-14,1925.014,272.6
2010-09-15,1893.027,276.55
2010-09-16,1858.449,275.95
2010-09-17,1857.31,278.24
2010-09-20,1860.854,279.2
2010-09-21,1864.414,277.4
2010-09-27,1881.545,281.15
2010-09-28,1863.881,279.42
2010-09-29,1868.749,283.19
2010-09-30,1913.109,284.11
2010-10-08,1990.014,285.69
2010-10-11,2066.948,290.85
2010-10-12,2091.781,289.98
2010-10-13,2125.614,292.47
2010-10-14,2160.837,297.47
2010-10-15,2254.392,297.18
2010-10-18,2241.722,292.41
2010-10-19,2278.353,293.34
2010-10-20,2285.214,286.99
2010-10-21,2245.248,286.95
2010-10-22,2231.057,284.41
2010-10-25,2294.451,291.5
2010-10-26,2272.208,289.28
2010-10-27,2225.371,287.83
2010-10-28,2224.238,287.55
2010-10-29,2189.479,290.01
2010-11-01,2238.471,295.27
2010-11-02,2231.704,294.28
2010-11-03,2226.468,292.39
2010-11-04,2254.763,293.67
2010-11-05,2279.004,301.24
2010-11-08,2289.964,301.62
2010-11-09,2257.348,311.23
2010-11-10,2226.16,305.76
2010-11-11,2252.283,307.16
2010-11-12,2130.581,301.0
2010-11-15,2126.697,295.9
2010-11-16,2032.498,294.55
2010-11-17,2013.607,288.4
2010-11-18,2037.462,292.99
2010-11-19,2039.445,294.0
2010-11-22,2019.668,294.31
2010-11-23,1981.261,294.98
2010-11-24,2014.155,298.68
2010-11-25,2041.337,297.45
2010-11-26,2018.397,295.21
2010-11-29,2011.898,294.8
2010-11-30,1979.891,296.31
2010-12-01,1984.305,303.95
2010-12-02,1998.149,304.96
2010-12-03,2008.12,303.65
2010-12-06,2032.03,308.51
2010-12-07,2046.723,309.84
2010-12-08,2018.461,301.3
2010-12-09,1996.384,300.35
2010-12-10,2021.651,301.38
2010-12-13,2074.334,302.34
2010-12-14,2069.921,305.95
2010-12-15,2054.017,301.1
2010-12-16,2036.554,300.25
2010-12-17,2032.138,299.53
2010-12-20,1999.525,302.35
2010-12-21,2049.223,302.38
2010-12-22,2021.976,302.33
2010-12-23,2017.665,302.01
2010-12-24,2013.25,301.5
2010-12-27,1977.692,301.6
2010-12-28,1950.329,303.73
2010-12-29,1953.334,307.1
2010-12-30,1946.515,308.37
2011-01-04,2015.112,307.81
2011-01-05,1999.219,299.95
2011-01-06,1984.278,298.91
2011-01-07,2006.374,297.01
2011-01-10,1975.744,299.21
2011-01-11,1999.764,299.66
2011-01-12,2017.149,301.06
2011-01-13,2014.167,299.84
2011-01-14,1982.623,297.4
2011-01-17,1918.422,292.75
2011-01-18,1923.695,294.33
2011-01-19,1953.352,295.86
2011-01-20,1895.004,293.3
2011-01-21,1925.838,290.2
2011-01-24,1911.754,291.6
2011-01-25,1911.306,287.75
2011-01-26,1926.036,288.95
2011-01-27,1949.372,290.41
2011-01-28,1945.141,284.73
2011-01-31,1964.106,288.35
2011-02-01,1968.687,289.61
2011-02-09,1943.001,292.96
2011-02-10,1975.98,292.7
2011-02-11,1976.473,293.32
2011-02-14,2047.694,293.0
2011-02-15,2042.644,293.59
2011-02-16,2051.488,295.88
2011-02-17,2046.975,296.06
2011-02-18,2030.318,297.42
2011-02-21,2046.085,299.27
2011-02-22,1991.013,299.5
2011-02-23,1995.679,299.7
2011-02-24,2002.832,301.2
2011-02-25,2006.66,299.61
2011-02-28,2021.849,301.28
2011-03-01,2035.365,302.0
2011-03-02,2040.892,303.58
2011-03-03,2051.649,301.61
2011-03-04,2080.143,299.99
2011-03-07,2123.28,304.33
2011-03-08,2123.781,301.92
2011-03-09,2120.211,301.78
2011-03-10,2071.724,303.17
2011-03-11,2049.113,299.12
2011-03-14,2053.52,301.26
2011-03-15,2018.389,299.38
2011-03-16,2048.93,296.82
2011-03-17,2023.047,295.8
2011-03-18,2034.485,299.05
2011-03-21,2036.231,303.1
2011-03-22,2054.753,302.29
2011-03-23,2074.808,302.42
2011-03-24,2064.165,303.3
2011-03-25,2096.286,303.28
2011-03-28,2103.043,299.9
2011-03-29,2097.564,299.82
2011-03-30,2101.44,300.35
2011-03-31,2083.748,301.26
2011-04-01,2126.451,301.89
2011-04-06,2175.778,306.13
2011-04-07,2174.401,305.33
2011-04-08,2185.316,307.8
2011-04-11,2175.964,307.47
2011-04-12,2165.833,305.89
2011-04-13,2199.229,307.11
2011-04-14,2190.147,307.69
2011-04-15,2201.086,308.32
2011-04-18,2201.371,312.22
2011-04-19,2151.957,311.25
2011-04-20,2144.274,314.54
2011-04-21,2160.699,315.14
2011-04-22,2151.669,315.64
2011-04-25,2127.462,316.69
2011-04-26,2118.326,312.8
2011-04-27,2113.012,313.36
2011-04-28,2111.489,318.1
2011-04-29,2113.871,317.4
2011-05-03,2114.417,317.15
2011-05-04,2056.699,314.21
2011-05-05,2050.069,313.11
2011-05-06,2037.748,309.38
2011-05-09,2036.764,310.9
2011-05-10,2057.666,312.09
2011-05-11,2048.342,314.64
2011-05-12,2021.283,310.1
2011-05-13,2043.259,314.24
2011-05-16,2019.536,310.9
2011-05-17,2033.78,311.59
2011-05-18,2053.637,310.86
2011-05-19,2046.113,312.37
2011-05-20,2052.544,313.24
2011-05-23,1993.067,314.14
2011-05-24,1995.273,317.09
2011-05-25,1971.097,317.23
2011-05-26,1974.328,317.9
2011-05-27,1976.693,317.54
2011-05-30,1980.74,319.49
2011-05-31,2010.564,320.01
2011-06-01,2002.659,317.53
2011-06-02,1963.052,320.25
2011-06-03,1974.951,319.35
2011-06-07,1984.446,321.3
2011-06-08,1980.672,320.05
2011-06-09,1947.875,319.0
2011-06-10,1951.031,320.56
2011-06-13,1945.72,318.5
2011-06-14,1970.099,317.11
2011-06-15,1952.076,317.19
2011-06-16,1927.047,318.15
2011-06-17,1912.379,317.66
2011-06-20,1904.8,320.27
2011-06-21,1923.816,321.31
2011-06-22,1923.562,321.2
2011-06-23,1950.874,321.07
2011-06-24,1997.298,316.82
2011-06-27,1994.583,311.52
2011-06-28,1993.723,312.16
2011-06-29,1960.771,313.57
2011-06-30,1989.433,314.18
2011-07-01,1986.03,311.8
2011-07-04,2033.855,311.95
2011-07-05,2029.623,311.24
2011-07-06,2017.172,316.56
2011-07-07,2006.141,319.55
2011-07-08,2014.733,319.19
2011-07-11,2010.689,321.86
2011-07-12,1968.076,322.07
2011-07-13,1998.413,326.66
2011-07-14,2005.752,329.67
2011-07-15,2012.032,328.11
2011-07-18,2002.826,332.48
2011-07-19,1988.297,334.11
2011-07-20,1983.668,330.59
2011-07-21,1961.302,333.45
2011-07-22,1964.828,330.2
2011-07-25,1909.813,336.1
2011-07-26,1914.154,335.41
2011-07-27,1918.787,336.62
2011-07-28,1900.219,335.2
2011-07-29,1908.213,334.5
2011-08-01,1909.952,333.51
2011-08-02,1894.323,335.58
2011-08-03,1893.003,345.3
2011-08-04,1895.43,345.62
2011-08-05,1850.143,344.08
2011-08-08,1794.431,354.47
2011-08-09,1801.822,362.46
2011-08-10,1814.667,361.78
2011-08-11,1840.289,367.43
2011-08-12,1838.159,362.99
2011-08-15,1872.389,360.27
2011-08-16,1862.892,366.46
2011-08-17,1858.303,369.31
2011-08-18,1824.857,370.38
2011-08-19,1806.283,383.8
2011-08-22,1790.136,392.38
2011-08-23,1821.192,391.69
2011-08-24,1806.79,380.9
2011-08-25,1878.479,363.51
2011-08-26,1876.334,367.8
2011-08-29,1836.877,376.79
2011-08-30,1835.072,372.3
2011-08-31,1841.539,380.19
2011-09-01,1840.371,376.35
2011-09-02,1820.676,381.24
2011-09-05,1786.465,390.6
2011-09-06,1779.518,395.25
2011-09-07,1813.864,378.7
2011-09-08,1799.784,382.0
2011-09-09,1800.934,388.31
2011-09-13,1783.181,378.59
2011-09-14,1787.115,378.33
2011-09-15,1779.684,375.54
2011-09-16,1784.934,365.91
2011-09-19,1749.705,377.95
2011-09-20,1757.641,368.8
2011-09-21,1808.37,375.2
2011-09-22,1750.611,367.01
2011-09-23,1740.322,361.24
2011-09-26,1689.931,341.94
2011-09-27,1710.987,341.44
2011-09-28,1695.837,341.25
2011-09-29,1689.538,335.09
2011-09-30,1684.497,338.39
2011-10-10,1669.348,341.63
2011-10-11,1675.42,345.93
2011-10-12,1737.358,346.83
2011-10-13,1746.935,346.42
2011-10-14,1745.214,346.09
2011-10-17,1757.056,347.35
2011-10-18,1709.283,343.01
2011-10-19,1708.946,340.52
2011-10-20,1674.027,333.28
2011-10-21,1676.097,335.25
2011-10-24,1729.033,341.7
2011-10-25,1751.677,341.1
2011-10-26,1765.628,354.14
2011-10-27,1774.506,355.44
2011-10-28,1807.056,357.93
2011-10-31,1792.051,352.62
2011-11-01,1795.392,352.66
2011-11-02,1825.453,355.8
2011-11-03,1819.042,355.98
2011-11-04,1831.755,362.03
2011-11-07,1809.798,364.6
2011-11-08,1808.609,368.18
2011-11-09,1821.756,367.02
2011-11-10,1781.911,360.15
2011-11-11,1779.514,362.9
2011-11-14,1816.057,367.36
2011-11-15,1808.176,363.53
2011-11-16,1755.415,362.82
2011-11-17,1748.447,362.88
2011-11-18,1720.764,353.56
2011-11-21,1721.386,353.71
2011-11-22,1722.234,346.59
2011-11-23,1701.065,351.0
2011-11-24,1704.691,348.8
2011-11-25,1691.671,346.5
2011-11-28,1693.668,351.26
2011-11-29,1716.095,352.63
2011-11-30,1662.748,353.2
2011-12-01,1713.048,359.0
2011-12-02,1704.457,359.06
2011-12-05,1694.496,358.96
2011-12-06,1689.01,352.75
2011-12-07,1702.454,356.23
2011-12-08,1701.68,357.88
2011-12-09,1692.061,351.35
2011-12-12,1678.698,346.96
2011-12-13,1645.815,339.66
2011-12-14,1637.009,337.53
2011-12-15,1599.012,322.33
2011-12-16,1628.999,328.7
2011-12-19,1625.257,328.39
2011-12-20,1624.445,329.7
2011-12-21,1604.251,334.48
2011-12-22,1608.238,331.51
2011-12-23,1617.944,330.92
2011-12-26,1601.467,327.35
2011-12-27,1590.995,326.23
2011-12-28,1594.835,324.18
2011-12-29,1596.587,316.0
2011-12-30,1617.613,319.45
2012-01-04,1595.12,327.3
2012-01-05,1596.593,331.95
2012-01-06,1608.358,333.41
2012-01-09,1659.054,330.3
2012-01-10,1704.744,332.2
2012-01-11,1694.264,336.2
2012-01-12,1701.452,336.98
2012-01-13,1685.913,336.65
2012-01-16,1661.994,335.15
2012-01-17,1736.606,339.77
2012-01-18,1714.699,338.65
2012-01-19,1750.521,340.68
2012-01-20,1775.091,339.57
2012-01-30,1742.818,353.21
2012-01-31,1744.708,355.02
2012-02-01,1713.684,354.07
2012-02-02,1761.941,356.84
2012-02-03,1772.192,358.58
2012-02-06,1764.818,353.33
2012-02-07,1732.024,352.63
2012-02-08,1782.059,357.66
2012-02-09,1778.097,355.09
2012-02-10,1778.317,353.1
2012-02-13,1768.539,352.56
2012-02-14,1758.984,350.3
2012-02-15,1773.169,352.18
2012-02-16,1761.877,350.81
2012-02-17,1765.652,353.34
2012-02-20,1769.412,353.73
2012-02-21,1779.94,355.59
2012-02-22,1795.26,358.22
2012-02-23,1799.644,362.49
2012-02-24,1826.716,362.23
2012-02-27,1828.408,360.9
2012-02-28,1839.055,361.85
2012-02-29,1822.769,364.75
2012-03-01,1818.279,349.83
2012-03-02,1843.848,350.49
2012-03-05,1827.938,348.82
2012-03-06,1794.264,346.76
2012-03-07,1776.363,341.28
2012-03-08,1798.1,344.61
2012-03-09,1811.486,347.67
2012-03-12,1796.937,347.96
2012-03-13,1813.201,347.55
2012-03-14,1776.407,341.39
2012-03-15,1760.476,337.36
2012-03-16,1780.076,340.7
2012-03-19,1778.981,340.92
2012-03-20,1755.725,338.52
2012-03-21,1758.624,338.6
2012-03-22,1760.335,337.99
2012-03-23,1747.916,337.21
2012-03-26,1749.888,340.78
2012-03-27,1749.185,345.84
2012-03-28,1708.853,342.39
2012-03-29,1688.09,339.97
2012-03-30,1705.633,340.2
2012-04-05,1735.283,333.18
2012-04-06,1737.512,334.4
2012-04-09,1721.426,336.42
2012-04-10,1736.24,337.61
2012-04-11,1734.594,339.78
2012-04-12,1770.947,339.4
2012-04-13,1777.068,342.62
2012-04-16,1770.679,335.8
2012-04-17,1749.4,336.3
2012-04-18,1789.627,338.46
2012-04-19,1791.382,335.99
