date,stock,gold
2009-07-03,4443.054,205.14
2009-07-06,4435.521,203.41
2009-07-07,4476.946,203.16
2009-07-08,4494.119,202.85
2009-07-09,4606.12,201.06
2009-07-10,4647.145,200.55
2009-07-13,4726.38,200.1
2009-07-14,4815.502,202.35
2009-07-15,4793.456,204.09
2009-07-16,4765.277,205.32
2009-07-17,4757.141,205.34
2009-07-20,4805.796,207.54
2009-07-21,4747.849,207.77
2009-07-22,4800.351,207.94
2009-07-23,4852.468,209.17
2009-07-24,4791.919,208.05
2009-07-27,4876.995,210.08
2009-07-28,4954.376,209.58
2009-07-29,4711.68,204.9
2009-07-30,4741.64,204.5
2009-07-31,4844.623,205.93
2009-08-03,5003.478,209.41
2009-08-04,5104.208,209.67
2009-08-05,5184.854,211.38
2009-08-06,5088.63,211.57
2009-08-07,4935.444,210.55
2009-08-10,4953.579,209.78
2009-08-11,5032.454,208.35
2009-08-12,4839.358,207.15
2009-08-13,4801.93,209.58
2009-08-14,4572.477,209.9
2009-08-17,4307.801,207.18
2009-08-18,4383.309,206.5
2009-08-19,4254.458,205.54
2009-08-20,4395.555,207.51
2009-08-21,4518.738,206.52
2009-08-24,4589.418,209.77
2009-08-25,4513.856,207.65
2009-08-26,4659.365,208.26
2009-08-27,4744.83,208.0
2009-08-28,4672.491,208.8
2009-08-31,4415.194,209.29
2009-09-01,4382.902,209.72
2009-09-02,4377.417,210.0
2009-09-03,4547.841,215.57
2009-09-04,4645.325,217.39
2009-09-07,4791.376,218.9
2009-09-08,4851.988,222.8
2009-09-09,4797.322,220.65
2009-09-10,4753.716,219.47
2009-09-11,4811.497,220.27
2009-09-14,4938.94,219.57
2009-09-15,4940.52,219.27
2009-09-16,4896.639,225.24
2009-09-17,4962.284,225.96
2009-09-18,4831.88,223.1
2009-09-21,4888.933,221.1
2009-09-22,4853.302,223.3
2009-09-23,4709.947,223.13
2009-09-24,4652.587,223.51
2009-09-25,4657.38,218.9
2009-09-28,4575.535,216.83
2009-09-29,4509.756,217.77
2009-09-30,4544.327,218.7
2009-10-09,4721.018,228.95
2009-10-12,4756.024,229.75
2009-10-13,4787.951,231.59
2009-10-14,4772.766,233.85
2009-10-15,4719.332,231.85
2009-10-16,4737.257,230.38
2009-10-19,4833.926,231.7
2009-10-20,4971.003,234.59
2009-10-21,4893.573,232.22
2009-10-22,4914.96,231.85
2009-10-23,4958.455,233.2
2009-10-26,4945.546,231.98
2009-10-27,4832.702,229.37
2009-10-28,4892.278,229.0
2009-10-29,4847.287,227.5
2009-10-30,4919.368,230.68
2009-11-02,5071.139,230.71
