date,stock,gold
2014-10-17,6058.668,245.8
2014-10-20,6154.52,245.8
2014-10-21,6103.008,247.0
2014-10-22,6027.51,246.95
2014-10-23,5930.483,245.95
2014-10-24,5941.926,243.8
2014-10-27,6006.838,243.2
2014-10-28,6163.672,242.55
2014-10-29,6246.699,242.95
2014-10-30,6241.588,238.1
2014-10-31,6208.61,233.45
2014-11-03,6275.993,229.9
2014-11-04,6231.816,230.85
2014-11-05,6227.245,225.5
2014-11-06,6289.192,225.9
2014-11-07,6228.167,226.5
2014-11-10,6246.612,232.05
2014-11-11,6023.004,228.1
2014-11-12,6120.058,231.75
2014-11-13,6023.782,230.25
2014-11-14,6009.446,228.65
2014-11-17,6100.833,236.0
2014-11-18,6139.522,236.05
2014-11-19,6193.562,236.8
2014-11-20,6185.919,234.3
2014-11-21,6240.774,236.6
2014-11-24,6293.023,238.4
2014-11-25,6392.442,238.6
2014-11-26,6435.14,238.3
2014-11-27,6472.587,237.85
2014-11-28,6478.108,236.05
2014-12-01,6392.464,229.35
2014-12-02,6457.556,240.35
2014-12-03,6513.957,239.5
2014-12-04,6605.322,240.65
2014-12-05,6462.089,240.3
2014-12-08,6457.511,238.15
2014-12-09,6161.367,242.0
2014-12-10,6366.81,248.05
2014-12-11,6463.316,245.4
2014-12-12,6545.19,244.8
2014-12-15,6658.145,244.95
2014-12-16,6635.255,240.6
2014-12-17,6551.119,240.7
2014-12-18,6540.881,241.7
2014-12-19,6438.042,242.5
2014-12-22,6120.582,242.15
2014-12-23,6023.366,238.55
2014-12-24,6154.878,238.5
2014-12-25,6222.506,238.05
2014-12-26,6233.936,239.5
2014-12-29,6098.979,241.6
2014-12-30,5982.636,240.0
2015-01-05,6049.787,242.15
2015-01-06,6172.392,244.45
2015-01-07,6166.769,245.25
2015-01-08,6164.111,244.5
2015-01-09,6128.012,245.15
2015-01-12,6062.283,247.75
2015-01-13,6167.117,249.0
2015-01-14,6139.29,247.9
2015-01-15,6168.658,246.75
2015-01-16,6252.075,253.65
2015-01-19,6109.285,257.85
2015-01-20,6336.631,257.65
2015-01-21,6465.733,262.2
2015-01-22,6568.636,259.05
2015-01-23,6502.067,261.4
2015-01-26,6642.612,261.6
2015-01-27,6693.806,259.9
2015-01-28,6666.264,260.8
2015-01-29,6625.005,259.3
2015-01-30,6546.597,255.05
2015-02-02,6535.903,259.1
2015-02-03,6654.549,259.4
2015-02-04,6653.338,256.35
2015-02-05,6654.082,257.5
2015-02-06,6526.949,256.7
2015-02-09,6474.817,251.4
2015-02-10,6555.818,252.05
2015-02-11,6645.51,250.8
2015-02-12,6703.815,247.85
2015-02-13,6815.848,249.45
2015-02-16,6965.301,250.3
2015-02-17,7020.053,249.0
2015-02-25,7004.665,246.3
2015-02-26,7045.268,246.45
2015-02-27,7141.888,246.65
2015-03-02,7317.677,249.3
2015-03-03,7282.108,247.05
2015-03-04,7411.034,246.7
2015-03-05,7450.906,245.65
2015-03-06,7338.404,245.0
2015-03-09,7450.816,239.9
2015-03-10,7566.481,237.5
2015-03-11,7566.312,238.25
2015-03-12,7514.445,238.4
2015-03-13,7649.345,237.2
2015-03-16,7903.363,238.0
2015-03-17,7993.243,236.25
2015-03-18,8150.951,233.65
2015-03-19,8216.624,237.75
2015-03-20,8318.829,237.4
2015-03-23,8560.441,240.1
2015-03-24,8655.38,241.1
2015-03-25,8784.909,241.15
2015-03-26,8611.864,243.9
2015-03-27,8710.291,243.25
2015-03-30,8719.22,240.4
2015-03-31,8780.739,237.85
2015-04-01,9008.201,238.35
2015-04-02,9238.053,242.95
2015-04-03,9419.201,241.75
2015-04-07,9600.722,243.9
2015-04-08,9455.59,243.75
2015-04-09,9369.657,240.5
2015-04-10,9600.401,240.25
2015-04-13,9813.596,242.65
2015-04-14,9830.062,240.15
2015-04-15,9441.192,240.1
2015-04-16,9541.766,241.75
2015-04-17,9567.695,240.85
2015-04-20,9353.612,242.75
2015-04-21,9716.349,239.9
2015-04-22,9995.262,241.2
2015-04-23,10105.27,237.4
2015-04-24,10123.91,238.9
2015-04-27,10174.9,236.55
2015-04-28,9847.893,240.75
2015-04-29,10107.4,242.45
2015-04-30,10180.49,241.2
2015-05-04,10270.13,237.55
2015-05-05,10007.27,238.5
2015-05-06,9973.991,239.75
2015-05-07,9806.508,240.05
2015-05-08,10274.38,241.05
2015-05-11,10771.62,241.15
2015-05-12,11051.43,240.6
2015-05-13,11137.3,242.7
2015-05-14,11211.1,247.15
2015-05-15,11217.93,247.45
2015-05-18,11542.28,249.2
2015-05-19,11831.36,247.75
2015-05-20,12132.37,244.25
2015-05-21,12586.05,245.1
2015-05-22,12687.29,244.6
2015-05-25,12877.87,244.2
2015-05-26,13401.31,242.5
2015-05-27,13582.55,241.1
2015-05-28,12818.99,241.05
2015-05-29,13027.21,240.8
2015-06-01,13691.17,240.55
2015-06-02,14276.32,240.85
2015-06-03,14356.6,241.15
2015-06-04,14308.65,239.2
2015-06-05,14465.75,238.35
2015-06-08,14099.73,237.7
2015-06-09,14106.23,238.6
2015-06-10,14461.81,239.65
2015-06-11,14768.88,240.1
2015-06-12,15006.34,239.5
2015-06-15,14707.78,239.75
2015-06-16,14102.22,240.55
2015-06-17,14407.31,238.65
2015-06-18,13934.21,240.3
2015-06-19,13024.72,242.55
2015-06-23,13047.02,239.85
2015-06-24,13313.79,238.6
2015-06-25,12760.48,238.25
2015-06-26,11730.75,237.35
2015-06-29,10906.04,239.25
2015-06-30,11381.47,238.05
2015-07-01,10734.01,237.7
2015-07-02,10002.36,235.9
2015-07-03,9358.732,236.7
