entry_count,mean_return,median_return,mean_cagr,median_cagr,cagr_p10,cagr_p90,std_return,mean_maxdd,worst_maxdd,mean_sharpe,mean_calmar,best_return,worst_return,all_positive,positive_rate,win_rate_1m,win_rate_3m,win_rate_6m,win_rate_12m,win_rate_24m,w_stock,w_bond,w_gold,w_cash,version,tier,sort_criterion
4203,0.4282812125058706,0.40156500617067103,0.04347146891683118,0.042411404507281425,0.03707551977664427,0.059834477940514885,0.23920818217910472,0.03862230656878544,0.06354262920937759,1.0796132718237914,1.1255534114569128,1.0413586511670365,-0.014687986895846716,0,0.9840590054722818,0.9890004782400765,0.9980676328502416,1.0,1.0,1.0,0.1,0.5,0.1,0.3,hongli_lowvol,均衡型,mean_calmar最高
4203,1.1652477139519521,1.0758501800549833,0.09723907357542678,0.09372463417041277,0.07153778157281247,0.15970442414386007,0.6797670273088141,0.1579933004046898,0.23221865207128536,1.164947831717228,0.6154632717106047,3.659007520022083,-0.07976829638117755,0,0.9783487984772782,0.9832615973218556,0.9927536231884058,0.9995094432180525,1.0,1.0,0.45000000000000007,0.1,0.4,0.05,hongli_lowvol,进取型,mean_cagr最高(worst_maxdd≤25%)
