商品代码,交易日期,收盘价
AU.SHF,2025-08-11,779.48
AU.SHF,2025-08-12,776.04
AU.SHF,2025-08-13,777.72
AU.SHF,2025-08-14,778.7
AU.SHF,2025-08-15,775.8
AU.SHF,2025-08-18,777.66
AU.SHF,2025-08-19,775.06
AU.SHF,2025-08-20,772.68
AU.SHF,2025-08-21,775.12
AU.SHF,2025-08-22,773.4
AU.SHF,2025-08-25,779.18
AU.SHF,2025-08-26,781.12
AU.SHF,2025-08-27,781.16
AU.SHF,2025-08-28,783.22
AU.SHF,2025-08-29,785.12
AU.SHF,2025-09-01,800.56
AU.SHF,2025-09-02,804.32
AU.SHF,2025-09-03,814.88
AU.SHF,2025-09-04,812.98
AU.SHF,2025-09-05,815.6
AU.SHF,2025-09-08,822.86
AU.SHF,2025-09-09,834.48
AU.SHF,2025-09-10,833.42
AU.SHF,2025-09-11,830.78
AU.SHF,2025-09-12,834.22
AU.SHF,2025-09-15,831.6
AU.SHF,2025-09-16,842.08
AU.SHF,2025-09-17,835.08
AU.SHF,2025-09-18,824.1
AU.SHF,2025-09-19,830.56
AU.SHF,2025-09-22,846.5
AU.SHF,2025-09-23,855.44
AU.SHF,2025-09-24,860.0
AU.SHF,2025-09-25,854.72
AU.SHF,2025-09-26,856.06
AU.SHF,2025-09-29,866.52
AU.SHF,2025-09-30,874.4
AU.SHF,2025-10-09,914.32
AU.SHF,2025-10-10,901.56
AU.SHF,2025-10-13,927.56
AU.SHF,2025-10-14,938.98
AU.SHF,2025-10-15,960.34
AU.SHF,2025-10-16,966.42
AU.SHF,2025-10-17,999.8
AU.SHF,2025-10-20,970.32
AU.SHF,2025-10-21,994.06
AU.SHF,2025-10-22,952.56
AU.SHF,2025-10-23,942.28
AU.SHF,2025-10-24,938.1
AU.SHF,2025-10-27,934.14
AU.SHF,2025-10-28,901.38
AU.SHF,2025-10-29,910.88
AU.SHF,2025-10-30,912.16
AU.SHF,2025-10-31,921.92
AU.SHF,2025-11-03,922.58
AU.SHF,2025-11-04,915.58
AU.SHF,2025-11-05,912.26
AU.SHF,2025-11-06,917.8
AU.SHF,2025-11-07,921.26
AU.SHF,2025-11-10,935.98
AU.SHF,2025-11-11,948.88
AU.SHF,2025-11-12,945.76
AU.SHF,2025-11-13,961.22
AU.SHF,2025-11-14,953.2
AU.SHF,2025-11-17,929.46
AU.SHF,2025-11-18,918.52
AU.SHF,2025-11-19,937.0
AU.SHF,2025-11-20,932.56
AU.SHF,2025-11-21,926.94
AU.SHF,2025-11-24,930.32
AU.SHF,2025-11-25,946.5
AU.SHF,2025-11-26,946.72
AU.SHF,2025-11-27,947.16
AU.SHF,2025-11-28,953.92
AU.SHF,2025-12-01,963.28
AU.SHF,2025-12-02,958.42
AU.SHF,2025-12-03,956.7
AU.SHF,2025-12-04,953.42
AU.SHF,2025-12-05,961.04
AU.SHF,2025-12-08,958.7
AU.SHF,2025-12-09,951.54
AU.SHF,2025-12-10,956.4
AU.SHF,2025-12-11,957.9
AU.SHF,2025-12-12,970.66
AU.SHF,2025-12-15,983.16
AU.SHF,2025-12-16,971.42
AU.SHF,2025-12-17,979.72
AU.SHF,2025-12-18,980.5
AU.SHF,2025-12-19,979.9
AU.SHF,2025-12-22,1000.86
AU.SHF,2025-12-23,1014.24
AU.SHF,2025-12-24,1014.68
AU.SHF,2025-12-25,1008.76
AU.SHF,2025-12-26,1016.3
AU.SHF,2025-12-29,1007.18
AU.SHF,2025-12-30,984.84
AU.SHF,2026-01-05,995.0
AU.SHF,2026-01-06,1004.98
AU.SHF,2026-01-07,998.9
AU.SHF,2026-01-08,997.94
AU.SHF,2026-01-09,1006.48
AU.SHF,2026-01-12,1026.28
AU.SHF,2026-01-13,1027.18
AU.SHF,2026-01-14,1040.62
AU.SHF,2026-01-15,1035.2
AU.SHF,2026-01-16,1032.32
AU.SHF,2026-01-19,1048.88
AU.SHF,2026-01-20,1060.16
AU.SHF,2026-01-21,1092.3
AU.SHF,2026-01-22,1087.58
AU.SHF,2026-01-23,1115.64
AU.SHF,2026-01-26,1143.32
AU.SHF,2026-01-27,1148.38
AU.SHF,2026-01-28,1186.2
AU.SHF,2026-01-29,1249.12
AU.SHF,2026-01-30,1161.42
AU.SHF,2026-02-02,1008.6
AU.SHF,2026-02-03,1093.78
AU.SHF,2026-02-04,1141.7
AU.SHF,2026-02-05,1105.76
AU.SHF,2026-02-06,1090.12
AU.SHF,2026-02-09,1125.94
AU.SHF,2026-02-10,1121.22
AU.SHF,2026-02-11,1130.4
AU.SHF,2026-02-12,1126.12
AU.SHF,2026-02-13,1110.1
AU.SHF,2026-02-24,1150.5
AU.SHF,2026-02-25,1151.06
AU.SHF,2026-02-26,1146.48
AU.SHF,2026-02-27,1147.9
AU.SHF,2026-03-02,1197.22
AU.SHF,2026-03-03,1182.0
AU.SHF,2026-03-04,1153.06
AU.SHF,2026-03-05,1152.0
AU.SHF,2026-03-06,1140.8
AU.SHF,2026-03-09,1140.0
AU.SHF,2026-03-10,1150.0
AU.SHF,2026-03-11,1151.98
AU.SHF,2026-03-12,1148.1
AU.SHF,2026-03-13,1133.0
AU.SHF,2026-03-16,1118.34
AU.SHF,2026-03-17,1116.2
AU.SHF,2026-03-18,1113.52
AU.SHF,2026-03-19,1062.0
AU.SHF,2026-03-20,1039.22
AU.SHF,2026-03-23,940.0
AU.SHF,2026-03-24,977.28
AU.SHF,2026-03-25,1013.96
AU.SHF,2026-03-26,995.98
AU.SHF,2026-03-27,998.66
AU.SHF,2026-03-30,1014.88
AU.SHF,2026-03-31,1020.1
AU.SHF,2026-04-01,1053.18
AU.SHF,2026-04-02,1023.78
AU.SHF,2026-04-03,1033.0
AU.SHF,2026-04-07,1034.28
AU.SHF,2026-04-08,1062.0
AU.SHF,2026-04-09,1041.32
AU.SHF,2026-04-10,1048.36
AU.SHF,2026-04-13,1043.4
AU.SHF,2026-04-14,1052.82
AU.SHF,2026-04-15,1058.24
AU.SHF,2026-04-16,1061.5
AU.SHF,2026-04-17,1054.02
AU.SHF,2026-04-20,1054.96
AU.SHF,2026-04-21,1051.7
AU.SHF,2026-04-22,1051.4
AU.SHF,2026-04-23,1040.06
AU.SHF,2026-04-24,1032.12
AU.SHF,2026-04-27,1039.42
AU.SHF,2026-04-28,1022.1
AU.SHF,2026-04-29,1011.88
AU.SHF,2026-04-30,1016.12
AU.SHF,2026-05-06,1028.48
AU.SHF,2026-05-07,1040.98
AU.SHF,2026-05-08,1038.22
AU.SHF,2026-05-11,1026.8
AU.SHF,2026-05-12,1030.12
AU.SHF,2026-05-13,1030.56
AU.SHF,2026-05-14,1029.6
AU.SHF,2026-05-15,1004.38
