交易日期,开盘价,最高价,最低价,收盘价,成交量,证券代码,前收盘,涨跌额,涨跌幅,成交额,是否收盘,交易状态
2009-07-03,4395.661,4467.892,4384.523,4443.054,1082073700,000932.SH,,,,0,1,正常
2009-07-06,4446.922,4452.718,4389.314,4435.521,890941300,000932.SH,,,,0,1,正常
2009-07-07,4429.966,4523.878,4418.308,4476.946,928258400,000932.SH,,,,0,1,正常
2009-07-08,4443.022,4506.67,4427.633,4494.119,769583900,000932.SH,,,,0,1,正常
2009-07-09,4498.505,4606.12,4498.505,4606.12,1110287000,000932.SH,,,,0,1,正常
2009-07-10,4613.412,4675.055,4612.2,4647.145,1095308400,000932.SH,,,,0,1,正常
2009-07-13,4684.196,4743.663,4684.196,4726.38,1095253400,000932.SH,,,,0,1,正常
2009-07-14,4782.575,4815.554,4751.524,4815.502,1276470700,000932.SH,,,,0,1,正常
2009-07-15,4819.486,4822.512,4764.295,4793.456,1130046700,000932.SH,,,,0,1,正常
2009-07-16,4810.801,4821.991,4743.535,4765.277,1126185000,000932.SH,,,,0,1,正常
2009-07-17,4755.547,4784.369,4716.533,4757.141,930426100,000932.SH,,,,0,1,正常
2009-07-20,4763.548,4806.324,4750.752,4805.796,1067175800,000932.SH,,,,0,1,正常
2009-07-21,4813.54,4846.069,4736.948,4747.849,1083716300,000932.SH,,,,0,1,正常
2009-07-22,4745.851,4800.351,4744.522,4800.351,894311800,000932.SH,,,,0,1,正常
2009-07-23,4807.436,4853.72,4779.819,4852.468,976447200,000932.SH,,,,0,1,正常
2009-07-24,4858.464,4867.305,4729.778,4791.919,922039200,000932.SH,,,,0,1,正常
2009-07-27,4790.62,4877.255,4790.62,4876.995,949309100,000932.SH,,,,0,1,正常
2009-07-28,4879.994,4977.788,4869.496,4954.376,1353967100,000932.SH,,,,0,1,正常
2009-07-29,4944.698,4964.822,4580.846,4711.68,1380280300,000932.SH,,,,0,1,正常
2009-07-30,4742.339,4794.878,4609.72,4741.64,905822300,000932.SH,,,,0,1,正常
2009-07-31,4772.279,4844.673,4749.741,4844.623,881442000,000932.SH,,,,0,1,正常
2009-08-03,4890.814,5005.857,4890.814,5003.478,1101692600,000932.SH,,,,0,1,正常
2009-08-04,5015.976,5105.495,4922.966,5104.208,1719064800,000932.SH,,,,0,1,正常
2009-08-05,5120.73,5218.107,5099.134,5184.854,1709849000,000932.SH,,,,0,1,正常
2009-08-06,5138.965,5166.033,5020.635,5088.63,1107377400,000932.SH,,,,0,1,正常
2009-08-07,5090.177,5141.195,4905.663,4935.444,850776800,000932.SH,,,,0,1,正常
2009-08-10,4991.514,5028.201,4873.044,4953.579,733787000,000932.SH,,,,0,1,正常
2009-08-11,4966.605,5057.587,4930.719,5032.454,671927100,000932.SH,,,,0,1,正常
2009-08-12,5021.292,5065.59,4817.289,4839.358,773784900,000932.SH,,,,0,1,正常
2009-08-13,4832.275,4865.502,4749.598,4801.93,598465200,000932.SH,,,,0,1,正常
2009-08-14,4803.145,4803.331,4570.799,4572.477,687796200,000932.SH,,,,0,1,正常
2009-08-17,4518.209,4551.354,4296.023,4307.801,655259100,000932.SH,,,,0,1,正常
2009-08-18,4280.45,4394.482,4270.979,4383.309,490869300,000932.SH,,,,0,1,正常
2009-08-19,4392.365,4441.765,4220.38,4254.458,614461400,000932.SH,,,,0,1,正常
2009-08-20,4252.696,4396.47,4250.109,4395.555,544233900,000932.SH,,,,0,1,正常
2009-08-21,4398.495,4520.488,4375.042,4518.738,698933600,000932.SH,,,,0,1,正常
2009-08-24,4531.41,4606.417,4489.187,4589.418,712541900,000932.SH,,,,0,1,正常
2009-08-25,4587.356,4587.356,4392.561,4513.856,832573300,000932.SH,,,,0,1,正常
2009-08-26,4483.968,4684.089,4466.723,4659.365,851549900,000932.SH,,,,0,1,正常
2009-08-27,4649.407,4768.456,4630.006,4744.83,965746500,000932.SH,,,,0,1,正常
2009-08-28,4734.301,4757.692,4667.538,4672.491,857540200,000932.SH,,,,0,1,正常
2009-08-31,4612.654,4612.654,4408.137,4415.194,815860300,000932.SH,,,,0,1,正常
2009-09-01,4382.965,4464.074,4334.709,4382.902,572780800,000932.SH,,,,0,1,正常
2009-09-02,4347.07,4384.73,4301.347,4377.417,429703100,000932.SH,,,,0,1,正常
2009-09-03,4370.743,4550.13,4370.743,4547.841,573966500,000932.SH,,,,0,1,正常
2009-09-04,4533.248,4672.018,4507.12,4645.325,840027000,000932.SH,,,,0,1,正常
2009-09-07,4667.228,4849.93,4667.228,4791.376,978667300,000932.SH,,,,0,1,正常
2009-09-08,4768.602,4874.997,4732.551,4851.988,887247200,000932.SH,,,,0,1,正常
2009-09-09,4845.308,4886.228,4722.963,4797.322,1021866900,000932.SH,,,,0,1,正常
2009-09-10,4759.914,4782.361,4694.098,4753.716,784272300,000932.SH,,,,0,1,正常
2009-09-11,4737.451,4828.781,4735.086,4811.497,847163200,000932.SH,,,,0,1,正常
2009-09-14,4834.775,4946.991,4829.473,4938.94,1203826300,000932.SH,,,,0,1,正常
2009-09-15,4941.131,4960.929,4880.928,4940.52,1024230800,000932.SH,,,,0,1,正常
2009-09-16,4930.096,4933.304,4826.689,4896.639,928464400,000932.SH,,,,0,1,正常
2009-09-17,4895.927,4970.44,4895.927,4962.284,903521800,000932.SH,,,,0,1,正常
2009-09-18,4967.225,4976.689,4795.209,4831.88,830060700,000932.SH,,,,0,1,正常
2009-09-21,4792.845,4890.029,4709.097,4888.933,724122900,000932.SH,,,,0,1,正常
2009-09-22,4875.352,4964.476,4853.302,4853.302,730390400,000932.SH,,,,0,1,正常
2009-09-23,4829.651,4870.603,4695.092,4709.947,575801000,000932.SH,,,,0,1,正常
2009-09-24,4688.988,4698.04,4555.018,4652.587,435395800,000932.SH,,,,0,1,正常
2009-09-25,4647.028,4693.994,4615.383,4657.38,288278000,000932.SH,,,,0,1,正常
2009-09-28,4666.108,4710.264,4561.328,4575.535,348723200,000932.SH,,,,0,1,正常
2009-09-29,4581.483,4598.163,4457.282,4509.756,341271100,000932.SH,,,,0,1,正常
2009-09-30,4524.063,4572.74,4516.422,4544.327,402330400,000932.SH,,,,0,1,正常
2009-10-09,4597.955,4724.664,4597.355,4721.018,458393300,000932.SH,,,,0,1,正常
2009-10-12,4734.317,4794.602,4710.797,4756.024,519846300,000932.SH,,,,0,1,正常
2009-10-13,4751.036,4789.839,4738.976,4787.951,564125800,000932.SH,,,,0,1,正常
2009-10-14,4800.528,4829.632,4761.2,4772.766,744824700,000932.SH,,,,0,1,正常
2009-10-15,4792.43,4806.575,4707.136,4719.332,568778000,000932.SH,,,,0,1,正常
2009-10-16,4734.088,4754.482,4669.659,4737.257,522386000,000932.SH,,,,0,1,正常
2009-10-19,4751.987,4833.926,4741.683,4833.926,716542800,000932.SH,,,,0,1,正常
2009-10-20,4854.29,4971.078,4829.572,4971.003,1066048800,000932.SH,,,,0,1,正常
2009-10-21,4952.907,4952.907,4892.275,4893.573,761617200,000932.SH,,,,0,1,正常
2009-10-22,4887.177,4931.845,4867.013,4914.96,793499000,000932.SH,,,,0,1,正常
2009-10-23,4916.062,4967.138,4915.422,4958.455,896814800,000932.SH,,,,0,1,正常
2009-10-26,4977.544,4982.527,4899.352,4945.546,785916800,000932.SH,,,,0,1,正常
2009-10-27,4916.749,4916.749,4832.527,4832.702,773847500,000932.SH,,,,0,1,正常
2009-10-28,4823.656,4893.237,4813.824,4892.278,644628900,000932.SH,,,,0,1,正常
2009-10-29,4831.927,4889.008,4805.999,4847.287,703373500,000932.SH,,,,0,1,正常
2009-10-30,4901.928,4954.621,4865.228,4919.368,794193000,000932.SH,,,,0,1,正常
2009-11-02,4837.29,5071.876,4819.885,5071.139,911787500,000932.SH,,,,0,1,正常
2009-11-03,5088.431,5161.198,5073.636,5144.746,1084780200,000932.SH,,,,0,1,正常
2009-11-04,5145.108,5231.072,5130.637,5221.61,1085973900,000932.SH,,,,0,1,正常
2009-11-05,5210.872,5247.108,5187.938,5239.155,944356500,000932.SH,,,,0,1,正常
2009-11-06,5266.896,5280.253,5191.613,5203.965,1048964900,000932.SH,,,,0,1,正常
2009-11-09,5209.503,5264.01,5174.914,5263.887,899469100,000932.SH,,,,0,1,正常
2009-11-10,5277.875,5351.7,5270.959,5317.328,1040456000,000932.SH,,,,0,1,正常
2009-11-11,5307.245,5372.58,5282.997,5353.864,813907900,000932.SH,,,,0,1,正常
2009-11-12,5365.353,5478.86,5365.353,5423.72,999521100,000932.SH,,,,0,1,正常
2009-11-13,5419.678,5510.123,5396.349,5506.037,986404700,000932.SH,,,,0,1,正常
2009-11-16,5537.251,5656.474,5537.251,5623.979,1178919700,000932.SH,,,,0,1,正常
2009-11-17,5635.152,5646.642,5564.113,5626.028,1031342300,000932.SH,,,,0,1,正常
2009-11-18,5623.46,5682.429,5600.426,5682.429,1213214800,000932.SH,,,,0,1,正常
2009-11-19,5685.631,5724.929,5659.45,5715.559,1349197300,000932.SH,,,,0,1,正常
2009-11-20,5687.422,5754.377,5666.878,5734.404,1181755600,000932.SH,,,,0,1,正常
2009-11-23,5742.622,5914.426,5742.109,5913.721,1315051500,000932.SH,,,,0,1,正常
2009-11-24,5940.689,5964.212,5623.868,5644.46,1671655500,000932.SH,,,,0,1,正常
2009-11-25,5621.587,5859.145,5599.541,5854.496,1257499100,000932.SH,,,,0,1,正常
2009-11-26,5860.107,5871.497,5532.003,5556.764,1446791200,000932.SH,,,,0,1,正常
2009-11-27,5482.464,5596.143,5397.999,5443.099,1003417100,000932.SH,,,,0,1,正常
2009-11-30,5501.311,5783.752,5501.311,5781.714,952040400,000932.SH,,,,0,1,正常
2009-12-01,5777.933,5963.942,5753.853,5932.463,1178714100,000932.SH,,,,0,1,正常
2009-12-02,5939.605,5952.638,5879.82,5925.205,1083161700,000932.SH,,,,0,1,正常
2009-12-03,5911.264,5980.427,5865.243,5968.064,1133252000,000932.SH,,,,0,1,正常
2009-12-04,5963.443,5963.708,5694.076,5815.359,1225986400,000932.SH,,,,0,1,正常
2009-12-07,5890.318,5947.227,5868.12,5938.362,947607900,000932.SH,,,,0,1,正常
2009-12-08,5935.161,5938.029,5815.723,5879.025,834325800,000932.SH,,,,0,1,正常
2009-12-09,5828.458,5876.816,5791.939,5812.729,724220400,000932.SH,,,,0,1,正常
2009-12-10,5836.699,5896.68,5820.755,5896.087,648870500,000932.SH,,,,0,1,正常
2009-12-11,5913.93,5993.421,5904.605,5928.923,768275900,000932.SH,,,,0,1,正常
2009-12-14,5927.739,5928.912,5783.17,5882.477,592922200,000932.SH,,,,0,1,正常
2009-12-15,5879.668,5915.667,5864.867,5895.825,516973500,000932.SH,,,,0,1,正常
2009-12-16,5877.444,5893.795,5823.082,5836.839,466005700,000932.SH,,,,0,1,正常
2009-12-17,5837.528,5846.361,5642.323,5651.635,547036500,000932.SH,,,,0,1,正常
2009-12-18,5607.023,5619.743,5469.789,5473.43,508298500,000932.SH,,,,0,1,正常
2009-12-21,5468.644,5592.128,5468.451,5592.104,415906100,000932.SH,,,,0,1,正常
2009-12-22,5602.161,5621.416,5460.56,5478.491,411536300,000932.SH,,,,0,1,正常
2009-12-23,5476.798,5593.848,5476.798,5593.848,406003200,000932.SH,,,,0,1,正常
2009-12-24,5600.759,5802.84,5596.697,5789.137,584984000,000932.SH,,,,0,1,正常
2009-12-25,5786.549,5813.277,5748.087,5789.614,425056400,000932.SH,,,,0,1,正常
2009-12-28,5813.45,5855.316,5806.54,5854.038,532482000,000932.SH,,,,0,1,正常
2009-12-29,5860.237,5869.646,5782.317,5868.172,582818500,000932.SH,,,,0,1,正常
2009-12-30,5858.694,5858.694,5759.329,5834.203,625475300,000932.SH,,,,0,1,正常
2009-12-31,5837.367,5909.724,5829.209,5909.724,613891600,000932.SH,,,,0,1,正常
2010-01-04,5964.626,5994.664,5922.608,5927.722,856565500,000932.SH,,,,0,1,正常
2010-01-05,5931.776,5962.062,5873.041,5958.501,727226200,000932.SH,,,,0,1,正常
2010-01-06,5946.418,5946.664,5886.38,5887.324,637423900,000932.SH,,,,0,1,正常
2010-01-07,5875.949,5882.352,5707.765,5743.226,747685000,000932.SH,,,,0,1,正常
2010-01-08,5722.303,5788.984,5674.655,5788.824,522791600,000932.SH,,,,0,1,正常
2010-01-11,5825.641,5852.834,5734.429,5761.485,607274300,000932.SH,,,,0,1,正常
2010-01-12,5751.01,5918.931,5741.902,5918.522,705305900,000932.SH,,,,0,1,正常
2010-01-13,5817.129,5971.468,5794.274,5909.942,892909200,000932.SH,,,,0,1,正常
2010-01-14,5914.387,6111.484,5914.298,6096.679,825235500,000932.SH,,,,0,1,正常
2010-01-15,6108.202,6139.381,6075.241,6110.286,652822400,000932.SH,,,,0,1,正常
2010-01-18,6112.546,6226.344,6105.154,6219.037,876484300,000932.SH,,,,0,1,正常
2010-01-19,6228.182,6231.57,6165.508,6188.055,882900100,000932.SH,,,,0,1,正常
2010-01-20,6191.601,6193.943,5975.54,5996.534,858956700,000932.SH,,,,0,1,正常
2010-01-21,5980.935,6033.177,5946.751,6018.873,659844700,000932.SH,,,,0,1,正常
2010-01-22,5959.642,5960.807,5767.881,5855.007,666314500,000932.SH,,,,0,1,正常
2010-01-25,5840.78,5891.375,5815.495,5823.379,599674800,000932.SH,,,,0,1,正常
2010-01-26,5839.516,5862.86,5624.616,5672.783,576951700,000932.SH,,,,0,1,正常
2010-01-27,5674.292,5711.345,5565.112,5621.071,558145800,000932.SH,,,,0,1,正常
2010-01-28,5615.67,5730.013,5581.958,5728.884,567557400,000932.SH,,,,0,1,正常
2010-01-29,5706.611,5861.016,5679.909,5814.601,655783200,000932.SH,,,,0,1,正常
2010-02-01,5837.831,5871.866,5768.101,5811.776,821924200,000932.SH,,,,0,1,正常
2010-02-02,5819.757,5852.393,5726.4,5728.859,488321300,000932.SH,,,,0,1,正常
2010-02-03,5720.845,5747.995,5571.485,5741.065,587759500,000932.SH,,,,0,1,正常
2010-02-04,5734.569,5844.415,5708.843,5808.897,712324500,000932.SH,,,,0,1,正常
2010-02-05,5735.142,5778.969,5693.395,5739.996,914999400,000932.SH,,,,0,1,正常
2010-02-08,5725.169,5788.207,5722.029,5766.248,627859100,000932.SH,,,,0,1,正常
2010-02-09,5760.694,5785.674,5719.329,5747.901,320855300,000932.SH,,,,0,1,正常
2010-02-10,5775.866,5795.847,5744.693,5791.662,262535100,000932.SH,,,,0,1,正常
2010-02-11,5795.481,5826.352,5773.53,5785.963,321525700,000932.SH,,,,0,1,正常
2010-02-12,5793.889,5832.609,5786.785,5832.056,267025000,000932.SH,,,,0,1,正常
2010-02-22,5831.257,5867.583,5815.088,5825.149,404256700,000932.SH,,,,0,1,正常
2010-02-23,5822.458,5827.584,5738.358,5826.439,502128800,000932.SH,,,,0,1,正常
2010-02-24,5809.181,5910.771,5790.25,5910.002,799137700,000932.SH,,,,0,1,正常
2010-02-25,5910.713,5978.184,5910.16,5975.7,851106100,000932.SH,,,,0,1,正常
2010-02-26,5968.282,5994.746,5937.321,5947.884,708393900,000932.SH,,,,0,1,正常
2010-03-01,5944.405,5998.322,5941.146,5991.212,845107200,000932.SH,,,,0,1,正常
2010-03-02,6008.854,6017.32,5937.129,5977.495,797328100,000932.SH,,,,0,1,正常
2010-03-03,5981.355,6063.689,5940.667,6063.333,1177002200,000932.SH,,,,0,1,正常
2010-03-04,6068.121,6068.121,5820.705,5847.762,1005849400,000932.SH,,,,0,1,正常
2010-03-05,5850.656,5890.408,5803.561,5844.63,695072700,000932.SH,,,,0,1,正常
2010-03-08,5858.446,5872.57,5831.079,5852.635,479511700,000932.SH,,,,0,1,正常
2010-03-09,5864.108,5865.21,5811.318,5851.267,551572500,000932.SH,,,,0,1,正常
2010-03-10,5857.937,5875.829,5779.097,5799.977,607687900,000932.SH,,,,0,1,正常
2010-03-11,5793.937,5812.564,5716.212,5752.069,479336100,000932.SH,,,,0,1,正常
2010-03-12,5756.618,5775.707,5686.166,5690.723,449726000,000932.SH,,,,0,1,正常
2010-03-15,5688.021,5694.409,5602.638,5628.213,405859000,000932.SH,,,,0,1,正常
2010-03-16,5632.167,5653.772,5595.1,5639.669,360408300,000932.SH,,,,0,1,正常
2010-03-17,5646.265,5767.2,5646.265,5767.2,510402600,000932.SH,,,,0,1,正常
2010-03-18,5776.593,5789.279,5741.873,5763.214,493285500,000932.SH,,,,0,1,正常
2010-03-19,5773.604,5787.758,5734.458,5787.659,512896200,000932.SH,,,,0,1,正常
2010-03-22,5806.085,5812.766,5762.863,5788.078,493976200,000932.SH,,,,0,1,正常
2010-03-23,5800.395,5840.395,5786.912,5792.13,829195300,000932.SH,,,,0,1,正常
2010-03-24,5798.921,5833.478,5793.279,5822.309,741276900,000932.SH,,,,0,1,正常
2010-03-25,5815.202,5815.202,5723.459,5724.815,575417000,000932.SH,,,,0,1,正常
2010-03-26,5714.411,5791.099,5704.272,5785.311,465343300,000932.SH,,,,0,1,正常
2010-03-29,5814.217,5855.79,5807.349,5855.487,580586100,000932.SH,,,,0,1,正常
2010-03-30,5866.512,5873.111,5835.153,5853.836,585928700,000932.SH,,,,0,1,正常
2010-03-31,5857.883,5857.883,5811.299,5826.908,500805300,000932.SH,,,,0,1,正常
2010-04-01,5826.455,5897.647,5826.058,5896.546,661129300,000932.SH,,,,0,1,正常
2010-04-02,5895.429,5897.39,5835.386,5860.034,571927800,000932.SH,,,,0,1,正常
2010-04-06,5862.732,5875.833,5837.569,5875.366,594256400,000932.SH,,,,0,1,正常
2010-04-07,5870.632,5879.282,5844.97,5875.019,549299300,000932.SH,,,,0,1,正常
2010-04-08,5869.059,5878.963,5833.571,5842.89,596168700,000932.SH,,,,0,1,正常
2010-04-09,5844.85,5921.328,5842.441,5921.328,632125800,000932.SH,,,,0,1,正常
2010-04-12,5930.119,5967.743,5916.248,5960.375,831836400,000932.SH,,,,0,1,正常
2010-04-13,5960.059,6008.376,5843.053,5973.484,864296900,000932.SH,,,,0,1,正常
2010-04-14,5969.598,6092.224,5950.158,6091.501,847798600,000932.SH,,,,0,1,正常
2010-04-15,6094.283,6132.374,6021.528,6075.009,706197900,000932.SH,,,,0,1,正常
2010-04-16,6066.038,6104.589,6015.502,6065.321,575976900,000932.SH,,,,0,1,正常
2010-04-19,6023.936,6062.581,5884.039,5888.577,769511200,000932.SH,,,,0,1,正常
2010-04-20,5889.657,6002.536,5812.328,6002.536,788115200,000932.SH,,,,0,1,正常
2010-04-21,6004.24,6172.052,5990.251,6163.604,828791200,000932.SH,,,,0,1,正常
2010-04-22,6140.18,6272.946,6095.992,6218.107,894125700,000932.SH,,,,0,1,正常
2010-04-23,6220.611,6271.277,6148.455,6174.764,726799900,000932.SH,,,,0,1,正常
2010-04-26,6147.472,6165.748,6089.246,6098.52,627021100,000932.SH,,,,0,1,正常
2010-04-27,6067.256,6068.366,5839.733,5919.176,684656400,000932.SH,,,,0,1,正常
2010-04-28,5861.721,5949.971,5823.861,5894.103,534121700,000932.SH,,,,0,1,正常
2010-04-29,5910.382,5951.836,5754.123,5760.128,573189400,000932.SH,,,,0,1,正常
2010-04-30,5741.333,5749.233,5534.152,5629.079,523452800,000932.SH,,,,0,1,正常
2010-05-04,5545.787,5714.773,5510.264,5667.001,371131900,000932.SH,,,,0,1,正常
2010-05-05,5619.14,5841.451,5610.241,5840.642,571856800,000932.SH,,,,0,1,正常
2010-05-06,5834.609,5863.34,5710.716,5714.472,591286700,000932.SH,,,,0,1,正常
2010-05-07,5604.879,5813.564,5575.217,5713.312,747029700,000932.SH,,,,0,1,正常
2010-05-10,5708.727,5790.673,5568.418,5640.407,628405900,000932.SH,,,,0,1,正常
2010-05-11,5721.581,5748.495,5468.79,5483.656,547059700,000932.SH,,,,0,1,正常
2010-05-12,5437.829,5470.995,5228.236,5327.563,537084300,000932.SH,,,,0,1,正常
2010-05-13,5316.396,5460.239,5261.09,5458.134,438927500,000932.SH,,,,0,1,正常
2010-05-14,5423.471,5544.482,5391.008,5498.727,428364100,000932.SH,,,,0,1,正常
2010-05-17,5438.645,5462.965,5226.819,5227.483,469384400,000932.SH,,,,0,1,正常
2010-05-18,5218.53,5290.737,5144.918,5272.418,414827700,000932.SH,,,,0,1,正常
2010-05-19,5256.504,5346.065,5216.013,5290.722,395013100,000932.SH,,,,0,1,正常
2010-05-20,5254.439,5332.323,5166.678,5183.327,424910700,000932.SH,,,,0,1,正常
2010-05-21,5064.691,5276.087,5038.397,5274.808,443939300,000932.SH,,,,0,1,正常
2010-05-24,5306.982,5478.867,5306.733,5472.376,619338000,000932.SH,,,,0,1,正常
2010-05-25,5450.891,5476.969,5376.327,5408.043,544103800,000932.SH,,,,0,1,正常
2010-05-26,5400.083,5429.052,5350.114,5395.871,347010500,000932.SH,,,,0,1,正常
2010-05-27,5392.394,5507.843,5353.18,5499.821,489769800,000932.SH,,,,0,1,正常
2010-05-28,5528.587,5556.999,5487.812,5522.557,532105500,000932.SH,,,,0,1,正常
2010-05-31,5513.413,5591.715,5423.436,5424.913,500283400,000932.SH,,,,0,1,正常
2010-06-01,5376.144,5411.773,5240.411,5353.095,447435300,000932.SH,,,,0,1,正常
2010-06-02,5332.676,5372.057,5249.916,5371.493,344806900,000932.SH,,,,0,1,正常
2010-06-03,5397.071,5461.093,5364.83,5367.393,482771200,000932.SH,,,,0,1,正常
2010-06-04,5345.29,5451.912,5327.591,5443.535,502961600,000932.SH,,,,0,1,正常
2010-06-07,5347.193,5494.973,5327.45,5482.638,489664300,000932.SH,,,,0,1,正常
2010-06-08,5466.229,5530.261,5458.747,5520.02,424732400,000932.SH,,,,0,1,正常
2010-06-09,5532.153,5612.34,5531.479,5612.34,557967100,000932.SH,,,,0,1,正常
2010-06-10,5599.308,5701.087,5587.438,5648.105,515522800,000932.SH,,,,0,1,正常
2010-06-11,5688.281,5697.352,5590.654,5592.782,404944000,000932.SH,,,,0,1,正常
2010-06-17,5609.377,5628.12,5481.735,5482.054,281124300,000932.SH,,,,0,1,正常
2010-06-18,5457.717,5461.079,5263.243,5293.243,351267800,000932.SH,,,,0,1,正常
2010-06-21,5285.583,5435.102,5248.103,5435.066,339381000,000932.SH,,,,0,1,正常
2010-06-22,5429.975,5470.041,5408.843,5456.46,434740500,000932.SH,,,,0,1,正常
2010-06-23,5434.409,5492.203,5388.367,5449.476,389482500,000932.SH,,,,0,1,正常
2010-06-24,5442.742,5475.688,5413.538,5441.382,285149800,000932.SH,,,,0,1,正常
2010-06-25,5427.25,5433.845,5341.768,5394.925,273374200,000932.SH,,,,0,1,正常
2010-06-28,5389.328,5398.895,5282.874,5294.49,245014600,000932.SH,,,,0,1,正常
2010-06-29,5289.537,5313.159,5069.544,5075.518,389657500,000932.SH,,,,0,1,正常
2010-06-30,5040.076,5044.609,4971.07,5035.549,288736800,000932.SH,,,,0,1,正常
2010-07-01,5030.422,5056.638,4946.449,4953.995,214938000,000932.SH,,,,0,1,正常
2010-07-02,4946.716,4960.571,4725.216,4871.327,311080400,000932.SH,,,,0,1,正常
2010-07-05,4816.07,4877.435,4771.46,4850.716,238810200,000932.SH,,,,0,1,正常
2010-07-06,4838.561,4969.2,4832.928,4968.683,275593000,000932.SH,,,,0,1,正常
2010-07-07,4971.913,5034.208,4954.181,5033.32,295710500,000932.SH,,,,0,1,正常
2010-07-08,5041.739,5052.275,4979.13,5011.559,248515400,000932.SH,,,,0,1,正常
2010-07-09,5013.213,5188.7,4995.821,5163.757,438179600,000932.SH,,,,0,1,正常
2010-07-12,5165.175,5203.373,5146.793,5178.826,369559600,000932.SH,,,,0,1,正常
2010-07-13,5157.093,5157.093,5077.417,5130.835,330603800,000932.SH,,,,0,1,正常
2010-07-14,5124.164,5185.092,5120.8,5142.377,334025100,000932.SH,,,,0,1,正常
2010-07-15,5145.042,5191.162,5074.68,5084.502,285444900,000932.SH,,,,0,1,正常
2010-07-16,5059.517,5124.355,5030.587,5116.321,282269800,000932.SH,,,,0,1,正常
2010-07-19,5077.671,5209.752,5064.367,5207.954,378727800,000932.SH,,,,0,1,正常
2010-07-20,5203.925,5294.78,5202.89,5291.929,533485500,000932.SH,,,,0,1,正常
2010-07-21,5294.7,5362.914,5278.439,5307.507,482487400,000932.SH,,,,0,1,正常
2010-07-22,5301.815,5358.646,5291.749,5357.56,495087800,000932.SH,,,,0,1,正常
2010-07-23,5359.425,5402.449,5347.619,5398.82,529560800,000932.SH,,,,0,1,正常
2010-07-26,5404.376,5492.501,5404.376,5487.366,518089100,000932.SH,,,,0,1,正常
2010-07-27,5481.291,5587.835,5453.058,5564.711,592147100,000932.SH,,,,0,1,正常
2010-07-28,5561.571,5646.729,5543.805,5633.44,658173500,000932.SH,,,,0,1,正常
2010-07-29,5637.921,5648.72,5548.1,5590.978,571348200,000932.SH,,,,0,1,正常
2010-07-30,5576.323,5593.078,5528.834,5577.265,455218600,000932.SH,,,,0,1,正常
2010-08-02,5583.374,5759.058,5583.126,5734.492,614922700,000932.SH,,,,0,1,正常
2010-08-03,5734.811,5750.89,5639.193,5640.781,568669700,000932.SH,,,,0,1,正常
2010-08-04,5623.338,5736.316,5623.218,5735.972,608753300,000932.SH,,,,0,1,正常
2010-08-05,5743.466,5883.346,5733.553,5840.268,775154300,000932.SH,,,,0,1,正常
2010-08-06,5836.053,5966.174,5835.433,5965.567,903459900,000932.SH,,,,0,1,正常
2010-08-09,5980.373,6085.513,5977.29,6030.098,966361200,000932.SH,,,,0,1,正常
2010-08-10,6029.569,6031.811,5833.999,5835.805,805865300,000932.SH,,,,0,1,正常
2010-08-11,5824.868,5934.448,5824.868,5893.985,524867000,000932.SH,,,,0,1,正常
2010-08-12,5849.215,5965.94,5819.073,5864.11,565685900,000932.SH,,,,0,1,正常
2010-08-13,5862.433,5955.604,5827.133,5951.298,470744100,000932.SH,,,,0,1,正常
2010-08-16,5961.103,6084.825,5949.745,6074.157,705896400,000932.SH,,,,0,1,正常
2010-08-17,6081.122,6103.379,6039.96,6081.234,635233400,000932.SH,,,,0,1,正常
2010-08-18,6080.614,6088.046,6008.05,6045.324,560456500,000932.SH,,,,0,1,正常
2010-08-19,6041.796,6071.862,6008.308,6032.228,611897700,000932.SH,,,,0,1,正常
2010-08-20,6006.643,6014.483,5867.894,5886.003,591157700,000932.SH,,,,0,1,正常
2010-08-23,5882.799,5932.85,5877.188,5915.845,405242300,000932.SH,,,,0,1,正常
2010-08-24,5904.337,6004.268,5870.028,5980.172,517920400,000932.SH,,,,0,1,正常
2010-08-25,5951.049,6002.952,5892.449,5894.853,469525300,000932.SH,,,,0,1,正常
2010-08-26,5900.363,5937.367,5859.866,5919.707,353217700,000932.SH,,,,0,1,正常
2010-08-27,5916.659,5990.584,5906.945,5985.757,370134700,000932.SH,,,,0,1,正常
2010-08-30,6014.81,6226.206,6014.81,6203.72,687264700,000932.SH,,,,0,1,正常
2010-08-31,6185.469,6235.099,6164.321,6223.296,553595000,000932.SH,,,,0,1,正常
2010-09-01,6225.643,6268.155,6074.398,6145.524,570523900,000932.SH,,,,0,1,正常
2010-09-02,6179.202,6286.596,6173.246,6266.839,595933100,000932.SH,,,,0,1,正常
2010-09-03,6273.496,6347.091,6261.135,6316.877,781437500,000932.SH,,,,0,1,正常
2010-09-06,6354.723,6410.072,6310.179,6327.416,620346300,000932.SH,,,,0,1,正常
2010-09-07,6336.68,6344.527,6256.936,6330.871,522590600,000932.SH,,,,0,1,正常
2010-09-08,6306.47,6380.546,6295.009,6374.528,547501300,000932.SH,,,,0,1,正常
2010-09-09,6397.358,6435.873,6326.36,6334.343,655493200,000932.SH,,,,0,1,正常
2010-09-10,6336.701,6474.935,6284.171,6461.733,712945400,000932.SH,,,,0,1,正常
2010-09-13,6470.123,6550.172,6467.34,6516.762,725167500,000932.SH,,,,0,1,正常
