证券代码,交易日期,收盘价
000300.SH,2013-08-19,2331.43
000300.SH,2013-08-20,2312.465
000300.SH,2013-08-21,2308.589
000300.SH,2013-08-22,2303.932
000300.SH,2013-08-23,2286.929
000300.SH,2013-08-26,2335.616
000300.SH,2013-08-27,2340.881
000300.SH,2013-08-28,2328.056
000300.SH,2013-08-29,2318.311
000300.SH,2013-08-30,2313.91
000300.SH,2013-09-02,2320.344
000300.SH,2013-09-03,2354.502
000300.SH,2013-09-04,2350.699
000300.SH,2013-09-05,2341.735
000300.SH,2013-09-06,2357.782
000300.SH,2013-09-09,2440.609
000300.SH,2013-09-10,2474.894
000300.SH,2013-09-11,2482.889
000300.SH,2013-09-12,2507.455
000300.SH,2013-09-13,2488.902
000300.SH,2013-09-16,2478.39
000300.SH,2013-09-17,2427.322
000300.SH,2013-09-18,2432.51
000300.SH,2013-09-23,2472.288
000300.SH,2013-09-24,2443.885
000300.SH,2013-09-25,2429.03
000300.SH,2013-09-26,2384.443
000300.SH,2013-09-27,2394.971
000300.SH,2013-09-30,2409.037
000300.SH,2013-10-08,2441.811
000300.SH,2013-10-09,2453.583
000300.SH,2013-10-10,2429.317
000300.SH,2013-10-11,2468.508
000300.SH,2013-10-14,2472.542
000300.SH,2013-10-15,2467.517
000300.SH,2013-10-16,2421.371
000300.SH,2013-10-17,2413.33
000300.SH,2013-10-18,2426.054
000300.SH,2013-10-21,2471.322
000300.SH,2013-10-22,2445.891
000300.SH,2013-10-23,2418.491
000300.SH,2013-10-24,2400.511
000300.SH,2013-10-25,2368.559
000300.SH,2013-10-28,2365.954
000300.SH,2013-10-29,2372.053
000300.SH,2013-10-30,2407.471
000300.SH,2013-10-31,2373.718
000300.SH,2013-11-01,2384.96
000300.SH,2013-11-04,2380.454
000300.SH,2013-11-05,2383.769
000300.SH,2013-11-06,2353.568
000300.SH,2013-11-07,2340.552
000300.SH,2013-11-08,2307.945
000300.SH,2013-11-11,2315.889
000300.SH,2013-11-12,2340.0
000300.SH,2013-11-13,2288.116
000300.SH,2013-11-14,2304.501
000300.SH,2013-11-15,2350.734
000300.SH,2013-11-18,2428.903
000300.SH,2013-11-19,2412.163
000300.SH,2013-11-20,2424.85
000300.SH,2013-11-21,2409.989
000300.SH,2013-11-22,2397.962
000300.SH,2013-11-25,2388.629
000300.SH,2013-11-26,2387.416
000300.SH,2013-11-27,2414.481
000300.SH,2013-11-28,2439.53
000300.SH,2013-11-29,2438.944
000300.SH,2013-12-02,2418.788
000300.SH,2013-12-03,2442.784
000300.SH,2013-12-04,2475.135
000300.SH,2013-12-05,2468.197
000300.SH,2013-12-06,2452.287
000300.SH,2013-12-09,2450.872
000300.SH,2013-12-10,2453.322
000300.SH,2013-12-11,2412.763
000300.SH,2013-12-12,2410.015
000300.SH,2013-12-13,2406.639
000300.SH,2013-12-16,2367.923
000300.SH,2013-12-17,2356.376
000300.SH,2013-12-18,2357.226
000300.SH,2013-12-19,2332.41
000300.SH,2013-12-20,2278.136
000300.SH,2013-12-23,2284.602
000300.SH,2013-12-24,2288.248
000300.SH,2013-12-25,2305.11
000300.SH,2013-12-26,2265.334
000300.SH,2013-12-27,2303.478
000300.SH,2013-12-30,2299.458
000300.SH,2013-12-31,2330.026
000300.SH,2014-01-02,2321.978
000300.SH,2014-01-03,2290.779
000300.SH,2014-01-06,2238.637
000300.SH,2014-01-07,2238.001
000300.SH,2014-01-08,2241.911
000300.SH,2014-01-09,2222.221
000300.SH,2014-01-10,2204.851
000300.SH,2014-01-13,2193.679
000300.SH,2014-01-14,2212.846
000300.SH,2014-01-15,2208.941
000300.SH,2014-01-16,2211.844
000300.SH,2014-01-17,2178.488
000300.SH,2014-01-20,2165.993
000300.SH,2014-01-21,2187.41
000300.SH,2014-01-22,2243.796
000300.SH,2014-01-23,2231.889
000300.SH,2014-01-24,2245.678
000300.SH,2014-01-27,2215.919
000300.SH,2014-01-28,2219.855
000300.SH,2014-01-29,2227.781
000300.SH,2014-01-30,2202.45
000300.SH,2014-02-07,2212.483
000300.SH,2014-02-10,2267.534
000300.SH,2014-02-11,2285.562
000300.SH,2014-02-12,2291.246
000300.SH,2014-02-13,2279.554
000300.SH,2014-02-14,2295.575
000300.SH,2014-02-17,2311.647
000300.SH,2014-02-18,2282.442
000300.SH,2014-02-19,2308.656
000300.SH,2014-02-20,2287.436
000300.SH,2014-02-21,2264.294
000300.SH,2014-02-24,2214.509
000300.SH,2014-02-25,2157.909
000300.SH,2014-02-26,2163.405
000300.SH,2014-02-27,2154.108
000300.SH,2014-02-28,2178.971
000300.SH,2014-03-03,2190.37
000300.SH,2014-03-04,2184.273
000300.SH,2014-03-05,2163.976
000300.SH,2014-03-06,2173.634
000300.SH,2014-03-07,2168.358
000300.SH,2014-03-10,2097.787
000300.SH,2014-03-11,2108.661
000300.SH,2014-03-12,2114.134
000300.SH,2014-03-13,2140.333
000300.SH,2014-03-14,2122.836
000300.SH,2014-03-17,2143.038
000300.SH,2014-03-18,2138.133
000300.SH,2014-03-19,2120.87
000300.SH,2014-03-20,2086.967
000300.SH,2014-03-21,2158.798
000300.SH,2014-03-24,2176.554
000300.SH,2014-03-25,2174.44
000300.SH,2014-03-26,2171.047
000300.SH,2014-03-27,2155.707
000300.SH,2014-03-28,2151.965
000300.SH,2014-03-31,2146.305
000300.SH,2014-04-01,2163.115
000300.SH,2014-04-02,2180.727
000300.SH,2014-04-03,2165.008
000300.SH,2014-04-04,2185.472
000300.SH,2014-04-08,2237.316
000300.SH,2014-04-09,2238.62
000300.SH,2014-04-10,2273.761
000300.SH,2014-04-11,2270.666
000300.SH,2014-04-14,2268.613
000300.SH,2014-04-15,2229.463
000300.SH,2014-04-16,2232.526
000300.SH,2014-04-17,2224.803
000300.SH,2014-04-18,2224.479
000300.SH,2014-04-21,2187.248
000300.SH,2014-04-22,2196.795
000300.SH,2014-04-23,2194.668
000300.SH,2014-04-24,2190.474
000300.SH,2014-04-25,2167.826
000300.SH,2014-04-28,2134.969
000300.SH,2014-04-29,2158.47
000300.SH,2014-04-30,2158.659
000300.SH,2014-05-05,2156.47
000300.SH,2014-05-06,2157.328
000300.SH,2014-05-07,2137.316
000300.SH,2014-05-08,2135.496
000300.SH,2014-05-09,2133.911
000300.SH,2014-05-12,2180.054
000300.SH,2014-05-13,2174.852
000300.SH,2014-05-14,2172.372
000300.SH,2014-05-15,2144.084
000300.SH,2014-05-16,2145.952
000300.SH,2014-05-19,2115.143
000300.SH,2014-05-20,2115.771
000300.SH,2014-05-21,2135.905
000300.SH,2014-05-22,2130.868
000300.SH,2014-05-23,2148.414
000300.SH,2014-05-26,2155.976
000300.SH,2014-05-27,2147.28
000300.SH,2014-05-28,2169.352
000300.SH,2014-05-29,2155.164
000300.SH,2014-05-30,2156.464
000300.SH,2014-06-03,2149.918
000300.SH,2014-06-04,2128.274
000300.SH,2014-06-05,2150.602
000300.SH,2014-06-06,2134.716
000300.SH,2014-06-09,2134.281
000300.SH,2014-06-10,2161.268
000300.SH,2014-06-11,2160.766
000300.SH,2014-06-12,2153.41
000300.SH,2014-06-13,2176.242
000300.SH,2014-06-16,2191.855
000300.SH,2014-06-17,2169.674
000300.SH,2014-06-18,2160.239
000300.SH,2014-06-19,2126.907
000300.SH,2014-06-20,2136.729
000300.SH,2014-06-23,2134.11
000300.SH,2014-06-24,2144.821
000300.SH,2014-06-25,2133.371
000300.SH,2014-06-26,2149.076
000300.SH,2014-06-27,2150.258
000300.SH,2014-06-30,2165.118
000300.SH,2014-07-01,2164.559
000300.SH,2014-07-02,2170.867
000300.SH,2014-07-03,2180.192
000300.SH,2014-07-04,2178.695
000300.SH,2014-07-07,2176.289
000300.SH,2014-07-08,2180.473
000300.SH,2014-07-09,2148.71
000300.SH,2014-07-10,2142.847
000300.SH,2014-07-11,2148.009
000300.SH,2014-07-14,2171.758
000300.SH,2014-07-15,2174.976
000300.SH,2014-07-16,2170.868
000300.SH,2014-07-17,2157.068
000300.SH,2014-07-18,2164.144
000300.SH,2014-07-21,2166.295
000300.SH,2014-07-22,2192.698
000300.SH,2014-07-23,2197.833
000300.SH,2014-07-24,2237.015
000300.SH,2014-07-25,2260.454
000300.SH,2014-07-28,2323.897
000300.SH,2014-07-29,2331.369
000300.SH,2014-07-30,2322.011
000300.SH,2014-07-31,2350.251
000300.SH,2014-08-01,2329.402
000300.SH,2014-08-04,2375.62
000300.SH,2014-08-05,2369.353
000300.SH,2014-08-06,2363.221
000300.SH,2014-08-07,2327.457
000300.SH,2014-08-08,2331.134
000300.SH,2014-08-11,2365.349
000300.SH,2014-08-12,2357.052
000300.SH,2014-08-13,2358.901
000300.SH,2014-08-14,2335.945
000300.SH,2014-08-15,2360.635
000300.SH,2014-08-18,2374.562
000300.SH,2014-08-19,2374.768
000300.SH,2014-08-20,2366.14
000300.SH,2014-08-21,2354.244
000300.SH,2014-08-22,2365.364
000300.SH,2014-08-25,2342.863
000300.SH,2014-08-26,2324.092
000300.SH,2014-08-27,2327.595
000300.SH,2014-08-28,2311.278
000300.SH,2014-08-29,2338.287
000300.SH,2014-09-01,2355.317
000300.SH,2014-09-02,2386.46
000300.SH,2014-09-03,2408.838
000300.SH,2014-09-04,2426.224
000300.SH,2014-09-05,2449.259
000300.SH,2014-09-09,2445.224
000300.SH,2014-09-10,2432.433
000300.SH,2014-09-11,2423.454
000300.SH,2014-09-12,2438.358
000300.SH,2014-09-15,2437.189
000300.SH,2014-09-16,2388.765
000300.SH,2014-09-17,2401.326
000300.SH,2014-09-18,2408.664
000300.SH,2014-09-19,2425.211
000300.SH,2014-09-22,2378.92
000300.SH,2014-09-23,2399.462
000300.SH,2014-09-24,2441.864
000300.SH,2014-09-25,2436.965
000300.SH,2014-09-26,2437.201
000300.SH,2014-09-29,2447.799
000300.SH,2014-09-30,2450.988
000300.SH,2014-10-08,2478.383
000300.SH,2014-10-09,2481.955
000300.SH,2014-10-10,2466.789
000300.SH,2014-10-13,2454.946
000300.SH,2014-10-14,2446.562
000300.SH,2014-10-15,2463.874
000300.SH,2014-10-16,2444.395
000300.SH,2014-10-17,2441.732
000300.SH,2014-10-20,2454.711
000300.SH,2014-10-21,2433.391
000300.SH,2014-10-22,2418.641
000300.SH,2014-10-23,2395.936
000300.SH,2014-10-24,2390.706
000300.SH,2014-10-27,2368.832
000300.SH,2014-10-28,2416.653
000300.SH,2014-10-29,2451.384
000300.SH,2014-10-30,2468.925
000300.SH,2014-10-31,2508.325
000300.SH,2014-11-03,2512.548
000300.SH,2014-11-04,2513.172
000300.SH,2014-11-05,2503.448
000300.SH,2014-11-06,2506.067
000300.SH,2014-11-07,2502.153
000300.SH,2014-11-10,2565.73
000300.SH,2014-11-11,2558.612
000300.SH,2014-11-12,2594.318
000300.SH,2014-11-13,2579.75
000300.SH,2014-11-14,2581.093
000300.SH,2014-11-17,2567.101
000300.SH,2014-11-18,2541.416
000300.SH,2014-11-19,2537.223
000300.SH,2014-11-20,2537.099
000300.SH,2014-11-21,2583.455
000300.SH,2014-11-24,2649.258
000300.SH,2014-11-25,2685.561
000300.SH,2014-11-26,2723.018
000300.SH,2014-11-27,2754.49
000300.SH,2014-11-28,2808.819
000300.SH,2014-12-01,2819.812
000300.SH,2014-12-02,2923.94
000300.SH,2014-12-03,2967.549
000300.SH,2014-12-04,3104.351
000300.SH,2014-12-05,3124.885
000300.SH,2014-12-08,3252.881
000300.SH,2014-12-09,3106.913
000300.SH,2014-12-10,3221.546
000300.SH,2014-12-11,3183.012
000300.SH,2014-12-12,3193.227
000300.SH,2014-12-15,3217.228
000300.SH,2014-12-16,3303.402
000300.SH,2014-12-17,3360.598
000300.SH,2014-12-18,3345.927
000300.SH,2014-12-19,3383.167
000300.SH,2014-12-22,3394.481
000300.SH,2014-12-23,3324.924
000300.SH,2014-12-24,3230.385
000300.SH,2014-12-25,3335.419
000300.SH,2014-12-26,3445.839
000300.SH,2014-12-29,3455.455
000300.SH,2014-12-30,3457.554
000300.SH,2014-12-31,3533.705
000300.SH,2015-01-05,3641.541
000300.SH,2015-01-06,3641.059
000300.SH,2015-01-07,3643.79
000300.SH,2015-01-08,3559.259
000300.SH,2015-01-09,3546.723
000300.SH,2015-01-12,3513.576
000300.SH,2015-01-13,3514.04
000300.SH,2015-01-14,3502.423
000300.SH,2015-01-15,3604.121
000300.SH,2015-01-16,3635.146
000300.SH,2015-01-19,3355.155
000300.SH,2015-01-20,3396.222
000300.SH,2015-01-21,3548.885
000300.SH,2015-01-22,3567.613
000300.SH,2015-01-23,3571.732
000300.SH,2015-01-26,3607.985
000300.SH,2015-01-27,3574.931
000300.SH,2015-01-28,3525.323
000300.SH,2015-01-29,3481.798
000300.SH,2015-01-30,3434.39
000300.SH,2015-02-02,3353.96
000300.SH,2015-02-03,3437.445
000300.SH,2015-02-04,3401.768
000300.SH,2015-02-05,3366.946
000300.SH,2015-02-06,3312.42
000300.SH,2015-02-09,3345.921
000300.SH,2015-02-10,3406.943
000300.SH,2015-02-11,3434.124
000300.SH,2015-02-12,3442.874
000300.SH,2015-02-13,3469.828
000300.SH,2015-02-16,3499.483
000300.SH,2015-02-17,3522.322
000300.SH,2015-02-25,3478.729
000300.SH,2015-02-26,3566.295
000300.SH,2015-02-27,3572.843
000300.SH,2015-03-02,3601.265
000300.SH,2015-03-03,3507.9
000300.SH,2015-03-04,3530.822
000300.SH,2015-03-05,3496.344
000300.SH,2015-03-06,3478.52
000300.SH,2015-03-09,3537.75
000300.SH,2015-03-10,3520.611
000300.SH,2015-03-11,3524.653
000300.SH,2015-03-12,3592.844
000300.SH,2015-03-13,3617.657
000300.SH,2015-03-16,3705.671
000300.SH,2015-03-17,3757.122
000300.SH,2015-03-18,3846.055
000300.SH,2015-03-19,3839.739
000300.SH,2015-03-20,3892.574
000300.SH,2015-03-23,3972.061
000300.SH,2015-03-24,3973.046
000300.SH,2015-03-25,3940.412
000300.SH,2015-03-26,3949.999
000300.SH,2015-03-27,3971.697
000300.SH,2015-03-30,4088.178
000300.SH,2015-03-31,4051.204
000300.SH,2015-04-01,4123.895
000300.SH,2015-04-02,4124.776
000300.SH,2015-04-03,4170.538
000300.SH,2015-04-07,4260.044
000300.SH,2015-04-08,4295.803
000300.SH,2015-04-09,4262.138
000300.SH,2015-04-10,4344.416
000300.SH,2015-04-13,4421.073
000300.SH,2015-04-14,4438.184
000300.SH,2015-04-15,4380.513
000300.SH,2015-04-16,4513.546
000300.SH,2015-04-17,4596.136
000300.SH,2015-04-20,4521.919
000300.SH,2015-04-21,4619.164
000300.SH,2015-04-22,4739.814
000300.SH,2015-04-23,4740.892
000300.SH,2015-04-24,4702.641
000300.SH,2015-04-27,4807.592
000300.SH,2015-04-28,4741.861
000300.SH,2015-04-29,4774.326
000300.SH,2015-04-30,4749.886
000300.SH,2015-05-04,4787.741
000300.SH,2015-05-05,4596.837
000300.SH,2015-05-06,4553.327
000300.SH,2015-05-07,4470.089
000300.SH,2015-05-08,4558.404
000300.SH,2015-05-11,4690.532
000300.SH,2015-05-12,4747.421
000300.SH,2015-05-13,4718.436
000300.SH,2015-05-14,4700.778
000300.SH,2015-05-15,4617.47
000300.SH,2015-05-18,4575.14
000300.SH,2015-05-19,4731.222
000300.SH,2015-05-20,4754.919
000300.SH,2015-05-21,4840.976
000300.SH,2015-05-22,4951.335
000300.SH,2015-05-25,5099.495
000300.SH,2015-05-26,5198.918
000300.SH,2015-05-27,5181.434
000300.SH,2015-05-28,4834.007
000300.SH,2015-05-29,4840.829
000300.SH,2015-06-01,5076.179
000300.SH,2015-06-02,5161.87
000300.SH,2015-06-03,5143.59
000300.SH,2015-06-04,5181.416
000300.SH,2015-06-05,5230.552
000300.SH,2015-06-08,5353.751
000300.SH,2015-06-09,5317.461
000300.SH,2015-06-10,5309.112
000300.SH,2015-06-11,5306.59
000300.SH,2015-06-12,5335.115
000300.SH,2015-06-15,5221.167
000300.SH,2015-06-16,5064.821
000300.SH,2015-06-17,5138.831
000300.SH,2015-06-18,4930.549
000300.SH,2015-06-19,4637.052
000300.SH,2015-06-23,4786.091
000300.SH,2015-06-24,4880.126
000300.SH,2015-06-25,4706.516
000300.SH,2015-06-26,4336.195
000300.SH,2015-06-29,4191.549
000300.SH,2015-06-30,4472.998
000300.SH,2015-07-01,4253.021
000300.SH,2015-07-02,4107.996
000300.SH,2015-07-03,3885.917
000300.SH,2015-07-06,3998.537
000300.SH,2015-07-07,3928.003
000300.SH,2015-07-08,3663.038
000300.SH,2015-07-09,3897.626
000300.SH,2015-07-10,4106.556
000300.SH,2015-07-13,4211.812
000300.SH,2015-07-14,4112.149
000300.SH,2015-07-15,3966.759
000300.SH,2015-07-16,3997.356
000300.SH,2015-07-17,4151.496
000300.SH,2015-07-20,4160.612
000300.SH,2015-07-21,4166.006
000300.SH,2015-07-22,4157.16
000300.SH,2015-07-23,4250.805
000300.SH,2015-07-24,4176.279
000300.SH,2015-07-27,3818.731
000300.SH,2015-07-28,3811.093
000300.SH,2015-07-29,3930.379
000300.SH,2015-07-30,3815.412
000300.SH,2015-07-31,3816.699
000300.SH,2015-08-03,3829.235
000300.SH,2015-08-04,3948.155
000300.SH,2015-08-05,3866.9
000300.SH,2015-08-06,3831.852
000300.SH,2015-08-07,3906.945
000300.SH,2015-08-10,4084.365
000300.SH,2015-08-11,4066.669
000300.SH,2015-08-12,4016.126
000300.SH,2015-08-13,4075.463
000300.SH,2015-08-14,4073.54
000300.SH,2015-08-17,4077.872
000300.SH,2015-08-18,3825.412
000300.SH,2015-08-19,3886.136
000300.SH,2015-08-20,3761.454
000300.SH,2015-08-21,3589.536
000300.SH,2015-08-24,3275.534
000300.SH,2015-08-25,3042.927
000300.SH,2015-08-26,3025.692
000300.SH,2015-08-27,3205.638
000300.SH,2015-08-28,3342.286
000300.SH,2015-08-31,3366.536
000300.SH,2015-09-01,3362.083
000300.SH,2015-09-02,3365.832
000300.SH,2015-09-07,3250.485
000300.SH,2015-09-08,3334.023
000300.SH,2015-09-09,3399.305
000300.SH,2015-09-10,3357.561
000300.SH,2015-09-11,3347.188
000300.SH,2015-09-14,3281.132
000300.SH,2015-09-15,3152.232
000300.SH,2015-09-16,3309.248
000300.SH,2015-09-17,3236.999
000300.SH,2015-09-18,3251.273
000300.SH,2015-09-21,3308.247
000300.SH,2015-09-22,3339.03
000300.SH,2015-09-23,3263.028
000300.SH,2015-09-24,3284.999
000300.SH,2015-09-25,3231.951
000300.SH,2015-09-28,3242.752
000300.SH,2015-09-29,3178.854
000300.SH,2015-09-30,3202.948
000300.SH,2015-10-08,3296.482
000300.SH,2015-10-09,3340.116
000300.SH,2015-10-12,3447.693
000300.SH,2015-10-13,3445.043
000300.SH,2015-10-14,3406.112
000300.SH,2015-10-15,3486.815
000300.SH,2015-10-16,3534.065
000300.SH,2015-10-19,3534.182
000300.SH,2015-10-20,3577.703
000300.SH,2015-10-21,3473.254
000300.SH,2015-10-22,3524.534
000300.SH,2015-10-23,3571.241
000300.SH,2015-10-26,3589.261
000300.SH,2015-10-27,3592.879
000300.SH,2015-10-28,3524.92
000300.SH,2015-10-29,3533.307
000300.SH,2015-10-30,3534.079
000300.SH,2015-11-02,3475.962
000300.SH,2015-11-03,3465.493
000300.SH,2015-11-04,3628.538
000300.SH,2015-11-05,3705.97
000300.SH,2015-11-06,3793.374
000300.SH,2015-11-09,3840.355
000300.SH,2015-11-10,3833.238
000300.SH,2015-11-11,3833.646
000300.SH,2015-11-12,3795.324
000300.SH,2015-11-13,3746.242
000300.SH,2015-11-16,3764.126
000300.SH,2015-11-17,3758.387
000300.SH,2015-11-18,3715.58
000300.SH,2015-11-19,3774.969
000300.SH,2015-11-20,3774.383
000300.SH,2015-11-23,3753.335
000300.SH,2015-11-24,3753.889
000300.SH,2015-11-25,3781.607
000300.SH,2015-11-26,3759.429
000300.SH,2015-11-27,3556.992
000300.SH,2015-11-30,3566.412
000300.SH,2015-12-01,3591.696
000300.SH,2015-12-02,3721.955
000300.SH,2015-12-03,3749.299
000300.SH,2015-12-04,3677.592
000300.SH,2015-12-07,3687.607
000300.SH,2015-12-08,3623.02
000300.SH,2015-12-09,3635.938
000300.SH,2015-12-10,3623.084
000300.SH,2015-12-11,3608.059
000300.SH,2015-12-14,3711.322
000300.SH,2015-12-15,3694.389
000300.SH,2015-12-16,3685.44
000300.SH,2015-12-17,3755.888
000300.SH,2015-12-18,3767.913
000300.SH,2015-12-21,3865.965
000300.SH,2015-12-22,3876.733
000300.SH,2015-12-23,3866.381
000300.SH,2015-12-24,3829.402
000300.SH,2015-12-25,3838.201
000300.SH,2015-12-28,3727.632
000300.SH,2015-12-29,3761.875
000300.SH,2015-12-30,3765.175
000300.SH,2015-12-31,3731.005
000300.SH,2016-01-04,3469.066
000300.SH,2016-01-05,3478.78
000300.SH,2016-01-06,3539.808
000300.SH,2016-01-07,3294.384
000300.SH,2016-01-08,3361.563
000300.SH,2016-01-11,3192.45
000300.SH,2016-01-12,3215.71
000300.SH,2016-01-13,3155.879
000300.SH,2016-01-14,3221.571
000300.SH,2016-01-15,3118.73
000300.SH,2016-01-18,3130.729
000300.SH,2016-01-19,3223.125
000300.SH,2016-01-20,3174.378
000300.SH,2016-01-21,3081.345
000300.SH,2016-01-22,3113.463
000300.SH,2016-01-25,3128.886
000300.SH,2016-01-26,2940.509
000300.SH,2016-01-27,2930.352
000300.SH,2016-01-28,2853.756
000300.SH,2016-01-29,2946.09
000300.SH,2016-02-01,2901.048
000300.SH,2016-02-02,2961.334
000300.SH,2016-02-03,2948.639
000300.SH,2016-02-04,2984.76
000300.SH,2016-02-05,2963.789
000300.SH,2016-02-15,2946.707
000300.SH,2016-02-16,3037.035
000300.SH,2016-02-17,3063.32
000300.SH,2016-02-18,3053.699
000300.SH,2016-02-19,3051.585
000300.SH,2016-02-22,3118.868
000300.SH,2016-02-23,3089.363
000300.SH,2016-02-24,3109.545
000300.SH,2016-02-25,2918.75
000300.SH,2016-02-26,2948.031
000300.SH,2016-02-29,2877.467
000300.SH,2016-03-01,2930.694
000300.SH,2016-03-02,3051.333
000300.SH,2016-03-03,3058.422
000300.SH,2016-03-04,3093.89
000300.SH,2016-03-07,3104.84
000300.SH,2016-03-08,3107.673
000300.SH,2016-03-09,3071.907
000300.SH,2016-03-10,3013.146
000300.SH,2016-03-11,3018.284
000300.SH,2016-03-14,3065.69
000300.SH,2016-03-15,3074.78
000300.SH,2016-03-16,3090.033
000300.SH,2016-03-17,3124.204
000300.SH,2016-03-18,3171.963
000300.SH,2016-03-21,3249.437
000300.SH,2016-03-22,3225.79
000300.SH,2016-03-23,3236.092
000300.SH,2016-03-24,3181.851
000300.SH,2016-03-25,3197.817
000300.SH,2016-03-28,3169.728
000300.SH,2016-03-29,3135.41
000300.SH,2016-03-30,3216.275
000300.SH,2016-03-31,3218.088
000300.SH,2016-04-01,3221.895
000300.SH,2016-04-05,3264.486
000300.SH,2016-04-06,3257.528
000300.SH,2016-04-07,3209.29
000300.SH,2016-04-08,3185.726
000300.SH,2016-04-11,3230.096
000300.SH,2016-04-12,3218.45
000300.SH,2016-04-13,3261.383
000300.SH,2016-04-14,3275.832
000300.SH,2016-04-15,3272.205
000300.SH,2016-04-18,3228.453
000300.SH,2016-04-19,3238.303
000300.SH,2016-04-20,3181.026
000300.SH,2016-04-21,3160.603
000300.SH,2016-04-22,3174.901
000300.SH,2016-04-25,3162.033
000300.SH,2016-04-26,3179.161
000300.SH,2016-04-27,3165.916
000300.SH,2016-04-28,3160.581
000300.SH,2016-04-29,3156.745
000300.SH,2016-05-03,3213.54
000300.SH,2016-05-04,3209.461
000300.SH,2016-05-05,3213.92
000300.SH,2016-05-06,3130.354
000300.SH,2016-05-09,3065.615
000300.SH,2016-05-10,3069.112
000300.SH,2016-05-11,3082.809
000300.SH,2016-05-12,3090.137
000300.SH,2016-05-13,3074.935
000300.SH,2016-05-16,3095.309
000300.SH,2016-05-17,3086.025
000300.SH,2016-05-18,3068.036
000300.SH,2016-05-19,3062.5
000300.SH,2016-05-20,3078.218
000300.SH,2016-05-23,3087.223
000300.SH,2016-05-24,3063.556
000300.SH,2016-05-25,3059.226
000300.SH,2016-05-26,3064.211
000300.SH,2016-05-27,3062.499
000300.SH,2016-05-30,3066.71
000300.SH,2016-05-31,3169.56
000300.SH,2016-06-01,3160.547
000300.SH,2016-06-02,3167.1
000300.SH,2016-06-03,3189.326
000300.SH,2016-06-06,3178.788
000300.SH,2016-06-07,3177.054
000300.SH,2016-06-08,3163.986
000300.SH,2016-06-13,3066.341
000300.SH,2016-06-14,3075.983
000300.SH,2016-06-15,3116.368
000300.SH,2016-06-16,3094.675
000300.SH,2016-06-17,3110.357
000300.SH,2016-06-20,3112.674
000300.SH,2016-06-21,3106.318
000300.SH,2016-06-22,3133.961
000300.SH,2016-06-23,3117.317
000300.SH,2016-06-24,3077.155
000300.SH,2016-06-27,3120.544
000300.SH,2016-06-28,3136.401
000300.SH,2016-06-29,3151.39
000300.SH,2016-06-30,3153.921
000300.SH,2016-07-01,3154.2
000300.SH,2016-07-04,3204.696
000300.SH,2016-07-05,3207.383
000300.SH,2016-07-06,3216.804
000300.SH,2016-07-07,3209.954
000300.SH,2016-07-08,3192.28
000300.SH,2016-07-11,3203.33
000300.SH,2016-07-12,3273.182
000300.SH,2016-07-13,3282.868
000300.SH,2016-07-14,3276.764
000300.SH,2016-07-15,3276.278
000300.SH,2016-07-18,3262.022
000300.SH,2016-07-19,3248.234
000300.SH,2016-07-20,3237.605
000300.SH,2016-07-21,3252.523
000300.SH,2016-07-22,3225.162
000300.SH,2016-07-25,3230.885
000300.SH,2016-07-26,3269.588
000300.SH,2016-07-27,3218.243
000300.SH,2016-07-28,3221.137
000300.SH,2016-07-29,3203.93
000300.SH,2016-08-01,3176.809
000300.SH,2016-08-02,3189.053
000300.SH,2016-08-03,3193.507
000300.SH,2016-08-04,3201.289
000300.SH,2016-08-05,3205.11
000300.SH,2016-08-08,3234.183
000300.SH,2016-08-09,3256.981
000300.SH,2016-08-10,3243.341
000300.SH,2016-08-11,3233.36
000300.SH,2016-08-12,3294.234
000300.SH,2016-08-15,3393.424
000300.SH,2016-08-16,3378.245
000300.SH,2016-08-17,3373.048
000300.SH,2016-08-18,3364.485
000300.SH,2016-08-19,3365.02
000300.SH,2016-08-22,3336.795
000300.SH,2016-08-23,3341.83
000300.SH,2016-08-24,3329.863
000300.SH,2016-08-25,3308.972
000300.SH,2016-08-26,3307.09
000300.SH,2016-08-29,3307.781
000300.SH,2016-08-30,3311.987
000300.SH,2016-08-31,3327.794
000300.SH,2016-09-01,3301.577
000300.SH,2016-09-02,3314.114
000300.SH,2016-09-05,3319.68
000300.SH,2016-09-06,3342.626
000300.SH,2016-09-07,3340.817
000300.SH,2016-09-08,3339.564
000300.SH,2016-09-09,3318.044
000300.SH,2016-09-12,3262.604
000300.SH,2016-09-13,3260.333
000300.SH,2016-09-14,3238.73
000300.SH,2016-09-19,3263.124
000300.SH,2016-09-20,3257.403
000300.SH,2016-09-21,3266.636
000300.SH,2016-09-22,3291.121
000300.SH,2016-09-23,3275.667
000300.SH,2016-09-26,3220.284
000300.SH,2016-09-27,3240.755
000300.SH,2016-09-28,3230.89
000300.SH,2016-09-29,3244.387
000300.SH,2016-09-30,3253.285
000300.SH,2016-10-10,3293.869
000300.SH,2016-10-11,3306.557
000300.SH,2016-10-12,3300.01
000300.SH,2016-10-13,3302.646
000300.SH,2016-10-14,3305.848
000300.SH,2016-10-17,3277.879
000300.SH,2016-10-18,3321.332
000300.SH,2016-10-19,3316.241
000300.SH,2016-10-20,3318.604
000300.SH,2016-10-21,3327.74
000300.SH,2016-10-24,3367.578
000300.SH,2016-10-25,3367.455
000300.SH,2016-10-26,3354.8
