证券代码,交易日期,收盘价
000300.SH,2016-10-27,3345.695
000300.SH,2016-10-28,3340.126
000300.SH,2016-10-31,3336.278
000300.SH,2016-11-01,3359.052
000300.SH,2016-11-02,3333.352
000300.SH,2016-11-03,3365.085
000300.SH,2016-11-04,3354.175
000300.SH,2016-11-07,3356.592
000300.SH,2016-11-08,3371.118
000300.SH,2016-11-09,3353.055
000300.SH,2016-11-10,3390.612
000300.SH,2016-11-11,3417.221
000300.SH,2016-11-14,3430.248
000300.SH,2016-11-15,3429.87
000300.SH,2016-11-16,3429.592
000300.SH,2016-11-17,3436.535
000300.SH,2016-11-18,3417.455
000300.SH,2016-11-21,3441.111
000300.SH,2016-11-22,3468.364
000300.SH,2016-11-23,3474.729
000300.SH,2016-11-24,3488.74
000300.SH,2016-11-25,3521.298
000300.SH,2016-11-28,3535.081
000300.SH,2016-11-29,3564.04
000300.SH,2016-11-30,3538.001
000300.SH,2016-12-01,3565.036
000300.SH,2016-12-02,3528.955
000300.SH,2016-12-05,3469.407
000300.SH,2016-12-06,3459.153
000300.SH,2016-12-07,3475.747
000300.SH,2016-12-08,3470.143
000300.SH,2016-12-09,3493.7
000300.SH,2016-12-12,3409.179
000300.SH,2016-12-13,3405.036
000300.SH,2016-12-14,3378.945
000300.SH,2016-12-15,3340.434
000300.SH,2016-12-16,3346.031
000300.SH,2016-12-19,3328.983
000300.SH,2016-12-20,3309.064
000300.SH,2016-12-21,3338.536
000300.SH,2016-12-22,3335.672
000300.SH,2016-12-23,3307.599
000300.SH,2016-12-26,3322.401
000300.SH,2016-12-27,3316.385
000300.SH,2016-12-28,3301.889
000300.SH,2016-12-29,3297.765
000300.SH,2016-12-30,3310.081
000300.SH,2017-01-03,3342.227
000300.SH,2017-01-04,3368.312
000300.SH,2017-01-05,3367.789
000300.SH,2017-01-06,3347.667
000300.SH,2017-01-09,3363.901
000300.SH,2017-01-10,3358.272
000300.SH,2017-01-11,3334.495
000300.SH,2017-01-12,3317.624
000300.SH,2017-01-13,3319.912
000300.SH,2017-01-16,3319.446
000300.SH,2017-01-17,3326.356
000300.SH,2017-01-18,3339.365
000300.SH,2017-01-19,3329.289
000300.SH,2017-01-20,3354.889
000300.SH,2017-01-23,3364.081
000300.SH,2017-01-24,3364.451
000300.SH,2017-01-25,3375.904
000300.SH,2017-01-26,3387.961
000300.SH,2017-02-03,3364.492
000300.SH,2017-02-06,3373.205
000300.SH,2017-02-07,3365.685
000300.SH,2017-02-08,3383.288
000300.SH,2017-02-09,3396.292
000300.SH,2017-02-10,3413.487
000300.SH,2017-02-13,3436.275
000300.SH,2017-02-14,3435.804
000300.SH,2017-02-15,3421.713
000300.SH,2017-02-16,3440.933
000300.SH,2017-02-17,3421.442
000300.SH,2017-02-20,3471.393
000300.SH,2017-02-21,3482.823
000300.SH,2017-02-22,3489.757
000300.SH,2017-02-23,3473.324
000300.SH,2017-02-24,3473.852
000300.SH,2017-02-27,3446.223
000300.SH,2017-02-28,3452.81
000300.SH,2017-03-01,3458.438
000300.SH,2017-03-02,3435.096
000300.SH,2017-03-03,3427.863
000300.SH,2017-03-06,3446.484
000300.SH,2017-03-07,3453.957
000300.SH,2017-03-08,3448.731
000300.SH,2017-03-09,3426.944
000300.SH,2017-03-10,3427.892
000300.SH,2017-03-13,3458.098
000300.SH,2017-03-14,3456.693
000300.SH,2017-03-15,3463.644
000300.SH,2017-03-16,3481.507
000300.SH,2017-03-17,3445.805
000300.SH,2017-03-20,3449.613
000300.SH,2017-03-21,3466.347
000300.SH,2017-03-22,3450.05
000300.SH,2017-03-23,3461.978
000300.SH,2017-03-24,3489.6
000300.SH,2017-03-27,3478.039
000300.SH,2017-03-28,3469.809
000300.SH,2017-03-29,3465.193
000300.SH,2017-03-30,3436.758
000300.SH,2017-03-31,3456.046
000300.SH,2017-04-05,3503.893
000300.SH,2017-04-06,3514.047
000300.SH,2017-04-07,3517.463
000300.SH,2017-04-10,3505.139
000300.SH,2017-04-11,3517.328
000300.SH,2017-04-12,3509.439
000300.SH,2017-04-13,3514.566
000300.SH,2017-04-14,3486.505
000300.SH,2017-04-17,3479.942
000300.SH,2017-04-18,3462.743
000300.SH,2017-04-19,3445.876
000300.SH,2017-04-20,3461.548
000300.SH,2017-04-21,3466.787
000300.SH,2017-04-24,3431.259
000300.SH,2017-04-25,3440.974
000300.SH,2017-04-26,3445.183
000300.SH,2017-04-27,3446.72
000300.SH,2017-04-28,3439.753
000300.SH,2017-05-02,3426.577
000300.SH,2017-05-03,3413.128
000300.SH,2017-05-04,3404.386
000300.SH,2017-05-05,3382.55
000300.SH,2017-05-08,3358.813
000300.SH,2017-05-09,3352.532
000300.SH,2017-05-10,3337.701
000300.SH,2017-05-11,3356.646
000300.SH,2017-05-12,3385.379
000300.SH,2017-05-15,3399.194
000300.SH,2017-05-16,3428.649
000300.SH,2017-05-17,3409.966
000300.SH,2017-05-18,3398.113
000300.SH,2017-05-19,3403.849
000300.SH,2017-05-22,3411.239
000300.SH,2017-05-23,3424.194
000300.SH,2017-05-24,3424.167
000300.SH,2017-05-25,3485.658
000300.SH,2017-05-26,3480.435
000300.SH,2017-05-31,3492.885
000300.SH,2017-06-01,3497.738
000300.SH,2017-06-02,3486.507
000300.SH,2017-06-05,3468.754
000300.SH,2017-06-06,3492.882
000300.SH,2017-06-07,3533.872
000300.SH,2017-06-08,3560.979
000300.SH,2017-06-09,3576.17
000300.SH,2017-06-12,3574.389
000300.SH,2017-06-13,3582.267
000300.SH,2017-06-14,3535.299
000300.SH,2017-06-15,3528.793
000300.SH,2017-06-16,3518.761
000300.SH,2017-06-19,3553.665
000300.SH,2017-06-20,3546.494
000300.SH,2017-06-21,3587.955
000300.SH,2017-06-22,3590.343
000300.SH,2017-06-23,3622.883
000300.SH,2017-06-26,3668.092
000300.SH,2017-06-27,3674.715
000300.SH,2017-06-28,3646.167
000300.SH,2017-06-29,3668.828
000300.SH,2017-06-30,3666.798
000300.SH,2017-07-03,3650.846
000300.SH,2017-07-04,3619.984
000300.SH,2017-07-05,3659.68
000300.SH,2017-07-06,3660.097
000300.SH,2017-07-07,3655.929
000300.SH,2017-07-10,3653.687
000300.SH,2017-07-11,3670.809
000300.SH,2017-07-12,3658.824
000300.SH,2017-07-13,3686.921
000300.SH,2017-07-14,3703.094
000300.SH,2017-07-17,3663.558
000300.SH,2017-07-18,3667.181
000300.SH,2017-07-19,3729.747
000300.SH,2017-07-20,3747.884
000300.SH,2017-07-21,3728.598
000300.SH,2017-07-24,3743.469
000300.SH,2017-07-25,3719.559
000300.SH,2017-07-26,3705.388
000300.SH,2017-07-27,3712.195
000300.SH,2017-07-28,3721.891
000300.SH,2017-07-31,3737.873
000300.SH,2017-08-01,3770.383
000300.SH,2017-08-02,3760.853
000300.SH,2017-08-03,3727.826
000300.SH,2017-08-04,3707.58
000300.SH,2017-08-07,3726.795
000300.SH,2017-08-08,3732.213
000300.SH,2017-08-09,3731.044
000300.SH,2017-08-10,3715.921
000300.SH,2017-08-11,3647.35
000300.SH,2017-08-14,3694.683
000300.SH,2017-08-15,3706.057
000300.SH,2017-08-16,3701.421
000300.SH,2017-08-17,3721.277
000300.SH,2017-08-18,3724.675
000300.SH,2017-08-21,3740.994
000300.SH,2017-08-22,3752.298
000300.SH,2017-08-23,3756.088
000300.SH,2017-08-24,3734.646
000300.SH,2017-08-25,3795.754
000300.SH,2017-08-28,3842.712
000300.SH,2017-08-29,3834.538
000300.SH,2017-08-30,3834.301
000300.SH,2017-08-31,3822.093
000300.SH,2017-09-01,3830.538
000300.SH,2017-09-04,3845.616
000300.SH,2017-09-05,3857.046
000300.SH,2017-09-06,3849.45
000300.SH,2017-09-07,3829.871
000300.SH,2017-09-08,3825.99
000300.SH,2017-09-11,3825.645
000300.SH,2017-09-12,3837.934
000300.SH,2017-09-13,3842.606
000300.SH,2017-09-14,3829.955
000300.SH,2017-09-15,3831.297
000300.SH,2017-09-18,3843.143
000300.SH,2017-09-19,3832.116
000300.SH,2017-09-20,3842.435
000300.SH,2017-09-21,3837.818
000300.SH,2017-09-22,3837.73
000300.SH,2017-09-25,3817.792
000300.SH,2017-09-26,3820.782
000300.SH,2017-09-27,3821.2
000300.SH,2017-09-28,3822.539
000300.SH,2017-09-29,3836.501
000300.SH,2017-10-09,3882.208
000300.SH,2017-10-10,3889.864
000300.SH,2017-10-11,3902.687
000300.SH,2017-10-12,3912.954
000300.SH,2017-10-13,3921.002
000300.SH,2017-10-16,3913.446
000300.SH,2017-10-17,3913.069
000300.SH,2017-10-18,3944.163
000300.SH,2017-10-19,3931.25
000300.SH,2017-10-20,3926.852
000300.SH,2017-10-23,3930.798
000300.SH,2017-10-24,3959.395
000300.SH,2017-10-25,3976.949
000300.SH,2017-10-26,3993.575
000300.SH,2017-10-27,4021.968
000300.SH,2017-10-30,4009.722
000300.SH,2017-10-31,4006.718
000300.SH,2017-11-01,3996.622
000300.SH,2017-11-02,3997.134
000300.SH,2017-11-03,3992.698
000300.SH,2017-11-06,4020.89
000300.SH,2017-11-07,4054.247
000300.SH,2017-11-08,4048.006
000300.SH,2017-11-09,4075.9
000300.SH,2017-11-10,4111.911
000300.SH,2017-11-13,4128.073
000300.SH,2017-11-14,4099.351
000300.SH,2017-11-15,4073.67
000300.SH,2017-11-16,4105.012
000300.SH,2017-11-17,4120.851
000300.SH,2017-11-20,4143.833
000300.SH,2017-11-21,4217.702
000300.SH,2017-11-22,4227.567
000300.SH,2017-11-23,4102.397
000300.SH,2017-11-24,4104.203
000300.SH,2017-11-27,4049.948
000300.SH,2017-11-28,4055.824
000300.SH,2017-11-29,4053.753
000300.SH,2017-11-30,4006.099
000300.SH,2017-12-01,3998.137
000300.SH,2017-12-04,4018.857
000300.SH,2017-12-05,4040.17
000300.SH,2017-12-06,4015.821
000300.SH,2017-12-07,3971.057
000300.SH,2017-12-08,4003.379
000300.SH,2017-12-11,4069.5
000300.SH,2017-12-12,4016.016
000300.SH,2017-12-13,4050.093
000300.SH,2017-12-14,4026.152
000300.SH,2017-12-15,3980.856
000300.SH,2017-12-18,3985.291
000300.SH,2017-12-19,4035.329
000300.SH,2017-12-20,4030.49
000300.SH,2017-12-21,4067.849
000300.SH,2017-12-22,4054.598
000300.SH,2017-12-25,4041.54
000300.SH,2017-12-26,4053.622
000300.SH,2017-12-27,3991.208
000300.SH,2017-12-28,4018.897
000300.SH,2017-12-29,4030.855
000300.SH,2018-01-02,4087.401
000300.SH,2018-01-03,4111.393
000300.SH,2018-01-04,4128.812
000300.SH,2018-01-05,4138.751
000300.SH,2018-01-08,4160.16
000300.SH,2018-01-09,4189.298
000300.SH,2018-01-10,4207.813
000300.SH,2018-01-11,4205.586
000300.SH,2018-01-12,4225.001
000300.SH,2018-01-15,4225.239
000300.SH,2018-01-16,4258.473
000300.SH,2018-01-17,4248.116
000300.SH,2018-01-18,4271.417
000300.SH,2018-01-19,4285.395
000300.SH,2018-01-22,4336.597
000300.SH,2018-01-23,4382.613
000300.SH,2018-01-24,4389.885
000300.SH,2018-01-25,4365.079
000300.SH,2018-01-26,4381.3
000300.SH,2018-01-29,4302.018
000300.SH,2018-01-30,4256.102
000300.SH,2018-01-31,4275.899
000300.SH,2018-02-01,4245.898
000300.SH,2018-02-02,4271.233
000300.SH,2018-02-05,4274.146
000300.SH,2018-02-06,4148.886
000300.SH,2018-02-07,4050.497
000300.SH,2018-02-08,4012.047
000300.SH,2018-02-09,3840.653
000300.SH,2018-02-12,3890.105
000300.SH,2018-02-13,3935.632
000300.SH,2018-02-14,3966.961
000300.SH,2018-02-22,4052.733
000300.SH,2018-02-23,4071.089
000300.SH,2018-02-26,4118.419
000300.SH,2018-02-27,4058.981
000300.SH,2018-02-28,4023.642
000300.SH,2018-03-01,4049.086
000300.SH,2018-03-02,4016.461
000300.SH,2018-03-05,4018.097
000300.SH,2018-03-06,4066.565
000300.SH,2018-03-07,4036.654
000300.SH,2018-03-08,4077.6
000300.SH,2018-03-09,4108.865
000300.SH,2018-03-12,4127.666
000300.SH,2018-03-13,4091.253
000300.SH,2018-03-14,4073.345
000300.SH,2018-03-15,4096.163
000300.SH,2018-03-16,4056.423
000300.SH,2018-03-19,4074.248
000300.SH,2018-03-20,4077.704
000300.SH,2018-03-21,4061.05
000300.SH,2018-03-22,4020.349
000300.SH,2018-03-23,3904.936
000300.SH,2018-03-26,3879.893
000300.SH,2018-03-27,3913.269
000300.SH,2018-03-28,3842.716
000300.SH,2018-03-29,3894.05
000300.SH,2018-03-30,3898.498
000300.SH,2018-04-02,3886.919
000300.SH,2018-04-03,3862.48
000300.SH,2018-04-04,3854.863
000300.SH,2018-04-09,3852.929
000300.SH,2018-04-10,3927.173
000300.SH,2018-04-11,3938.343
000300.SH,2018-04-12,3898.635
000300.SH,2018-04-13,3871.144
000300.SH,2018-04-16,3808.863
000300.SH,2018-04-17,3748.641
000300.SH,2018-04-18,3766.282
000300.SH,2018-04-19,3811.843
000300.SH,2018-04-20,3760.854
000300.SH,2018-04-23,3766.326
000300.SH,2018-04-24,3843.489
000300.SH,2018-04-25,3828.702
000300.SH,2018-04-26,3755.494
000300.SH,2018-04-27,3756.877
000300.SH,2018-05-02,3763.646
000300.SH,2018-05-03,3793.0
000300.SH,2018-05-04,3774.598
000300.SH,2018-05-07,3834.188
000300.SH,2018-05-08,3878.677
000300.SH,2018-05-09,3871.615
000300.SH,2018-05-10,3893.057
000300.SH,2018-05-11,3872.838
000300.SH,2018-05-14,3909.293
000300.SH,2018-05-15,3924.098
000300.SH,2018-05-16,3892.844
000300.SH,2018-05-17,3864.051
000300.SH,2018-05-18,3903.064
000300.SH,2018-05-21,3921.242
000300.SH,2018-05-22,3906.208
000300.SH,2018-05-23,3854.583
000300.SH,2018-05-24,3827.217
000300.SH,2018-05-25,3816.498
000300.SH,2018-05-28,3833.26
000300.SH,2018-05-29,3804.009
000300.SH,2018-05-30,3723.372
000300.SH,2018-05-31,3802.376
000300.SH,2018-06-01,3770.589
000300.SH,2018-06-04,3807.578
000300.SH,2018-06-05,3845.316
000300.SH,2018-06-06,3837.351
000300.SH,2018-06-07,3831.013
000300.SH,2018-06-08,3779.616
000300.SH,2018-06-11,3779.982
000300.SH,2018-06-12,3825.953
000300.SH,2018-06-13,3788.339
000300.SH,2018-06-14,3773.366
000300.SH,2018-06-15,3753.434
000300.SH,2018-06-19,3621.117
000300.SH,2018-06-20,3635.444
000300.SH,2018-06-21,3592.965
000300.SH,2018-06-22,3608.905
000300.SH,2018-06-25,3560.478
000300.SH,2018-06-26,3531.111
000300.SH,2018-06-27,3459.262
000300.SH,2018-06-28,3423.526
000300.SH,2018-06-29,3510.985
000300.SH,2018-07-02,3407.964
000300.SH,2018-07-03,3409.28
000300.SH,2018-07-04,3363.747
000300.SH,2018-07-05,3342.438
000300.SH,2018-07-06,3365.123
000300.SH,2018-07-09,3459.184
000300.SH,2018-07-10,3467.516
000300.SH,2018-07-11,3407.53
000300.SH,2018-07-12,3481.056
000300.SH,2018-07-13,3492.69
000300.SH,2018-07-16,3472.086
000300.SH,2018-07-17,3449.377
000300.SH,2018-07-18,3431.323
000300.SH,2018-07-19,3428.343
000300.SH,2018-07-20,3492.894
000300.SH,2018-07-23,3525.75
000300.SH,2018-07-24,3581.706
000300.SH,2018-07-25,3577.752
000300.SH,2018-07-26,3536.246
000300.SH,2018-07-27,3521.227
000300.SH,2018-07-30,3515.079
000300.SH,2018-07-31,3517.657
000300.SH,2018-08-01,3447.388
000300.SH,2018-08-02,3370.958
000300.SH,2018-08-03,3315.284
000300.SH,2018-08-06,3273.273
000300.SH,2018-08-07,3368.87
000300.SH,2018-08-08,3314.508
000300.SH,2018-08-09,3397.53
000300.SH,2018-08-10,3405.019
000300.SH,2018-08-13,3390.344
000300.SH,2018-08-14,3372.914
000300.SH,2018-08-15,3291.976
000300.SH,2018-08-16,3276.728
000300.SH,2018-08-17,3229.62
000300.SH,2018-08-20,3267.25
000300.SH,2018-08-21,3326.649
000300.SH,2018-08-22,3307.955
000300.SH,2018-08-23,3320.026
000300.SH,2018-08-24,3325.335
000300.SH,2018-08-27,3406.574
000300.SH,2018-08-28,3400.171
000300.SH,2018-08-29,3386.574
000300.SH,2018-08-30,3351.094
000300.SH,2018-08-31,3334.504
000300.SH,2018-09-03,3321.825
000300.SH,2018-09-04,3363.898
000300.SH,2018-09-05,3298.141
000300.SH,2018-09-06,3262.881
000300.SH,2018-09-07,3277.644
000300.SH,2018-09-10,3230.068
000300.SH,2018-09-11,3224.212
000300.SH,2018-09-12,3202.025
000300.SH,2018-09-13,3236.566
000300.SH,2018-09-14,3242.09
000300.SH,2018-09-17,3204.922
000300.SH,2018-09-18,3269.432
000300.SH,2018-09-19,3312.482
000300.SH,2018-09-20,3310.126
000300.SH,2018-09-21,3410.486
000300.SH,2018-09-25,3379.804
000300.SH,2018-09-26,3417.241
000300.SH,2018-09-27,3403.59
000300.SH,2018-09-28,3438.865
000300.SH,2018-10-08,3290.899
000300.SH,2018-10-09,3288.691
000300.SH,2018-10-10,3281.598
000300.SH,2018-10-11,3124.114
000300.SH,2018-10-12,3170.726
000300.SH,2018-10-15,3126.452
000300.SH,2018-10-16,3100.974
000300.SH,2018-10-17,3118.246
000300.SH,2018-10-18,3044.392
000300.SH,2018-10-19,3134.946
000300.SH,2018-10-22,3270.273
000300.SH,2018-10-23,3183.426
000300.SH,2018-10-24,3188.202
000300.SH,2018-10-25,3194.308
000300.SH,2018-10-26,3173.635
000300.SH,2018-10-29,3076.889
000300.SH,2018-10-30,3110.261
000300.SH,2018-10-31,3153.823
000300.SH,2018-11-01,3177.034
000300.SH,2018-11-02,3290.246
000300.SH,2018-11-05,3262.835
000300.SH,2018-11-06,3243.15
000300.SH,2018-11-07,3221.91
000300.SH,2018-11-08,3212.774
000300.SH,2018-11-09,3167.444
000300.SH,2018-11-12,3205.141
000300.SH,2018-11-13,3237.382
000300.SH,2018-11-14,3204.943
000300.SH,2018-11-15,3242.372
000300.SH,2018-11-16,3257.674
000300.SH,2018-11-19,3294.603
000300.SH,2018-11-20,3218.408
000300.SH,2018-11-21,3226.492
000300.SH,2018-11-22,3214.427
000300.SH,2018-11-23,3143.475
000300.SH,2018-11-26,3141.243
000300.SH,2018-11-27,3137.241
000300.SH,2018-11-28,3178.933
000300.SH,2018-11-29,3137.654
000300.SH,2018-11-30,3172.69
000300.SH,2018-12-03,3260.95
000300.SH,2018-12-04,3267.71
000300.SH,2018-12-05,3252.004
000300.SH,2018-12-06,3181.673
000300.SH,2018-12-07,3181.565
000300.SH,2018-12-10,3144.763
000300.SH,2018-12-11,3159.816
000300.SH,2018-12-12,3170.609
000300.SH,2018-12-13,3219.692
000300.SH,2018-12-14,3165.911
000300.SH,2018-12-17,3161.197
000300.SH,2018-12-18,3128.427
000300.SH,2018-12-19,3091.126
000300.SH,2018-12-20,3067.417
000300.SH,2018-12-21,3029.395
000300.SH,2018-12-24,3038.198
000300.SH,2018-12-25,3017.282
000300.SH,2018-12-26,3002.033
000300.SH,2018-12-27,2990.506
000300.SH,2018-12-28,3010.654
000300.SH,2019-01-02,2969.535
000300.SH,2019-01-03,2964.842
000300.SH,2019-01-04,3035.874
000300.SH,2019-01-07,3054.303
000300.SH,2019-01-08,3047.704
000300.SH,2019-01-09,3078.476
000300.SH,2019-01-10,3072.686
000300.SH,2019-01-11,3094.778
000300.SH,2019-01-14,3067.785
000300.SH,2019-01-15,3127.99
000300.SH,2019-01-16,3128.652
000300.SH,2019-01-17,3111.417
000300.SH,2019-01-18,3168.174
000300.SH,2019-01-21,3185.636
000300.SH,2019-01-22,3143.317
000300.SH,2019-01-23,3141.053
000300.SH,2019-01-24,3158.782
000300.SH,2019-01-25,3184.47
000300.SH,2019-01-28,3183.778
000300.SH,2019-01-29,3193.97
000300.SH,2019-01-30,3168.483
000300.SH,2019-01-31,3201.633
000300.SH,2019-02-01,3247.397
000300.SH,2019-02-11,3306.473
000300.SH,2019-02-12,3330.335
000300.SH,2019-02-13,3397.028
000300.SH,2019-02-14,3402.14
000300.SH,2019-02-15,3338.705
000300.SH,2019-02-18,3445.745
000300.SH,2019-02-19,3439.608
000300.SH,2019-02-20,3451.927
000300.SH,2019-02-21,3442.706
000300.SH,2019-02-22,3520.118
000300.SH,2019-02-25,3729.483
000300.SH,2019-02-26,3684.694
000300.SH,2019-02-27,3678.392
000300.SH,2019-02-28,3669.37
000300.SH,2019-03-01,3749.714
000300.SH,2019-03-04,3794.104
000300.SH,2019-03-05,3816.013
000300.SH,2019-03-06,3848.09
000300.SH,2019-03-07,3808.85
000300.SH,2019-03-08,3657.579
000300.SH,2019-03-11,3729.955
000300.SH,2019-03-12,3755.352
000300.SH,2019-03-13,3724.194
000300.SH,2019-03-14,3698.486
000300.SH,2019-03-15,3745.005
000300.SH,2019-03-18,3851.748
000300.SH,2019-03-19,3833.963
000300.SH,2019-03-20,3835.44
000300.SH,2019-03-21,3836.891
000300.SH,2019-03-22,3833.801
000300.SH,2019-03-25,3742.825
000300.SH,2019-03-26,3700.439
000300.SH,2019-03-27,3743.388
000300.SH,2019-03-28,3728.395
000300.SH,2019-03-29,3872.341
000300.SH,2019-04-01,3973.928
000300.SH,2019-04-02,3971.285
000300.SH,2019-04-03,4022.157
000300.SH,2019-04-04,4062.231
000300.SH,2019-04-08,4057.229
000300.SH,2019-04-09,4075.43
000300.SH,2019-04-10,4085.847
000300.SH,2019-04-11,3997.578
000300.SH,2019-04-12,3988.617
000300.SH,2019-04-15,3975.524
000300.SH,2019-04-16,4085.789
000300.SH,2019-04-17,4087.24
000300.SH,2019-04-18,4072.075
000300.SH,2019-04-19,4120.608
000300.SH,2019-04-22,4025.611
000300.SH,2019-04-23,4019.005
000300.SH,2019-04-24,4030.089
000300.SH,2019-04-25,3941.816
000300.SH,2019-04-26,3889.275
000300.SH,2019-04-29,3900.334
000300.SH,2019-04-30,3913.211
000300.SH,2019-05-06,3684.617
000300.SH,2019-05-07,3720.668
000300.SH,2019-05-08,3667.457
000300.SH,2019-05-09,3599.7
000300.SH,2019-05-10,3730.451
000300.SH,2019-05-13,3668.726
000300.SH,2019-05-14,3645.15
000300.SH,2019-05-15,3727.092
000300.SH,2019-05-16,3743.964
000300.SH,2019-05-17,3648.761
000300.SH,2019-05-20,3617.792
000300.SH,2019-05-21,3666.776
000300.SH,2019-05-22,3649.38
000300.SH,2019-05-23,3583.965
000300.SH,2019-05-24,3593.914
000300.SH,2019-05-27,3637.197
000300.SH,2019-05-28,3672.261
000300.SH,2019-05-29,3663.909
000300.SH,2019-05-30,3641.183
000300.SH,2019-05-31,3629.789
000300.SH,2019-06-03,3632.013
000300.SH,2019-06-04,3598.467
000300.SH,2019-06-05,3597.105
000300.SH,2019-06-06,3564.678
000300.SH,2019-06-10,3610.744
000300.SH,2019-06-11,3719.276
000300.SH,2019-06-12,3691.096
000300.SH,2019-06-13,3685.393
000300.SH,2019-06-14,3654.88
000300.SH,2019-06-17,3654.825
000300.SH,2019-06-18,3667.619
000300.SH,2019-06-19,3715.938
000300.SH,2019-06-20,3828.518
000300.SH,2019-06-21,3833.938
000300.SH,2019-06-24,3841.266
000300.SH,2019-06-25,3801.31
000300.SH,2019-06-26,3794.331
000300.SH,2019-06-27,3834.817
000300.SH,2019-06-28,3825.587
000300.SH,2019-07-01,3935.812
000300.SH,2019-07-02,3937.169
000300.SH,2019-07-03,3893.534
000300.SH,2019-07-04,3873.102
000300.SH,2019-07-05,3893.203
000300.SH,2019-07-08,3802.79
000300.SH,2019-07-09,3793.13
000300.SH,2019-07-10,3786.739
000300.SH,2019-07-11,3785.221
000300.SH,2019-07-12,3808.731
000300.SH,2019-07-15,3824.188
000300.SH,2019-07-16,3806.845
000300.SH,2019-07-17,3804.638
000300.SH,2019-07-18,3768.402
000300.SH,2019-07-19,3807.955
000300.SH,2019-07-22,3781.683
000300.SH,2019-07-23,3789.914
000300.SH,2019-07-24,3819.833
000300.SH,2019-07-25,3851.067
000300.SH,2019-07-26,3858.569
000300.SH,2019-07-29,3854.27
000300.SH,2019-07-30,3870.318
000300.SH,2019-07-31,3835.359
000300.SH,2019-08-01,3803.469
000300.SH,2019-08-02,3747.438
000300.SH,2019-08-05,3675.688
000300.SH,2019-08-06,3636.329
000300.SH,2019-08-07,3621.431
000300.SH,2019-08-08,3669.294
000300.SH,2019-08-09,3633.53
000300.SH,2019-08-12,3699.105
000300.SH,2019-08-13,3665.752
000300.SH,2019-08-14,3682.402
000300.SH,2019-08-15,3694.001
000300.SH,2019-08-16,3710.539
000300.SH,2019-08-19,3791.095
000300.SH,2019-08-20,3787.732
000300.SH,2019-08-21,3781.758
000300.SH,2019-08-22,3793.506
000300.SH,2019-08-23,3820.864
000300.SH,2019-08-26,3765.911
000300.SH,2019-08-27,3816.946
000300.SH,2019-08-28,3802.584
000300.SH,2019-08-29,3790.187
000300.SH,2019-08-30,3799.586
000300.SH,2019-09-02,3848.32
000300.SH,2019-09-03,3853.611
000300.SH,2019-09-04,3886.001
000300.SH,2019-09-05,3925.323
000300.SH,2019-09-06,3948.508
000300.SH,2019-09-09,3972.948
000300.SH,2019-09-10,3959.265
000300.SH,2019-09-11,3930.1
000300.SH,2019-09-12,3972.38
000300.SH,2019-09-16,3957.715
000300.SH,2019-09-17,3891.221
000300.SH,2019-09-18,3910.084
000300.SH,2019-09-19,3924.382
000300.SH,2019-09-20,3935.651
000300.SH,2019-09-23,3890.662
000300.SH,2019-09-24,3901.076
000300.SH,2019-09-25,3870.984
000300.SH,2019-09-26,3841.139
000300.SH,2019-09-27,3852.653
000300.SH,2019-09-30,3814.528
000300.SH,2019-10-08,3837.679
000300.SH,2019-10-09,3843.239
000300.SH,2019-10-10,3874.639
000300.SH,2019-10-11,3911.725
000300.SH,2019-10-14,3953.241
000300.SH,2019-10-15,3936.25
000300.SH,2019-10-16,3922.685
000300.SH,2019-10-17,3925.222
000300.SH,2019-10-18,3869.378
000300.SH,2019-10-21,3880.84
000300.SH,2019-10-22,3895.881
000300.SH,2019-10-23,3871.085
000300.SH,2019-10-24,3870.668
000300.SH,2019-10-25,3896.792
000300.SH,2019-10-28,3926.585
000300.SH,2019-10-29,3910.226
000300.SH,2019-10-30,3891.226
000300.SH,2019-10-31,3886.752
000300.SH,2019-11-01,3952.387
000300.SH,2019-11-04,3978.122
000300.SH,2019-11-05,4002.813
000300.SH,2019-11-06,3984.882
000300.SH,2019-11-07,3991.875
000300.SH,2019-11-08,3973.011
000300.SH,2019-11-11,3902.978
000300.SH,2019-11-12,3903.689
000300.SH,2019-11-13,3899.982
000300.SH,2019-11-14,3905.857
000300.SH,2019-11-15,3877.089
000300.SH,2019-11-18,3907.929
000300.SH,2019-11-19,3947.039
000300.SH,2019-11-20,3907.864
000300.SH,2019-11-21,3889.598
000300.SH,2019-11-22,3849.995
000300.SH,2019-11-25,3878.206
000300.SH,2019-11-26,3891.653
000300.SH,2019-11-27,3875.619
000300.SH,2019-11-28,3862.303
000300.SH,2019-11-29,3828.671
000300.SH,2019-12-02,3836.059
000300.SH,2019-12-03,3851.087
000300.SH,2019-12-04,3849.819
000300.SH,2019-12-05,3879.364
000300.SH,2019-12-06,3902.385
000300.SH,2019-12-09,3895.447
000300.SH,2019-12-10,3900.384
000300.SH,2019-12-11,3902.749
000300.SH,2019-12-12,3891.024
000300.SH,2019-12-13,3968.221
000300.SH,2019-12-16,3987.546
000300.SH,2019-12-17,4041.8
000300.SH,2019-12-18,4032.783
000300.SH,2019-12-19,4027.15
000300.SH,2019-12-20,4017.253
000300.SH,2019-12-23,3967.096
000300.SH,2019-12-24,3992.958
000300.SH,2019-12-25,3990.867
000300.SH,2019-12-26,4025.988
000300.SH,2019-12-27,4022.028
