date,open,high,low,close,volume,amount
2014-12-17,3329.52,3360.52,3286.4,3346.58,226455086.0,209377189888.0
2014-12-18,3353.2,3372.01,3321.48,3348.44,157838730.0,154545418240.0
2014-12-19,3349.23,3425.68,3314.63,3423.91,187174397.0,168071647232.0
2014-12-22,3452.9,3496.67,3388.83,3439.21,288129728.0,234362753024.0
2014-12-23,3401.58,3438.73,3323.32,3330.99,191542679.0,157382774784.0
2014-12-24,3332.25,3345.55,3235.7,3275.2,153275679.0,136536051712.0
2014-12-25,3294.64,3374.24,3272.53,3373.73,156846326.0,137423138816.0
2014-12-26,3379.13,3439.35,3361.98,3433.28,185923884.0,170756751360.0
2014-12-29,3460.29,3473.96,3382.13,3419.23,211857669.0,202838364160.0
2014-12-30,3413.06,3432.69,3356.8,3383.05,165835494.0,157855145984.0
2014-12-31,3387.77,3455.24,3374.17,3448.81,181606968.0,164770729984.0
