w_stock,w_bond,w_gold,w_cash,entry_count,mean_return,median_return,mean_cagr,median_cagr,cagr_p10,cagr_p90,std_return,mean_maxdd,worst_maxdd,mean_sharpe,mean_calmar,best_return,worst_return,all_positive,positive_rate,win_rate_1m,win_rate_3m,win_rate_6m,win_rate_12m,win_rate_24m,version,version_label
0.45,0.05,0.35,0.15,5897,3.134814529939816,2.4967327413163334,0.1268083362184273,0.1129610127969937,0.1000541793597936,0.2106724688984749,2.353559934615113,0.181048361599617,0.2795629418126978,1.7663034478067745,0.7004113989104198,9.7226750038312,-0.0351446682229731,0,0.988299135153468,0.9918311776718856,0.9953719574905724,1.0,1.0,1.0,sp500,标普500
0.45,0.1,0.4,0.05,5897,3.4153326777098165,2.647354324859591,0.1319511278485388,0.1166113999533522,0.1040119261212958,0.2232823631914084,2.66832037316474,0.1922496109220375,0.2870899036093168,1.7207974523763476,0.6863531593936418,11.044441423938649,-0.0456069334046431,0,0.9869425131422758,0.9904697072838666,0.9948577305450804,1.0,1.0,1.0,sp500,标普500
0.45,0.05,0.4,0.1,5897,3.3932638606256083,2.6752014393304626,0.1328828683299823,0.117054523602375,0.1034904149908592,0.2252820269551925,2.5976336136024143,0.1883192208207685,0.2913644159224711,1.7249534849754404,0.7056256273301633,10.8054445028121,-0.0447171438897386,0,0.9869425131422758,0.9904697072838666,0.9948577305450804,1.0,1.0,1.0,sp500,标普500
0.5000000000000001,0.05,0.35,0.1,5897,3.4591611045128183,2.726274602608625,0.1335397715257907,0.1191316695400301,0.1052900918143906,0.2203613473632518,2.6307011208947397,0.1951478151490591,0.3010687802369095,1.8304560356914583,0.6843006232162501,10.93006923550304,-0.0324069597267391,0,0.9888078684076648,0.9923417290673928,0.9955433664724032,1.0,1.0,1.0,sp500,标普500
0.5000000000000001,0.05,0.4,0.05,5897,3.74264206924761,2.919336142204883,0.1396936639288534,0.1235290981201171,0.1089020597117396,0.2355429417190633,2.9023813350241623,0.2022920356657934,0.3120495604976296,1.7889111186794835,0.6905544425863669,12.144316724144955,-0.0418490013842559,0,0.9877904018992708,0.9913206262763784,0.9952005485087418,1.0,1.0,1.0,sp500,标普500
0.1,0.2,0.4,0.3,5107,1.2879860597837314,1.212029884853385,0.0899329998596473,0.078722763295312,0.0623795673509417,0.1691848812177762,0.8340890996936132,0.1525948002747858,0.1707846582570154,1.2019069805421438,0.5893582199242706,3.501933164136565,-0.0491282970776447,0,0.9841394164871744,0.9882029099488792,0.9938540840602696,1.0,1.0,1.0,nasdaq,纳指100
0.15,0.15,0.4,0.3,5107,1.542980527084933,1.4999832584338564,0.1031402463292415,0.0918706422675432,0.0721250594519788,0.186336034873877,0.9968359513677466,0.1519054437461361,0.174845590528528,1.3903019058641246,0.678976630367567,4.105997454400462,-0.0367652807561581,0,0.9884472292931272,0.9925285096342902,0.9956383822363204,1.0,1.0,1.0,nasdaq,纳指100
0.2,0.15,0.35,0.3,5107,1.6910131923930718,1.6329766544189024,0.1093212975079392,0.0965308484946005,0.078891490789508,0.1864759752763155,1.1234146541968617,0.163962898211224,0.1834893414851013,1.5213823195942175,0.6667441152882458,4.481429206315936,-0.0296053651770256,0,0.9956921871940474,0.9996067636649626,0.999603489294211,1.0,1.0,1.0,nasdaq,纳指100
0.2,0.1,0.4,0.3,5107,1.8632974479244064,1.81810667420846,0.1172086166681063,0.1056017747832884,0.0824896384344557,0.2029627587144392,1.2364099753414812,0.1590393258383501,0.1923602364172545,1.544726846225421,0.7369788324382038,5.007449319023175,-0.0309539298400352,0,0.9945173291560604,0.9986236728273692,0.9990087232355274,1.0,1.0,1.0,nasdaq,纳指100
0.25,0.1,0.35,0.3,5107,2.0036406569184826,1.9523356039570885,0.1228071897797626,0.1096884167596603,0.0892943284286384,0.2030647760084035,1.3476708931292425,0.1714092008881241,0.2053128090909048,1.5905872450119878,0.7164562295574598,5.254004122701573,-0.0334589138635865,0,0.9958879968670452,0.9998033818324812,0.9998017446471056,1.0,1.0,1.0,nasdaq,纳指100
0.25,0.15,0.4,0.2,5107,2.169862107892304,2.0753612159978645,0.1289941631302458,0.11344065730185,0.0918067877106834,0.2226652015804343,1.49357343883911,0.1912491804498416,0.2140430559429017,1.591625397348429,0.674482174652125,5.915593034330647,-0.0355199058327295,0,0.9956921871940474,0.9996067636649626,0.999603489294211,1.0,1.0,1.0,nasdaq,纳指100
0.25,0.1,0.4,0.25,5107,2.1857367491112583,2.13716588106894,0.1306374493494645,0.1170588720718008,0.092467703069677,0.2238575510549414,1.4673003215473577,0.1793493378818663,0.2156955008447363,1.6081787549606543,0.728396607940157,5.820488178275931,-0.0351636921796628,0,0.9956921871940474,0.9996067636649626,0.999603489294211,1.0,1.0,1.0,nasdaq,纳指100
0.25,0.05,0.4,0.3,5107,2.1891919652531224,2.1890912261708424,0.1319211537746465,0.120039039954239,0.0929810526883065,0.2249928997341952,1.4318198687191483,0.168733416893046,0.2235438055227821,1.6165790777510691,0.7818318161497706,5.686652621061505,-0.0348074785265961,0,0.9956921871940474,0.9996067636649626,0.999603489294211,1.0,1.0,1.0,nasdaq,纳指100
