entry_date,end_date,holding_days,total_return_pct,annualized_return_pct
2010-06-01,2010-12-09,126,7.9855,16.6086
2010-06-02,2010-12-10,126,7.9229,16.4735
2010-06-03,2010-12-13,126,8.9892,18.7864
2010-06-04,2010-12-14,126,9.1543,19.1467
2010-06-07,2010-12-15,126,7.0681,14.6358
2010-06-08,2010-12-16,126,6.8331,14.1331
2010-06-09,2010-12-17,126,6.8242,14.1141
2010-06-10,2010-12-20,126,5.7217,11.7708
2010-06-11,2010-12-21,126,5.8578,12.0587
2010-06-17,2010-12-22,126,6.6829,13.8125
2010-06-18,2010-12-23,126,7.5927,15.7619
2010-06-21,2010-12-24,126,5.3331,10.9506
2010-06-22,2010-12-27,126,5.1254,10.5135
2010-06-23,2010-12-28,126,4.591,9.3927
2010-06-24,2010-12-29,126,5.4777,11.2554
2010-06-25,2010-12-30,126,6.3561,13.1162
2010-06-28,2011-01-04,126,7.8544,16.3258
2010-06-29,2011-01-05,126,9.966,20.9252
2010-06-30,2011-01-06,126,8.9581,18.7187
2010-07-01,2011-01-07,126,9.9726,20.9397
2010-07-02,2011-01-10,126,10.3758,21.8282
2010-07-05,2011-01-11,126,10.2434,21.536
2010-07-06,2011-01-12,126,9.7273,20.4008
2010-07-07,2011-01-13,126,9.6255,20.1775
2010-07-08,2011-01-14,126,8.3519,17.4014
2010-07-09,2011-01-17,126,6.2067,12.7986
2010-07-12,2011-01-18,126,6.1432,12.6638
2010-07-13,2011-01-19,126,7.1002,14.7044
2010-07-14,2011-01-20,126,5.9976,12.355
2010-07-15,2011-01-21,126,6.8319,14.1306
2010-07-16,2011-01-24,126,6.2221,12.8314
2010-07-19,2011-01-25,126,5.2188,10.7099
2010-07-20,2011-01-26,126,5.103,10.4664
2010-07-21,2011-01-27,126,5.4852,11.2713
2010-07-22,2011-01-28,126,5.0022,10.2546
2010-07-23,2011-01-31,126,4.9838,10.2159
2010-07-26,2011-02-01,126,5.0762,10.41
2010-07-27,2011-02-09,126,5.6102,11.5352
2010-07-28,2011-02-10,126,6.6547,13.7523
2010-07-29,2011-02-11,126,6.7208,13.8934
2010-07-30,2011-02-14,126,7.2985,15.1296
2010-08-02,2011-02-15,126,6.2915,12.9789
2010-08-03,2011-02-16,126,7.5664,15.7053
2010-08-04,2011-02-17,126,7.4357,15.4242
2010-08-05,2011-02-18,126,6.9379,14.3572
2010-08-06,2011-02-21,126,6.7147,13.8803
2010-08-09,2011-02-22,126,5.2776,10.8338
2010-08-10,2011-02-23,126,7.246,15.0171
2010-08-11,2011-02-24,126,6.7441,13.943
2010-08-12,2011-02-25,126,6.7244,13.9009
2010-08-13,2011-02-28,126,6.165,12.7101
2010-08-16,2011-03-01,126,5.5004,11.3033
2010-08-17,2011-03-02,126,5.3072,10.8961
2010-08-18,2011-03-03,126,4.7268,9.677
2010-08-19,2011-03-04,126,4.6408,9.4969
2010-08-20,2011-03-07,126,5.9982,12.3562
2010-08-23,2011-03-08,126,5.9703,12.2971
2010-08-24,2011-03-09,126,5.9481,12.2499
2010-08-25,2011-03-10,126,6.7161,13.8832
2010-08-26,2011-03-11,126,6.3,12.9969
2010-08-27,2011-03-14,126,6.2043,12.7935
2010-08-30,2011-03-15,126,5.0155,10.2825
2010-08-31,2011-03-16,126,4.9523,10.1498
2010-09-01,2011-03-17,126,4.6871,9.5938
2010-09-02,2011-03-18,126,4.6962,9.6129
2010-09-03,2011-03-21,126,4.1299,8.4303
2010-09-06,2011-03-22,126,4.6839,9.5873
2010-09-07,2011-03-23,126,4.6267,9.4674
2010-09-08,2011-03-24,126,4.4271,9.0502
2010-09-09,2011-03-25,126,4.5536,9.3145
2010-09-10,2011-03-28,126,3.6072,7.3446
2010-09-13,2011-03-29,126,2.6158,5.2999
2010-09-14,2011-03-30,126,2.5715,5.2091
2010-09-15,2011-03-31,126,3.3222,6.7548
2010-09-16,2011-04-01,126,4.0709,8.3075
2010-09-17,2011-04-06,126,3.7015,7.54
2010-09-20,2011-04-07,126,4.4231,9.0418
2010-09-21,2011-04-08,126,5.6343,11.586
2010-09-27,2011-04-11,126,4.3404,8.8692
2010-09-28,2011-04-12,126,4.5396,9.2853
2010-09-29,2011-04-13,126,5.2761,10.8306
2010-09-30,2011-04-14,126,4.6688,9.5555
2010-10-08,2011-04-15,126,3.9167,7.9868
2010-10-11,2011-04-18,126,3.948,8.0519
2010-10-12,2011-04-19,126,3.5793,7.2868
2010-10-13,2011-04-20,126,3.6956,7.5277
2010-10-14,2011-04-21,126,3.4721,7.0647
2010-10-15,2011-04-22,126,3.7809,7.7048
2010-10-18,2011-04-25,126,3.853,7.8544
2010-10-19,2011-04-26,126,1.3429,2.7039
2010-10-20,2011-04-27,126,1.3832,2.7855
2010-10-21,2011-04-28,126,1.1325,2.2779
2010-10-22,2011-04-29,126,1.044,2.0989
2010-10-25,2011-05-03,126,0.0142,0.0285
2010-10-26,2011-05-04,126,-0.4023,-0.803
2010-10-27,2011-05-05,126,0.0109,0.0218
2010-10-28,2011-05-06,126,-0.3696,-0.7379
2010-10-29,2011-05-09,126,-0.6878,-1.3709
2010-11-01,2011-05-10,126,-1.9268,-3.8166
2010-11-02,2011-05-11,126,-1.0175,-2.0247
2010-11-03,2011-05-12,126,-1.0127,-2.0151
2010-11-04,2011-05-13,126,-1.1165,-2.2206
2010-11-05,2011-05-16,126,-2.437,-4.8146
2010-11-08,2011-05-17,126,-3.33,-6.5492
2010-11-09,2011-05-18,126,-4.4393,-8.6816
2010-11-10,2011-05-19,126,-4.4519,-8.7056
2010-11-11,2011-05-20,126,-4.5547,-8.902
2010-11-12,2011-05-23,126,-3.8546,-7.5607
2010-11-15,2011-05-24,126,-3.6231,-7.115
2010-11-16,2011-05-25,126,-3.7466,-7.3529
2010-11-17,2011-05-26,126,-2.6743,-5.277
2010-11-18,2011-05-27,126,-3.6211,-7.1112
2010-11-19,2011-05-30,126,-4.116,-8.0626
2010-11-22,2011-05-31,126,-4.1802,-8.1857
2010-11-23,2011-06-01,126,-4.48,-8.7593
2010-11-24,2011-06-02,126,-5.3174,-10.3521
2010-11-25,2011-06-03,126,-4.6701,-9.1221
2010-11-26,2011-06-07,126,-4.4421,-8.6869
2010-11-29,2011-06-08,126,-4.9161,-9.5905
2010-11-30,2011-06-09,126,-4.9362,-9.6287
2010-12-01,2011-06-10,126,-5.5046,-10.7062
2010-12-02,2011-06-13,126,-5.6576,-10.9951
2010-12-03,2011-06-14,126,-5.16,-10.0538
2010-12-06,2011-06-15,126,-5.4301,-10.5653
2010-12-07,2011-06-16,126,-6.2537,-12.1163
2010-12-08,2011-06-17,126,-5.7189,-11.1107
2010-12-09,2011-06-20,126,-5.4185,-10.5434
2010-12-10,2011-06-21,126,-5.6709,-11.0203
2010-12-13,2011-06-22,126,-6.448,-12.4803
2010-12-14,2011-06-23,126,-6.4258,-12.4386
2010-12-15,2011-06-24,126,-5.8946,-11.4417
2010-12-16,2011-06-27,126,-6.2114,-12.0369
2010-12-17,2011-06-28,126,-6.2002,-12.016
2010-12-20,2011-06-29,126,-6.1959,-12.0079
2010-12-21,2011-06-30,126,-5.9899,-11.6211
2010-12-22,2011-07-01,126,-5.7942,-11.2526
2010-12-23,2011-07-04,126,-4.9279,-9.6129
2010-12-24,2011-07-05,126,-4.2663,-8.3507
2010-12-27,2011-07-06,126,-2.9038,-5.7233
2010-12-28,2011-07-07,126,-2.4593,-4.8581
2010-12-29,2011-07-08,126,-3.2911,-6.4738
2010-12-30,2011-07-11,126,-3.0638,-6.0338
