entry_date,end_date,holding_days,total_return_pct,annualized_return_pct
2020-01-02,2020-02-10,21,8.0842,154.182
2020-01-03,2020-02-11,21,6.5888,115.0486
2020-01-06,2020-02-12,21,7.6237,141.489
2020-01-07,2020-02-13,21,7.8282,147.0529
2020-01-08,2020-02-14,21,6.3997,110.5147
2020-01-09,2020-02-17,21,7.843,147.4587
2020-01-10,2020-02-18,21,8.3475,161.7147
2020-01-13,2020-02-19,21,7.2013,130.3563
2020-01-14,2020-02-20,21,6.7233,118.3298
2020-01-15,2020-02-21,21,7.0617,126.7813
2020-01-16,2020-02-24,21,6.6602,116.784
2020-01-17,2020-02-25,21,4.4243,68.1191
2020-01-20,2020-02-26,21,2.9574,41.8696
2020-01-21,2020-02-27,21,3.2009,45.9494
2020-01-22,2020-02-28,21,0.5848,7.2474
2020-01-23,2020-03-02,21,1.9049,25.4119
2020-02-03,2020-03-03,21,6.3446,109.2107
2020-02-04,2020-03-04,21,3.1922,45.8013
2020-02-05,2020-03-05,21,2.3912,32.7865
2020-02-06,2020-03-06,21,1.8773,25.0061
2020-02-07,2020-03-09,21,-1.1445,-12.9017
2020-02-10,2020-03-10,21,-0.9787,-11.1328
2020-02-11,2020-03-11,21,-0.6495,-7.5216
2020-02-12,2020-03-12,21,-2.3262,-24.6057
2020-02-13,2020-03-13,21,-3.3109,-33.2383
2020-02-14,2020-03-16,21,-4.5643,-42.9142
2020-02-17,2020-03-17,21,-6.3071,-54.2408
2020-02-18,2020-03-18,21,-6.4077,-54.8269
2020-02-19,2020-03-19,21,-6.23,-53.7867
2020-02-20,2020-03-20,21,-5.724,-50.7038
2020-02-21,2020-03-23,21,-7.7637,-62.084
2020-02-24,2020-03-24,21,-6.6738,-56.3442
2020-02-25,2020-03-25,21,-5.2536,-47.6698
2020-02-26,2020-03-26,21,-4.3687,-41.4941
2020-02-27,2020-03-27,21,-3.9107,-38.0413
2020-02-28,2020-03-30,21,-3.5107,-34.8747
2020-03-02,2020-03-31,21,-4.0906,-39.4193
2020-03-03,2020-04-01,21,-4.8169,-44.7011
2020-03-04,2020-04-02,21,-3.6308,-35.841
2020-03-05,2020-04-03,21,-3.8864,-37.8533
2020-03-06,2020-04-07,21,-2.6904,-27.9111
2020-03-09,2020-04-08,21,-1.5559,-17.1529
2020-03-10,2020-04-09,21,-2.0691,-22.1899
2020-03-11,2020-04-10,21,-2.3906,-25.2002
2020-03-12,2020-04-13,21,-2.1632,-23.0826
2020-03-13,2020-04-14,21,-0.5797,-6.7389
2020-03-16,2020-04-15,21,1.5999,20.9822
2020-03-17,2020-04-16,21,2.8935,40.8175
2020-03-18,2020-04-17,21,2.5907,35.9237
2020-03-19,2020-04-20,21,2.7399,38.3153
2020-03-20,2020-04-21,21,2.4725,34.0561
2020-03-23,2020-04-22,21,4.8818,77.1745
2020-03-24,2020-04-23,21,3.687,54.4155
2020-03-25,2020-04-24,21,2.3376,31.9538
2020-03-26,2020-04-27,21,2.2362,30.3939
2020-03-27,2020-04-28,21,1.4204,18.4421
2020-03-30,2020-04-29,21,2.6807,37.3611
2020-03-31,2020-04-30,21,4.4743,69.0884
2020-04-01,2020-05-06,21,6.6485,116.4989
2020-04-02,2020-05-07,21,4.2679,65.1221
2020-04-03,2020-05-08,21,5.1683,83.0705
2020-04-07,2020-05-11,21,3.2027,45.9805
2020-04-08,2020-05-12,21,3.7564,55.6613
2020-04-09,2020-05-13,21,4.1129,62.2019
2020-04-10,2020-05-14,21,5.161,82.9174
2020-04-13,2020-05-15,21,6.7137,118.0942
2020-04-14,2020-05-18,21,5.8823,98.5555
2020-04-15,2020-05-19,21,6.7387,118.7082
2020-04-16,2020-05-20,21,6.3027,108.2237
2020-04-17,2020-05-21,21,4.6594,72.7175
2020-04-20,2020-05-22,21,3.8403,57.1779
2020-04-21,2020-05-25,21,3.4551,50.3215
2020-04-22,2020-05-26,21,4.6,71.5466
2020-04-23,2020-05-27,21,3.1064,44.3543
2020-04-24,2020-05-28,21,2.7731,38.8526
2020-04-27,2020-05-29,21,3.416,49.6421
2020-04-28,2020-06-01,21,5.6934,94.3453
2020-04-29,2020-06-02,21,5.9079,99.1319
2020-04-30,2020-06-03,21,3.6853,54.385
2020-05-06,2020-06-04,21,1.7876,23.6904
2020-05-07,2020-06-05,21,2.3925,32.8066
2020-05-08,2020-06-08,21,1.0958,13.9716
2020-05-11,2020-06-09,21,1.4723,19.171
2020-05-12,2020-06-10,21,1.4665,19.0897
2020-05-13,2020-06-11,21,1.4118,18.3212
2020-05-14,2020-06-12,21,1.1049,14.0946
2020-05-15,2020-06-15,21,-0.148,-1.762
2020-05-18,2020-06-16,21,0.2527,3.0748
2020-05-19,2020-06-17,21,-0.6283,-7.2839
2020-05-20,2020-06-18,21,-0.3943,-4.6302
2020-05-21,2020-06-19,21,1.4322,18.6067
2020-05-22,2020-06-22,21,3.1572,45.2092
2020-05-25,2020-06-23,21,4.3457,66.6077
2020-05-26,2020-06-24,21,3.3811,49.0365
2020-05-27,2020-06-29,21,3.6353,53.4941
2020-05-28,2020-06-30,21,4.8946,77.4346
2020-05-29,2020-07-01,21,4.5419,70.4056
2020-06-01,2020-07-02,21,2.7907,39.1385
2020-06-02,2020-07-03,21,2.8754,40.52
2020-06-03,2020-07-06,21,5.2408,84.5896
2020-06-04,2020-07-07,21,6.0219,101.7195
2020-06-05,2020-07-08,21,6.716,118.1491
2020-06-08,2020-07-09,21,8.8663,177.1531
2020-06-09,2020-07-10,21,8.4711,165.3203
2020-06-10,2020-07-13,21,9.8563,208.9574
2020-06-11,2020-07-14,21,9.0974,184.2975
2020-06-12,2020-07-15,21,7.6662,142.6345
2020-06-15,2020-07-16,21,5.1125,81.9083
2020-06-16,2020-07-17,21,3.5648,52.2454
2020-06-17,2020-07-20,21,3.9233,58.692
2020-06-18,2020-07-21,21,4.4971,69.5325
2020-06-19,2020-07-22,21,4.7047,73.6173
2020-06-22,2020-07-23,21,3.5418,51.841
2020-06-23,2020-07-24,21,1.2627,16.2503
2020-06-24,2020-07-27,21,1.1056,14.1045
2020-06-29,2020-07-28,21,1.9463,26.0259
2020-06-30,2020-07-29,21,2.5185,34.7802
2020-07-01,2020-07-30,21,2.2783,31.0398
2020-07-02,2020-07-31,21,3.5426,51.8548
2020-07-03,2020-08-03,21,5.232,84.4049
2020-07-06,2020-08-04,21,2.5741,35.6606
2020-07-07,2020-08-05,21,3.0971,44.1982
2020-07-08,2020-08-06,21,2.5059,34.5813
