entry_date,end_date,holding_days,total_return_pct,annualized_return_pct
2009-01-05,2009-04-10,63,8.8572,40.4199
2009-01-06,2009-04-13,63,9.5385,43.9682
2009-01-07,2009-04-14,63,9.87,45.7193
2009-01-08,2009-04-15,63,10.8433,50.9514
2009-01-09,2009-04-16,63,10.1979,47.4666
2009-01-12,2009-04-17,63,9.5001,43.7668
2009-01-13,2009-04-20,63,11.5961,55.0943
2009-01-14,2009-04-21,63,10.1724,47.3302
2009-01-15,2009-04-22,63,9.7258,44.9559
2009-01-16,2009-04-23,63,8.8029,40.1398
2009-01-19,2009-04-24,63,8.0387,36.2438
2009-01-20,2009-04-27,63,7.7146,34.6165
2009-01-21,2009-04-28,63,6.4948,28.6217
2009-01-22,2009-04-29,63,7.4424,33.2609
2009-01-23,2009-04-30,63,7.545,33.7706
2009-02-02,2009-05-04,63,6.9188,30.6821
2009-02-03,2009-05-05,63,6.5779,29.0235
2009-02-04,2009-05-06,63,5.924,25.8861
2009-02-05,2009-05-07,63,6.1874,27.1429
2009-02-06,2009-05-08,63,5.4362,23.5833
2009-02-09,2009-05-11,63,4.8949,21.0648
2009-02-10,2009-05-12,63,5.4499,23.6472
2009-02-11,2009-05-13,63,5.5595,24.1623
2009-02-12,2009-05-14,63,4.7108,20.2169
2009-02-13,2009-05-15,63,3.7661,15.9371
2009-02-16,2009-05-18,63,3.1099,13.0318
2009-02-17,2009-05-19,63,3.3735,14.1922
2009-02-18,2009-05-20,63,4.2844,18.2709
2009-02-19,2009-05-21,63,3.9034,16.5518
2009-02-20,2009-05-22,63,3.6299,15.3294
2009-02-23,2009-05-25,63,2.8505,11.8987
2009-02-24,2009-05-26,63,3.9477,16.7509
2009-02-25,2009-05-27,63,5.0651,21.8525
2009-02-26,2009-06-01,63,8.4665,38.4148
2009-02-27,2009-06-02,63,8.5808,38.9991
2009-03-02,2009-06-03,63,9.877,45.7563
2009-03-03,2009-06-04,63,11.0456,52.0568
2009-03-04,2009-06-05,63,9.2179,42.2904
2009-03-05,2009-06-08,63,8.4234,38.1949
2009-03-06,2009-06-09,63,8.239,37.2571
2009-03-09,2009-06-10,63,9.9081,45.9215
2009-03-10,2009-06-11,63,9.6143,44.3675
2009-03-11,2009-06-12,63,9.6203,44.399
2009-03-12,2009-06-15,63,9.7387,45.024
