entry_date,end_date,holding_days,total_return_pct,annualized_return_pct
2009-01-05,2009-04-10,63,9.689,44.7615
2009-01-06,2009-04-13,63,10.6315,49.8012
2009-01-07,2009-04-14,63,11.0332,51.9885
2009-01-08,2009-04-15,63,12.3597,59.3832
2009-01-09,2009-04-16,63,11.571,54.9549
2009-01-12,2009-04-17,63,10.1271,47.0876
2009-01-13,2009-04-20,63,12.5569,60.5049
2009-01-14,2009-04-21,63,11.9363,56.9942
2009-01-15,2009-04-22,63,10.6716,50.0186
2009-01-16,2009-04-23,63,10.2456,47.7218
2009-01-19,2009-04-24,63,10.1574,47.2497
2009-01-20,2009-04-27,63,9.144,41.9055
2009-01-21,2009-04-28,63,8.2338,37.231
2009-01-22,2009-04-29,63,8.6667,39.4393
2009-01-23,2009-04-30,63,9.2676,42.5496
2009-02-02,2009-05-04,63,8.2241,37.1819
2009-02-03,2009-05-05,63,7.7836,34.9616
2009-02-04,2009-05-06,63,7.2021,32.0727
2009-02-05,2009-05-07,63,7.6369,34.2283
2009-02-06,2009-05-08,63,6.1961,27.1847
2009-02-09,2009-05-11,63,4.757,20.4291
2009-02-10,2009-05-12,63,5.1668,22.3247
2009-02-11,2009-05-13,63,5.0696,21.8731
2009-02-12,2009-05-14,63,4.0706,17.304
2009-02-13,2009-05-15,63,2.9432,12.3027
2009-02-16,2009-05-18,63,2.5933,10.7839
2009-02-17,2009-05-19,63,3.2074,13.46
2009-02-18,2009-05-20,63,4.3151,18.4099
2009-02-19,2009-05-21,63,3.5188,14.8359
2009-02-20,2009-05-22,63,3.0006,12.5536
2009-02-23,2009-05-25,63,2.0396,8.4112
2009-02-24,2009-05-26,63,2.8607,11.943
2009-02-25,2009-05-27,63,4.0155,17.0555
2009-02-26,2009-06-01,63,7.6562,34.325
2009-02-27,2009-06-02,63,8.7711,39.9759
2009-03-02,2009-06-03,63,8.934,40.8166
2009-03-03,2009-06-04,63,9.3948,43.2143
2009-03-04,2009-06-05,63,8.0399,36.25
2009-03-05,2009-06-08,63,6.6618,29.43
2009-03-06,2009-06-09,63,6.7686,29.9495
2009-03-09,2009-06-10,63,8.8688,40.4796
2009-03-10,2009-06-11,63,8.0932,36.5192
2009-03-11,2009-06-12,63,7.9548,35.8211
