entry_date,end_date,holding_days,total_return_pct,annualized_return_pct
2009-01-05,2009-07-13,126,20.0018,44.0043
2009-01-06,2009-07-14,126,20.963,46.3204
2009-01-07,2009-07-15,126,21.3212,47.1883
2009-01-08,2009-07-16,126,22.874,50.9802
2009-01-09,2009-07-17,126,22.132,49.1623
2009-01-12,2009-07-20,126,23.2683,51.9508
2009-01-13,2009-07-21,126,24.7673,55.6688
2009-01-14,2009-07-22,126,23.6702,52.9431
2009-01-15,2009-07-23,126,24.9086,56.0215
2009-01-16,2009-07-24,126,23.6804,52.9684
2009-01-19,2009-07-27,126,23.6996,53.0158
2009-01-20,2009-07-28,126,23.9904,53.7362
2009-01-21,2009-07-29,126,20.6865,45.6523
2009-01-22,2009-07-30,126,20.9781,46.357
2009-01-23,2009-07-31,126,22.0907,49.0614
2009-02-02,2009-08-03,126,20.9601,46.3133
2009-02-03,2009-08-04,126,20.4094,44.9843
2009-02-04,2009-08-05,126,19.3137,42.3576
2009-02-05,2009-08-06,126,18.6059,40.6735
2009-02-06,2009-08-07,126,16.1398,34.8844
2009-02-09,2009-08-10,126,15.4198,33.2172
2009-02-10,2009-08-11,126,15.2539,32.8345
2009-02-11,2009-08-12,126,13.2565,28.2703
2009-02-12,2009-08-13,126,13.2851,28.3352
2009-02-13,2009-08-14,126,11.5069,24.338
2009-02-16,2009-08-17,126,9.1026,19.0337
2009-02-17,2009-08-18,126,9.1681,19.1767
2009-02-18,2009-08-19,126,8.7371,18.2375
2009-02-19,2009-08-20,126,9.6707,20.2766
2009-02-20,2009-08-21,126,9.5255,19.9584
2009-02-23,2009-08-24,126,9.2317,19.3156
2009-02-24,2009-08-25,126,9.0521,18.9236
2009-02-25,2009-08-26,126,10.5241,22.1558
2009-02-26,2009-08-27,126,11.8257,25.0499
2009-02-27,2009-08-28,126,11.831,25.0616
2009-03-02,2009-08-31,126,9.4902,19.8811
2009-03-03,2009-09-01,126,10.6761,22.492
2009-03-04,2009-09-02,126,9.7104,20.3638
2009-03-05,2009-09-03,126,11.5457,24.4245
2009-03-06,2009-09-04,126,11.3752,24.0444
2009-03-09,2009-09-07,126,13.0266,27.7502
2009-03-10,2009-09-08,126,14.4109,30.8986
2009-03-11,2009-09-09,126,15.0587,32.3849
2009-03-12,2009-09-10,126,14.0817,30.1463
2009-03-13,2009-09-11,126,14.8879,31.9923
2009-03-16,2009-09-14,126,14.7182,31.6027
2009-03-17,2009-09-15,126,13.8877,29.704
2009-03-18,2009-09-16,126,14.4494,30.9867
2009-03-19,2009-09-17,126,13.8748,29.6747
2009-03-20,2009-09-18,126,11.79,24.97
2009-03-23,2009-09-21,126,10.7749,22.7109
2009-03-24,2009-09-22,126,11.0106,23.2335
2009-03-25,2009-09-23,126,11.2589,23.7855
2009-03-26,2009-09-24,126,10.5269,22.162
2009-03-27,2009-09-25,126,9.5434,19.9975
2009-03-30,2009-09-28,126,9.0001,18.8102
2009-03-31,2009-09-29,126,9.1586,19.1559
2009-04-01,2009-09-30,126,7.1579,14.8282
2009-04-02,2009-10-09,126,9.5446,20.0003
2009-04-03,2009-10-12,126,10.1527,21.3362
2009-04-07,2009-10-13,126,11.5958,24.5362
2009-04-08,2009-10-14,126,14.612,31.3591
2009-04-09,2009-10-15,126,12.7127,27.0415
2009-04-10,2009-10-16,126,11.4511,24.2136
2009-04-13,2009-10-19,126,11.5459,24.4249
2009-04-14,2009-10-20,126,11.8005,24.9936
2009-04-15,2009-10-21,126,11.5518,24.4381
2009-04-16,2009-10-22,126,11.2285,23.7177
2009-04-17,2009-10-23,126,13.1195,27.9601
2009-04-20,2009-10-26,126,12.4691,26.493
2009-04-21,2009-10-27,126,10.7638,22.6862
2009-04-22,2009-10-28,126,12.2489,25.9982
2009-04-23,2009-10-29,126,10.8428,22.8612
2009-04-24,2009-10-30,126,11.1736,23.5957
2009-04-27,2009-11-02,126,14.1463,30.2938
2009-04-28,2009-11-03,126,14.3451,30.7479
2009-04-29,2009-11-04,126,13.9511,29.8485
2009-04-30,2009-11-05,126,13.687,29.2473
2009-05-04,2009-11-06,126,13.0233,27.7427
2009-05-05,2009-11-09,126,13.0666,27.8405
2009-05-06,2009-11-10,126,12.5668,26.7128
2009-05-07,2009-11-11,126,12.3389,26.2004
2009-05-08,2009-11-12,126,12.4285,26.4017
2009-05-11,2009-11-13,126,12.9956,27.6801
2009-05-12,2009-11-16,126,13.9463,29.8376
2009-05-13,2009-11-17,126,13.3208,28.416
2009-05-14,2009-11-18,126,13.8955,29.7219
2009-05-15,2009-11-19,126,13.9813,29.9174
2009-05-18,2009-11-20,126,13.5972,29.0432
2009-05-19,2009-11-23,126,14.4376,30.9596
2009-05-20,2009-11-24,126,13.461,28.734
2009-05-21,2009-11-25,126,14.9683,32.1771
2009-05-22,2009-11-26,126,13.8475,29.6126
2009-05-25,2009-11-27,126,12.1223,25.714
2009-05-26,2009-11-30,126,13.9425,29.8289
2009-05-27,2009-12-01,126,14.0588,30.0941
2009-06-01,2009-12-02,126,13.1942,28.1293
2009-06-02,2009-12-03,126,13.4904,28.8006
2009-06-03,2009-12-04,126,12.3558,26.2384
2009-06-04,2009-12-07,126,11.7354,24.848
2009-06-05,2009-12-08,126,11.303,23.8837
2009-06-08,2009-12-09,126,10.4743,22.0458
2009-06-09,2009-12-10,126,10.6364,22.4041
2009-06-10,2009-12-11,126,10.3926,21.8652
2009-06-11,2009-12-14,126,10.9254,23.0444
2009-06-12,2009-12-15,126,11.1666,23.5802
2009-06-15,2009-12-16,126,11.4375,24.1832
2009-06-16,2009-12-17,126,10.4146,21.9138
2009-06-17,2009-12-18,126,8.5323,17.7927
2009-06-18,2009-12-21,126,8.2916,17.2708
