entry_date,end_date,holding_days,total_return_pct,annualized_return_pct
2020-01-02,2020-07-14,126,20.5741,45.3811
2020-01-03,2020-07-15,126,18.4018,40.1899
2020-01-06,2020-07-16,126,15.1169,32.5189
2020-01-07,2020-07-17,126,14.6201,31.3776
2020-01-08,2020-07-20,126,14.3132,30.6752
2020-01-09,2020-07-21,126,15.4796,33.3554
2020-01-10,2020-07-22,126,16.2846,35.221
2020-01-13,2020-07-23,126,14.208,30.4346
2020-01-14,2020-07-24,126,12.1776,25.8381
2020-01-15,2020-07-27,126,12.3903,26.3159
2020-01-16,2020-07-28,126,11.852,25.1087
2020-01-17,2020-07-29,126,11.4474,24.2053
2020-01-20,2020-07-30,126,11.1302,23.4993
2020-01-21,2020-07-31,126,13.0816,27.8744
2020-01-22,2020-08-03,126,14.191,30.3958
2020-01-23,2020-08-04,126,13.9891,29.9351
2020-02-03,2020-08-05,126,20.1662,44.3991
2020-02-04,2020-08-06,126,16.1598,34.9311
2020-02-05,2020-08-07,126,14.0821,30.1474
2020-02-06,2020-08-10,126,13.2869,28.3391
2020-02-07,2020-08-11,126,9.9793,20.9546
2020-02-10,2020-08-12,126,7.539,15.6465
2020-02-11,2020-08-13,126,8.6066,17.9539
2020-02-12,2020-08-14,126,7.8199,16.2514
2020-02-13,2020-08-17,126,7.8848,16.3912
2020-02-14,2020-08-18,126,9.5258,19.9591
2020-02-17,2020-08-19,126,7.2438,15.0123
2020-02-18,2020-08-20,126,5.4738,11.2472
2020-02-19,2020-08-21,126,5.7866,11.9081
2020-02-20,2020-08-24,126,5.9833,12.3247
2020-02-21,2020-08-25,126,5.1277,10.5184
2020-02-24,2020-08-26,126,3.5811,7.2904
2020-02-25,2020-08-27,126,4.8286,9.8903
2020-02-26,2020-08-28,126,6.1446,12.6667
2020-02-27,2020-08-31,126,6.9889,14.4663
2020-02-28,2020-09-01,126,9.4257,19.7399
2020-03-02,2020-09-02,126,8.275,17.2347
