entry_date,end_date,holding_days,total_return_pct,annualized_return_pct
2009-01-05,2009-04-10,63,10.3446,48.2532
2009-01-06,2009-04-13,63,11.0104,51.8638
2009-01-07,2009-04-14,63,11.3419,53.6861
2009-01-08,2009-04-15,63,12.4507,59.9
2009-01-09,2009-04-16,63,11.6463,55.3735
2009-01-12,2009-04-17,63,10.7033,50.1905
2009-01-13,2009-04-20,63,13.081,63.5153
2009-01-14,2009-04-21,63,11.6973,55.6576
2009-01-15,2009-04-22,63,10.7719,50.5633
2009-01-16,2009-04-23,63,10.1498,47.2093
2009-01-19,2009-04-24,63,9.5877,44.2275
2009-01-20,2009-04-27,63,9.0612,41.4752
2009-01-21,2009-04-28,63,7.9308,35.7006
2009-01-22,2009-04-29,63,8.5897,39.0448
2009-01-23,2009-04-30,63,8.9955,41.1349
2009-02-02,2009-05-04,63,8.1562,36.8377
2009-02-03,2009-05-05,63,7.8828,35.4593
2009-02-04,2009-05-06,63,7.4926,33.5102
2009-02-05,2009-05-07,63,7.7988,35.0379
2009-02-06,2009-05-08,63,6.6607,29.4251
2009-02-09,2009-05-11,63,5.4206,23.51
2009-02-10,2009-05-12,63,5.88,25.6772
2009-02-11,2009-05-13,63,6.0406,26.4412
2009-02-12,2009-05-14,63,5.0847,21.9431
2009-02-13,2009-05-15,63,4.1053,17.4605
2009-02-16,2009-05-18,63,3.7298,15.7747
2009-02-17,2009-05-19,63,4.0852,17.3699
2009-02-18,2009-05-20,63,5.0586,21.8221
2009-02-19,2009-05-21,63,4.3892,18.7467
2009-02-20,2009-05-22,63,3.8395,16.2653
2009-02-23,2009-05-25,63,2.9738,12.4364
2009-02-24,2009-05-26,63,3.84,16.2674
2009-02-25,2009-05-27,63,5.0583,21.8206
2009-02-26,2009-06-01,63,8.7554,39.8955
2009-02-27,2009-06-02,63,9.4631,43.5726
2009-03-02,2009-06-03,63,10.0814,46.8439
2009-03-03,2009-06-04,63,10.7658,50.53
2009-03-04,2009-06-05,63,9.0633,41.4865
2009-03-05,2009-06-08,63,8.1481,36.7967
2009-03-06,2009-06-09,63,7.8497,35.293
2009-03-09,2009-06-10,63,9.7058,44.8499
2009-03-10,2009-06-11,63,9.3356,42.9048
2009-03-11,2009-06-12,63,9.35,42.98
2009-03-12,2009-06-15,63,9.163,42.0043
2009-03-13,2009-06-16,63,9.2004,42.1989
2009-03-16,2009-06-17,63,9.2174,42.2878
2009-03-17,2009-06-18,63,8.7728,39.9851
2009-03-18,2009-06-19,63,8.8803,40.5392
2009-03-19,2009-06-22,63,7.6244,34.1663
2009-03-20,2009-06-23,63,6.6628,29.435
2009-03-23,2009-06-24,63,6.4058,28.1919
2009-03-24,2009-06-25,63,6.9271,30.7228
2009-03-25,2009-06-26,63,8.2147,37.1338
2009-03-26,2009-06-29,63,7.3203,32.6562
2009-03-27,2009-06-30,63,7.2046,32.0849
