entry_date,end_date,holding_days,total_return_pct,annualized_return_pct
2010-06-01,2010-07-05,21,-3.1492,-31.8855
2010-06-02,2010-07-06,21,-3.0185,-30.7747
2010-06-03,2010-07-07,21,-3.0538,-31.076
2010-06-04,2010-07-08,21,-3.0245,-30.8255
2010-06-07,2010-07-09,21,-3.7042,-36.4249
2010-06-08,2010-07-12,21,-3.9842,-38.6079
2010-06-09,2010-07-13,21,-4.2346,-40.5015
2010-06-10,2010-07-14,21,-4.7826,-44.4612
2010-06-11,2010-07-15,21,-5.4484,-48.9464
2010-06-17,2010-07-16,21,-4.7248,-44.0551
2010-06-18,2010-07-19,21,-3.4447,-34.3383
2010-06-21,2010-07-20,21,-4.025,-38.9205
2010-06-22,2010-07-21,21,-3.2182,-32.4658
2010-06-23,2010-07-22,21,-3.4408,-34.3066
2010-06-24,2010-07-23,21,-2.8955,-29.7132
2010-06-25,2010-07-26,21,-2.2124,-23.5451
2010-06-28,2010-07-27,21,-2.0564,-22.0688
2010-06-29,2010-07-28,21,0.3008,3.6703
2010-06-30,2010-07-29,21,0.17,2.0595
2010-07-01,2010-07-30,21,1.1764,15.0664
2010-07-02,2010-08-02,21,3.2043,46.0061
2010-07-05,2010-08-03,21,2.8891,40.7449
2010-07-06,2010-08-04,21,2.3254,31.7656
2010-07-07,2010-08-05,21,2.4654,33.9447
2010-07-08,2010-08-06,21,3.0028,42.6229
2010-07-09,2010-08-09,21,3.1042,44.3164
2010-07-12,2010-08-10,21,1.6961,22.3632
2010-07-13,2010-08-11,21,2.197,29.7956
2010-07-14,2010-08-12,21,1.8251,24.2391
2010-07-15,2010-08-13,21,3.598,52.8326
2010-07-16,2010-08-16,21,4.3923,67.5035
2010-07-19,2010-08-17,21,4.2807,65.3662
2010-07-20,2010-08-18,21,3.3379,48.2912
2010-07-21,2010-08-19,21,3.23,46.4445
2010-07-22,2010-08-20,21,2.2787,31.0448
2010-07-23,2010-08-23,21,1.6985,22.3985
2010-07-26,2010-08-24,21,1.6586,21.8232
2010-07-27,2010-08-25,21,1.5941,20.8987
2010-07-28,2010-08-26,21,1.8731,24.943
2010-07-29,2010-08-27,21,2.093,28.2188
2010-07-30,2010-08-30,21,2.9762,42.1806
2010-08-02,2010-08-31,21,1.956,26.1695
2010-08-03,2010-09-01,21,2.0779,27.9911
2010-08-04,2010-09-02,21,2.1497,29.0761
2010-08-05,2010-09-03,21,2.5322,34.996
2010-08-06,2010-09-06,21,1.073,13.6639
2010-08-09,2010-09-07,21,0.6739,8.3928
2010-08-10,2010-09-08,21,2.1895,29.6804
2010-08-11,2010-09-09,21,1.6182,21.2429
2010-08-12,2010-09-10,21,2.0586,27.7008
2010-08-13,2010-09-13,21,1.4813,19.2979
2010-08-16,2010-09-14,21,0.6071,7.5338
2010-08-17,2010-09-15,21,-0.1305,-1.555
2010-08-18,2010-09-16,21,-0.4286,-5.0238
2010-08-19,2010-09-17,21,-0.3343,-3.939
2010-08-20,2010-09-20,21,-0.1,-1.1936
2010-08-23,2010-09-21,21,-0.6122,-7.104
2010-08-24,2010-09-27,21,0.0919,1.1081
2010-08-25,2010-09-28,21,0.1043,1.2593
2010-08-26,2010-09-29,21,-0.1552,-1.8465
2010-08-27,2010-09-30,21,-0.0344,-0.4116
2010-08-30,2010-10-08,21,-0.0701,-0.8382
2010-08-31,2010-10-11,21,0.0943,1.1379
2010-09-01,2010-10-12,21,0.4529,5.5722
2010-09-02,2010-10-13,21,0.592,7.3401
2010-09-03,2010-10-14,21,0.3875,4.7502
2010-09-06,2010-10-15,21,0.6486,8.0672
2010-09-07,2010-10-18,21,-0.3396,-4.0001
2010-09-08,2010-10-19,21,0.999,12.6686
2010-09-09,2010-10-20,21,0.8827,11.1225
2010-09-10,2010-10-21,21,0.4363,5.3635
2010-09-13,2010-10-22,21,0.5409,6.688
2010-09-14,2010-10-25,21,2.0275,27.2355
2010-09-15,2010-10-26,21,2.4141,33.1431
2010-09-16,2010-10-27,21,2.6712,37.2089
2010-09-17,2010-10-28,21,2.648,36.838
2010-09-20,2010-10-29,21,4.1097,62.1418
2010-09-21,2010-11-01,21,6.3448,109.2152
2010-09-27,2010-11-02,21,4.5453,70.472
2010-09-28,2010-11-03,21,3.8806,57.9115
2010-09-29,2010-11-04,21,4.5621,70.8012
2010-09-30,2010-11-05,21,5.0513,80.6405
2010-10-08,2010-11-08,21,5.3321,86.5214
2010-10-11,2010-11-09,21,6.3048,108.2733
2010-10-12,2010-11-10,21,6.4498,111.7096
2010-10-13,2010-11-11,21,5.774,96.1322
2010-10-14,2010-11-12,21,3.6285,53.3741
2010-10-15,2010-11-15,21,5.4052,88.0814
